Experiment: June_23_negative_cntrl_expt vial 9, Wed Jun 23 11:25:37 2021
0,0
6.6826,24.11
8.1713,24.03
9.6881,24.19
11.2325,24.14
12.6714,24.08
14.1771,24.33
15.6883,24.18
17.1771,24.13
18.6106,24.02
20.0551,24.3
21.5662,24.07
23.0164,24.15
24.5218,24.13
25.9609,24.03
27.483,24.01
28.9274,24.01
30.3608,24.0
31.822,24.02
33.2664,24.12
34.4943,24.05
35.8111,24.06
37.2665,24.2
37.3333,12.81
39.1945,24.02
40.5388,24.07
40.6056,10.69
42.2946,24.0
43.7111,24.04
43.7779,11.69
45.6002,24.15
46.9336,24.02
47.0057,12.32
48.8279,24.11
50.217,24.02
50.2892,13.39
52.1558,24.01
52.2227,13.83
54.1114,24.03
55.4837,24.02
56.9393,24.12
58.3506,24.08
59.7393,24.05
61.2282,24.08
62.5671,24.04
63.9841,24.0
65.3783,24.01
66.7117,24.02
68.2173,24.06
69.5841,24.0
71.0341,24.06
72.412,24.16
73.9288,24.06
75.3343,24.22
76.7176,24.03
78.1621,24.03
79.6121,24.23
81.0232,24.23
82.4457,24.17
83.7844,24.14
85.2068,24.18
86.6734,24.17
87.868,24.03
89.2236,24.0
90.6181,24.02
92.0513,24.01
93.5513,24.01
94.9737,24.08
96.4516,24.01
97.9348,24.15
99.3737,24.06
100.8794,24.09
102.4736,24.07
103.8461,24.07
105.4073,24.21
107.0352,24.05
108.6295,24.0
110.213,24.06
111.7406,24.16
113.2574,24.39
114.9299,24.01
116.4352,24.04
118.1576,24.07
119.7019,24.9
121.5021,24.17
123.63,24.02
125.7132,24.18
127.9745,24.0
130.1911,24.08
132.3858,24.01
134.4468,24.15
136.4582,24.01
138.3913,24.08
140.5247,24.01
142.2917,24.1
144.175,24.03
146.0084,24.53
148.0194,24.02
149.8417,24.01
