Experiment: June_23_negative_cntrl_expt vial 15, Wed Jun 23 11:25:37 2021
0,0
10.1214,24.16
11.9158,24.15
13.9049,24.15
15.5993,24.02
17.2382,24.2
18.6939,24.04
20.2383,24.02
21.8885,24.12
23.5775,24.09
25.0942,24.09
26.6554,24.03
28.2551,24.03
29.794,24.07
31.4665,24.28
33.2,24.1
34.7945,24.0
36.4276,24.02
38.0387,24.07
39.6721,24.1
41.3945,24.03
42.8835,24.31
44.5056,24.0
46.3278,24.02
48.039,24.06
49.7335,24.0
51.4836,24.06
53.1948,24.13
55.3336,24.03
57.2782,24.1
59.2729,24.02
61.2951,24.1
63.2674,24.1
65.3341,24.0
67.2896,24.06
69.2674,24.11
71.3063,24.03
73.4176,24.1
75.3397,24.12
77.512,24.02
79.5398,24.18
81.6511,24.08
83.6621,24.01
85.7402,24.02
87.7513,24.06
89.7179,24.11
91.7012,24.31
93.7181,24.02
95.8903,24.0
98.0071,24.31
100.1183,24.11
102.2294,24.15
104.3182,24.03
106.3239,24.09
108.4018,24.09
110.4129,24.0
112.3573,24.03
114.2408,24.04
116.2021,24.11
118.2798,24.11
120.3242,24.03
122.6243,24.09
124.8855,24.0
127.0189,24.02
129.1857,24.01
131.2634,24.04
133.3025,24.12
135.5135,24.28
137.5358,24.09
139.7915,24.03
141.9416,24.01
144.0916,24.07
146.2028,24.07
148.3584,24.04
150.5528,24.03
152.6363,24.06
154.7919,24.06
157.0309,24.04
159.1367,24.02
161.3256,24.11
163.4645,24.03
165.7813,24.14
167.8757,24.06
170.1646,24.0
172.3314,24.01
174.5149,24.0
176.7036,24.09
178.9204,24.0
181.326,24.04
183.6817,24.16
186.265,24.0
188.8818,24.17
191.6098,24.01
193.9876,24.11
196.7876,24.07
200.0543,24.1
203.2432,24.15
206.5546,24.0
209.888,24.0
213.9713,24.08
217.8161,24.0
