Experiment: Mar_19_osmo_expt vial 1, Fri Mar 19 17:11:25 2021
0.0055,1611
0.0112,1615
0.0165,1615
0.0222,1625
0.0278,1635
0.0334,1636
0.0388,1630
0.0444,1624
0.05,1628
0.0554,1635
0.061,1631
0.0667,1627
0.0723,1627
0.0776,1634
0.0833,1628
0.0889,1627
0.0943,1629
0.0999,1635
0.1056,1631
0.111,1626
0.1167,1627
0.1223,1633
0.1276,1629
0.1333,1625
0.1389,1627
0.1446,1631
0.1499,1631
0.1555,1626
0.1612,1628
0.1665,1632
0.1722,1630
0.1778,1625
0.1832,1629
0.1888,1633
0.1945,1627
0.1998,1625
0.2055,1628
0.2111,1633
0.2167,1629
0.2221,1624
0.2277,1629
0.2333,1634
0.239,1627
0.2443,1628
0.25,1629
0.2555,1631
0.2611,1625
0.2667,1626
0.2721,1632
0.2777,1632
0.2834,1626
0.289,1626
0.2943,1634
0.3,1630
0.3056,1624
0.311,1629
0.3167,1631
0.3223,1629
0.3276,1624
0.3333,1628
0.3389,1634
0.3445,1629
0.3499,1625
0.3555,1629
0.3611,1633
0.3665,1628
0.3721,1628
0.3778,1632
0.3834,1630
0.389,1625
0.3944,1629
0.4,1632
0.4057,1626
0.411,1624
0.4166,1631
0.4223,1631
0.4276,1627
0.4332,1628
0.4389,1633
0.4445,1629
0.4499,1623
0.4555,1630
0.4612,1632
0.4666,1627
0.4722,1627
0.4778,1634
0.4832,1628
0.4888,1625
0.4945,1631
0.5001,1633
0.5054,1626
0.5111,1627
0.5167,1634
0.5221,1630
0.5278,1626
0.5334,1628
0.5387,1635
0.5444,1628
0.55,1626
0.5556,1628
0.561,1633
0.5666,1629
0.5722,1627
0.5779,1628
0.5832,1631
0.5889,1627
0.5943,1626
0.6,1630
0.6056,1631
0.6112,1627
0.6166,1626
0.6222,1633
0.6279,1629
0.6332,1625
0.6388,1631
0.6445,1634
0.6501,1629
0.6554,1627
0.6611,1632
0.6667,1629
0.6723,1626
0.6777,1631
0.6833,1632
0.6889,1628
0.6945,1628
0.6999,1633
0.7055,1629
0.7111,1624
0.7168,1630
0.7221,1630
0.7278,1626
0.7334,1624
