Experiment: Mar_19_osmo_expt vial 0, Fri Mar 19 17:11:25 2021
0.0055,1633
0.0112,1635
0.0165,1632
0.0222,1636
0.0278,1635
0.0334,1633
0.0388,1637
0.0444,1633
0.05,1636
0.0554,1632
0.061,1635
0.0667,1635
0.0723,1634
0.0776,1636
0.0833,1633
0.0889,1635
0.0943,1633
0.0999,1634
0.1056,1636
0.111,1631
0.1167,1635
0.1223,1636
0.1276,1631
0.1333,1637
0.1389,1632
0.1446,1635
0.1499,1636
0.1555,1631
0.1612,1638
0.1665,1635
0.1722,1632
0.1778,1637
0.1832,1633
0.1888,1633
0.1945,1636
0.1998,1631
0.2055,1634
0.2111,1636
0.2167,1631
0.2221,1635
0.2277,1636
0.2333,1631
0.239,1637
0.2443,1633
0.25,1633
0.2555,1638
0.2611,1632
0.2667,1637
0.2721,1637
0.2777,1630
0.2834,1633
0.289,1636
0.2943,1632
0.3,1632
0.3056,1635
0.311,1630
0.3167,1637
0.3223,1636
0.3276,1630
0.3333,1637
0.3389,1636
0.3445,1630
0.3499,1636
0.3555,1634
0.3611,1634
0.3665,1637
0.3721,1632
0.3778,1632
0.3834,1639
0.389,1632
0.3944,1632
0.4,1635
0.4057,1632
0.411,1634
0.4166,1638
0.4223,1630
0.4276,1631
0.4332,1638
0.4389,1634
0.4445,1634
0.4499,1635
0.4555,1630
0.4612,1635
0.4666,1636
0.4722,1633
0.4778,1636
0.4832,1634
0.4888,1632
0.4945,1635
0.5001,1633
0.5054,1634
0.5111,1637
0.5167,1632
0.5221,1633
0.5278,1636
0.5334,1631
0.5387,1636
0.5444,1635
0.55,1631
0.5556,1637
0.561,1634
0.5666,1632
0.5722,1635
0.5779,1632
0.5832,1636
0.5889,1636
0.5943,1633
0.6,1636
0.6056,1634
0.6112,1633
0.6166,1635
0.6222,1634
0.6279,1636
0.6332,1634
0.6388,1631
0.6445,1637
0.6501,1632
0.6554,1631
0.6611,1639
0.6667,1632
0.6723,1634
0.6777,1636
0.6833,1631
0.6889,1635
0.6945,1635
0.6999,1630
0.7055,1634
0.7111,1634
0.7168,1633
0.7221,1638
0.7278,1633
0.7334,1631
0.739,1638
0.7444,1633
0.75,1630
0.7556,1637
0.7612,1634
0.7666,1632
0.7722,1636
0.7779,1630
0.7832,1635
0.7888,1633
0.7944,1634
0.8001,1636
0.8057,1633
0.8111,1634
0.8167,1637
0.8223,1630
0.8277,1633
0.8333,1636
0.8389,1633
0.8446,1634
0.8499,1637
0.8556,1632
0.8612,1637
0.8666,1632
0.8722,1634
0.8778,1639
0.8835,1629
0.8888,1635
0.8945,1635
0.9001,1633
0.9055,1636
0.911,1634
0.9167,1636
0.9223,1634
0.9277,1634
0.9333,1635
0.9389,1632
0.9443,1635
0.9499,1636
0.9555,1632
0.9612,1636
0.9668,1634
0.9722,1632
0.9778,1638
0.9832,1633
0.9889,1632
0.9945,1640
1.0001,1632
1.0055,1633
1.0112,1636
1.0166,1631
1.0222,1635
1.0278,1636
1.0334,1631
1.0388,1635
1.0444,1637
1.05,1632
1.0554,1635
1.061,1634
1.0667,1631
1.0723,1638
1.0777,1632
1.0833,1630
1.0889,1637
1.0946,1630
1.0999,1632
1.1055,1635
1.1111,1632
1.1168,1634
1.1221,1637
1.1278,1631
1.1334,1635
1.1387,1639
1.1444,1632
1.15,1635
1.1556,1633
1.161,1630
1.1666,1636
1.1722,1633
1.1777,1632
1.1833,1636
1.189,1632
1.1946,1632
1.2,1636
1.2056,1631
1.211,1633
1.2166,1636
1.2223,1631
1.2279,1636
1.2332,1635
1.2388,1634
1.2445,1637
1.2501,1633
1.2555,1633
1.2611,1637
1.2667,1632
1.2723,1634
1.2777,1637
1.2834,1632
1.289,1635
1.2943,1638
1.3,1629
1.3056,1636
1.311,1636
1.3166,1630
1.3223,1634
1.3279,1635
1.3332,1633
1.3388,1638
1.3444,1630
1.3501,1634
1.3554,1635
1.3611,1631
1.3666,1638
1.3721,1632
1.3778,1634
1.3834,1637
1.3888,1633
1.3944,1635
1.4,1638
1.4056,1631
1.4113,1635
1.4166,1637
1.4222,1631
1.4279,1635
1.4332,1639
1.4389,1631
1.4445,1635
1.45,1636
1.4557,1634
1.461,1636
1.4666,1635
1.4723,1633
1.4779,1636
1.4832,1633
1.4888,1633
1.4944,1635
1.5,1632
1.5056,1634
1.511,1635
