Experiment: Mar_16_osmo_expt vial 10, Tue Mar 16 20:56:43 2021
0.0015,4064
0.0064,4067
0.0118,4064
0.0175,4065
0.0229,4066
0.0286,4064
0.034,4064
0.0397,4066
0.0451,4066
0.0508,4066
0.0562,4066
0.0619,4067
0.0673,4066
0.073,4066
0.0784,4064
0.0841,4066
0.0897,4064
0.0951,4066
0.1008,4065
0.1062,4067
0.1119,4066
0.1173,4066
0.123,4065
0.1284,4064
0.1341,4065
0.1395,4066
0.1452,4065
0.1505,4067
0.1562,4064
0.1619,4067
0.1673,4065
0.173,4066
0.1784,4066
0.1841,4065
0.1895,4066
0.1952,4066
0.2006,4065
0.2063,4065
0.2117,4066
0.2173,4066
0.2231,4067
0.2285,4066
0.2342,4066
0.2395,4065
0.2452,4066
0.2506,4065
0.2563,4066
0.2617,4066
0.2673,4066
0.273,4065
0.2784,4067
0.284,4066
0.2897,4065
0.2951,4066
0.3008,4065
0.3062,4065
0.3119,4065
0.3173,4065
0.3229,4065
0.3286,4066
0.334,4065
0.3397,4066
0.3451,4066
0.3507,4066
0.3561,4065
0.3618,4066
0.3673,4069
0.3729,4074
0.3785,4066
0.3839,4067
0.3897,4067
0.3951,4067
0.4007,4065
0.4061,4066
0.4118,4066
0.4172,4065
0.4229,4067
0.4283,4065
0.434,4064
0.4397,4066
0.4451,4066
0.4508,4065
0.4562,4066
0.462,4065
0.4674,4066
0.473,4064
0.4785,4067
0.4841,4066
0.4895,4065
0.4952,4065
0.5007,4065
0.5063,4066
0.5117,4065
0.5174,4065
0.5228,4069
0.5285,4065
0.5342,4066
0.5396,4067
0.5453,4066
0.5507,4065
0.5564,4069
0.5618,4064
0.5675,4065
0.5729,4067
0.5786,4065
0.584,4065
0.5897,4065
0.5951,4067
0.6008,4065
0.6062,4066
0.6119,4067
0.6173,4066
0.623,4067
0.6285,4065
0.6341,4065
0.6395,4066
0.6452,4066
0.6506,4064
0.6563,4067
0.6617,4068
0.6674,4066
0.6728,4066
0.6785,4065
0.684,4065
0.6897,4067
0.6951,4066
0.7007,4064
0.7062,4066
0.7119,4067
0.7173,4066
0.723,4064
0.7286,4066
0.7341,4066
0.7398,4067
0.7451,4066
0.7508,4064
0.7562,4065
0.7619,4065
0.7673,4066
0.773,4066
0.7784,4065
0.7841,4066
0.7895,4065
0.7952,4066
0.8006,4065
0.8063,4064
0.812,4067
0.8174,4064
0.8231,4066
0.8285,4066
0.8341,4066
0.8396,4066
0.8453,4067
0.8507,4066
0.8561,4066
0.8618,4067
0.8675,4066
0.8729,4063
0.8786,4067
0.884,4066
0.8897,4067
0.8951,4065
0.9008,4067
0.9062,4067
0.9119,4066
0.9173,4067
0.923,4067
0.9284,4066
0.9341,4066
0.9395,4066
0.9452,4066
0.9507,4064
0.9564,4066
0.9618,4065
0.9675,4065
0.9729,4066
0.9786,4065
0.984,4067
0.9897,4066
0.9951,4076
1.0008,4066
1.0062,4067
1.0119,4066
1.0173,4066
1.023,4066
1.0284,4064
1.0341,4067
1.0395,4067
1.0452,4065
1.0506,4064
1.0563,4068
1.0618,4066
1.0675,4066
1.0729,4065
1.0786,4067
1.084,4065
1.0897,4067
1.0951,4065
1.1007,4065
1.1062,4066
1.1119,4065
1.1173,4067
1.1229,4066
1.1284,4066
1.134,4066
1.1394,4064
1.1451,4065
1.1508,4065
1.1563,4066
1.1619,4066
1.1673,4067
1.173,4066
1.1784,4067
1.1841,4066
1.1895,4066
1.1952,4066
1.2006,4067
1.2063,4066
1.212,4067
1.2174,4067
1.2231,4067
1.2285,4066
1.2342,4065
1.2396,4067
1.2453,4066
1.2507,4068
1.2564,4065
1.2618,4066
1.2674,4066
1.2728,4065
1.2785,4066
1.284,4066
1.2897,4066
1.2951,4068
1.3007,4066
1.3064,4064
1.3118,4066
1.3175,4066
1.3229,4067
1.3286,4065
1.334,4065
1.3397,4065
1.3451,4066
1.3508,4068
1.3562,4067
1.3619,4066
1.3673,4066
1.373,4065
1.3784,4067
1.3841,4065
1.3895,4065
1.3952,4068
1.4006,4065
1.4063,4065
1.4117,4066
1.4174,4070
1.4228,4066
1.4285,4067
1.4339,4067
1.4396,4064
1.445,4068
1.4507,4066
1.4561,4067
