Experiment: Mar_16_osmo_expt vial 11, Tue Mar 16 20:56:43 2021
0.0015,1610
0.0064,1612
0.0118,1617
0.0175,1630
0.0229,1631
0.0286,1624
0.034,1621
0.0397,1627
0.0451,1625
0.0508,1620
0.0562,1625
0.0619,1626
0.0673,1622
0.073,1623
0.0784,1627
0.0841,1622
0.0897,1625
0.0951,1627
0.1008,1624
0.1062,1624
0.1119,1627
0.1173,1622
0.123,1623
0.1284,1625
0.1341,1621
0.1395,1623
0.1452,1626
0.1505,1622
0.1562,1621
0.1619,1627
0.1673,1624
0.173,1622
0.1784,1628
0.1841,1625
0.1895,1620
0.1952,1626
0.2006,1625
0.2063,1621
0.2117,1628
0.2173,1622
0.2231,1622
0.2285,1626
0.2342,1625
0.2395,1620
0.2452,1627
0.2506,1623
0.2563,1622
0.2617,1629
0.2673,1625
0.273,1622
0.2784,1626
0.284,1625
0.2897,1621
0.2951,1626
0.3008,1623
0.3062,1623
0.3119,1625
0.3173,1624
0.3229,1621
0.3286,1628
0.334,1624
0.3397,1621
0.3451,1626
0.3507,1625
0.3561,1622
0.3618,1627
0.3673,1623
0.3729,1622
0.3785,1627
0.3839,1625
0.3897,1621
0.3951,1624
0.4007,1625
0.4061,1620
0.4118,1625
0.4172,1626
0.4229,1622
0.4283,1625
0.434,1626
0.4397,1618
0.4451,1620
0.4508,1627
0.4562,1622
0.462,1623
0.4674,1626
0.473,1624
0.4785,1621
0.4841,1625
0.4895,1625
0.4952,1622
0.5007,1625
0.5063,1625
0.5117,1619
0.5174,1626
0.5228,1625
0.5285,1624
0.5342,1625
0.5396,1628
0.5453,1618
0.5507,1623
0.5564,1626
0.5618,1623
0.5675,1623
0.5729,1629
0.5786,1623
0.584,1622
0.5897,1627
0.5951,1623
0.6008,1621
0.6062,1628
0.6119,1626
0.6173,1621
0.623,1627
0.6285,1626
0.6341,1623
0.6395,1627
0.6452,1624
0.6506,1619
0.6563,1626
0.6617,1623
0.6674,1625
0.6728,1626
0.6785,1623
0.684,1624
0.6897,1626
0.6951,1623
0.7007,1623
0.7062,1630
0.7119,1621
0.7173,1622
0.723,1628
0.7286,1623
0.7341,1622
0.7398,1625
0.7451,1624
0.7508,1622
0.7562,1628
0.7619,1623
0.7673,1622
0.773,1626
0.7784,1623
0.7841,1625
0.7895,1627
0.7952,1620
0.8006,1623
0.8063,1626
0.812,1622
0.8174,1623
0.8231,1626
0.8285,1622
0.8341,1623
0.8396,1626
0.8453,1621
0.8507,1624
0.8561,1629
0.8618,1621
0.8675,1623
0.8729,1627
0.8786,1623
0.884,1622
0.8897,1626
0.8951,1625
0.9008,1621
0.9062,1627
0.9119,1628
0.9173,1622
0.923,1623
0.9284,1628
0.9341,1621
0.9395,1623
0.9452,1628
0.9507,1627
0.9564,1623
0.9618,1627
0.9675,1626
0.9729,1623
0.9786,1623
0.984,1628
0.9897,1619
0.9951,1626
1.0008,1626
1.0062,1622
1.0119,1622
1.0173,1626
1.023,1623
1.0284,1623
1.0341,1626
1.0395,1625
1.0452,1622
1.0506,1627
1.0563,1624
1.0618,1620
1.0675,1625
1.0729,1626
1.0786,1621
1.084,1625
1.0897,1627
1.0951,1620
1.1007,1623
1.1062,1624
1.1119,1621
1.1173,1626
1.1229,1627
1.1284,1623
1.134,1621
1.1394,1628
1.1451,1626
1.1508,1620
1.1563,1625
1.1619,1627
1.1673,1622
1.173,1625
1.1784,1625
1.1841,1622
1.1895,1625
1.1952,1626
1.2006,1621
1.2063,1625
1.212,1623
1.2174,1621
1.2231,1627
1.2285,1624
1.2342,1621
1.2396,1626
1.2453,1626
1.2507,1622
1.2564,1626
1.2618,1624
1.2674,1622
1.2728,1623
1.2785,1625
1.284,1621
1.2897,1626
1.2951,1624
1.3007,1623
1.3064,1627
1.3118,1626
1.3175,1621
1.3229,1623
1.3286,1626
1.334,1622
1.3397,1625
1.3451,1626
1.3508,1621
1.3562,1623
1.3619,1628
1.3673,1622
1.373,1621
1.3784,1627
1.3841,1623
1.3895,1623
1.3952,1626
1.4006,1625
1.4063,1621
1.4117,1623
1.4174,1629
1.4228,1621
1.4285,1623
1.4339,1626
1.4396,1622
1.445,1623
1.4507,1626
1.4561,1623
1.4618,1624
1.4672,1627
1.4729,1622
1.4786,1622
1.484,1625
1.4897,1624
1.4951,1621
1.5008,1628
1.5062,1625
1.5119,1621
1.5173,1626
1.523,1625
1.5284,1623
1.5341,1627
1.5395,1623
1.5452,1621
1.5507,1626
1.5564,1623
1.5617,1622
1.5674,1625
1.5729,1623
1.5785,1622
1.584,1626
1.5897,1623
1.5951,1622
1.6008,1628
1.6062,1622
1.6119,1622
1.6173,1627
1.6229,1623
1.6286,1621
1.634,1627
1.6397,1624
1.6451,1619
1.6508,1625
1.6562,1625
1.6619,1620
1.6673,1625
1.673,1624
1.6784,1620
1.6841,1625
1.6895,1626
1.6952,1622
1.7006,1622
1.7061,1626
1.7118,1621
1.7175,1622
1.7229,1626
1.7286,1622
1.7339,1624
1.7396,1626
1.7453,1624
1.7507,1624
1.7564,1626
1.7617,1622
1.7674,1622
