Experiment: Mar_16_osmo_expt vial 1, Tue Mar 16 20:56:43 2021
0.0015,1624
0.0064,1621
0.0118,1626
0.0175,1635
0.0229,1634
0.0286,1628
0.034,1627
0.0397,1630
0.0451,1634
0.0508,1631
0.0562,1626
0.0619,1631
0.0673,1631
0.073,1626
0.0784,1628
0.0841,1633
0.0897,1629
0.0951,1625
0.1008,1630
0.1062,1632
0.1119,1627
0.1173,1628
0.123,1632
0.1284,1629
0.1341,1626
0.1395,1629
0.1452,1633
0.1505,1629
0.1562,1625
0.1619,1629
0.1673,1632
0.173,1630
0.1784,1627
0.1841,1630
0.1895,1632
0.1952,1627
0.2006,1625
0.2063,1631
0.2117,1631
0.2173,1627
0.2231,1626
0.2285,1632
0.2342,1630
0.2395,1626
0.2452,1629
0.2506,1634
0.2563,1628
0.2617,1626
0.2673,1630
0.273,1633
0.2784,1628
0.284,1624
0.2897,1631
0.2951,1633
0.3008,1626
0.3062,1625
0.3119,1631
0.3173,1630
0.3229,1626
0.3286,1626
0.334,1632
0.3397,1634
0.3451,1627
0.3507,1625
0.3561,1631
0.3618,1632
0.3673,1627
0.3729,1628
0.3785,1631
0.3839,1632
0.3897,1625
0.3951,1627
0.4007,1633
0.4061,1630
0.4118,1626
0.4172,1631
0.4229,1630
0.4283,1626
0.434,1626
0.4397,1632
0.4451,1631
0.4508,1626
0.4562,1629
0.462,1633
0.4674,1627
0.473,1625
0.4785,1629
0.4841,1634
0.4895,1626
0.4952,1623
0.5007,1632
0.5063,1632
0.5117,1626
0.5174,1626
0.5228,1633
0.5285,1630
0.5342,1627
0.5396,1630
0.5453,1631
0.5507,1627
0.5564,1628
0.5618,1634
0.5675,1627
0.5729,1626
0.5786,1631
0.584,1632
0.5897,1626
0.5951,1629
0.6008,1633
0.6062,1626
0.6119,1626
0.6173,1632
0.623,1632
0.6285,1624
0.6341,1629
0.6395,1633
0.6452,1629
0.6506,1629
0.6563,1632
0.6617,1628
0.6674,1626
0.6728,1630
0.6785,1630
0.684,1626
0.6897,1629
0.6951,1633
0.7007,1628
0.7062,1623
0.7119,1630
0.7173,1632
0.723,1628
0.7286,1627
0.7341,1632
0.7398,1630
0.7451,1624
0.7508,1627
0.7562,1632
0.7619,1630
0.7673,1624
0.773,1630
0.7784,1631
0.7841,1626
0.7895,1629
0.7952,1632
0.8006,1625
0.8063,1628
0.812,1631
0.8174,1633
0.8231,1627
0.8285,1625
0.8341,1631
0.8396,1631
0.8453,1626
0.8507,1630
0.8561,1633
0.8618,1628
0.8675,1626
0.8729,1633
0.8786,1630
0.884,1626
0.8897,1630
0.8951,1632
0.9008,1628
0.9062,1627
0.9119,1631
0.9173,1631
0.923,1626
0.9284,1630
0.9341,1632
0.9395,1627
0.9452,1627
0.9507,1634
0.9564,1629
0.9618,1627
0.9675,1631
0.9729,1631
0.9786,1625
0.984,1628
0.9897,1632
0.9951,1632
1.0008,1624
1.0062,1631
1.0119,1632
1.0173,1626
1.023,1625
1.0284,1630
1.0341,1631
1.0395,1627
1.0452,1626
1.0506,1632
1.0563,1632
1.0618,1627
1.0675,1628
1.0729,1633
1.0786,1629
1.084,1626
1.0897,1632
1.0951,1635
1.1007,1627
1.1062,1627
1.1119,1632
1.1173,1633
1.1229,1627
1.1284,1627
1.134,1633
1.1394,1630
1.1451,1625
1.1508,1629
1.1563,1632
1.1619,1629
1.1673,1626
1.173,1630
1.1784,1634
1.1841,1628
1.1895,1625
1.1952,1631
1.2006,1631
1.2063,1625
1.212,1625
1.2174,1631
1.2231,1632
1.2285,1625
1.2342,1626
1.2396,1633
1.2453,1629
1.2507,1626
1.2564,1630
1.2618,1631
1.2674,1626
1.2728,1628
1.2785,1633
1.284,1628
1.2897,1622
1.2951,1631
1.3007,1636
1.3064,1630
1.3118,1627
1.3175,1632
1.3229,1633
1.3286,1627
1.334,1628
1.3397,1632
1.3451,1628
1.3508,1627
1.3562,1632
1.3619,1631
1.3673,1624
1.373,1629
1.3784,1633
1.3841,1632
1.3895,1626
1.3952,1623
1.4006,1633
1.4063,1633
1.4117,1625
1.4174,1627
1.4228,1632
1.4285,1630
1.4339,1624
1.4396,1628
1.445,1633
1.4507,1628
1.4561,1626
1.4618,1632
1.4672,1632
1.4729,1626
1.4786,1627
1.484,1633
1.4897,1631
1.4951,1627
1.5008,1629
1.5062,1633
1.5119,1628
1.5173,1624
1.523,1631
1.5284,1632
1.5341,1628
1.5395,1626
1.5452,1633
1.5507,1630
1.5564,1625
1.5617,1629
1.5674,1633
1.5729,1629
1.5785,1624
1.584,1628
1.5897,1634
1.5951,1631
1.6008,1626
1.6062,1628
1.6119,1633
1.6173,1629
1.6229,1625
1.6286,1631
1.634,1633
1.6397,1626
1.6451,1627
1.6508,1633
1.6562,1629
1.6619,1626
1.6673,1629
1.673,1632
1.6784,1628
1.6841,1625
1.6895,1632
1.6952,1633
1.7006,1628
1.7061,1628
1.7118,1632
1.7175,1629
1.7229,1628
1.7286,1629
1.7339,1633
1.7396,1627
1.7453,1629
1.7507,1632
1.7564,1634
1.7617,1625
1.7674,1626
1.7731,1632
1.7785,1629
1.7842,1625
1.7895,1628
1.7952,1632
1.8006,1631
1.8063,1627
1.8117,1636
1.8174,1631
1.823,1627
1.8284,1627
1.8341,1632
1.8396,1629
1.8452,1626
1.8506,1627
1.8563,1632
1.8617,1626
1.8674,1628
1.873,1633
1.8784,1629
1.8841,1629
1.8897,1631
1.8951,1629
1.9008,1623
1.9062,1631
1.9119,1633
1.9173,1627
