Experiment: Mar_16_osmo_expt vial 0, Tue Mar 16 20:56:43 2021
0.0015,1634
0.0064,1631
0.0118,1634
0.0175,1641
0.0229,1634
0.0286,1632
0.034,1639
0.0397,1635
0.0451,1634
0.0508,1636
0.0562,1631
0.0619,1635
0.0673,1634
0.073,1633
0.0784,1637
0.0841,1632
0.0897,1631
0.0951,1636
0.1008,1632
0.1062,1635
0.1119,1636
0.1173,1629
0.123,1636
0.1284,1634
0.1341,1633
0.1395,1638
0.1452,1634
0.1505,1634
0.1562,1637
0.1619,1631
0.1673,1635
0.173,1639
0.1784,1633
0.1841,1633
0.1895,1637
0.1952,1630
0.2006,1633
0.2063,1635
0.2117,1632
0.2173,1636
0.2231,1635
0.2285,1632
0.2342,1636
0.2395,1634
0.2452,1633
0.2506,1636
0.2563,1632
0.2617,1634
0.2673,1636
0.273,1631
0.2784,1635
0.284,1635
0.2897,1631
0.2951,1638
0.3008,1630
0.3062,1635
0.3119,1636
0.3173,1632
0.3229,1635
0.3286,1635
0.334,1631
0.3397,1636
0.3451,1637
0.3507,1629
0.3561,1637
0.3618,1634
0.3673,1632
0.3729,1638
0.3785,1632
0.3839,1633
0.3897,1638
0.3951,1631
0.4007,1636
0.4061,1637
0.4118,1631
0.4172,1636
0.4229,1634
0.4283,1632
0.434,1638
0.4397,1633
0.4451,1631
0.4508,1637
0.4562,1632
0.462,1631
0.4674,1637
0.473,1633
0.4785,1634
0.4841,1638
0.4895,1629
0.4952,1634
0.5007,1636
0.5063,1629
0.5117,1633
0.5174,1641
0.5228,1628
0.5285,1632
0.5342,1638
0.5396,1632
0.5453,1634
0.5507,1635
0.5564,1630
0.5618,1635
0.5675,1635
0.5729,1630
0.5786,1635
0.584,1636
0.5897,1631
0.5951,1637
0.6008,1635
0.6062,1631
0.6119,1640
0.6173,1635
0.623,1633
0.6285,1638
0.6341,1635
0.6395,1630
0.6452,1634
0.6506,1635
0.6563,1632
0.6617,1636
0.6674,1633
0.6728,1631
0.6785,1638
0.684,1632
0.6897,1635
0.6951,1637
0.7007,1631
