Experiment: Mar_9_turb3_expt vial 15, Tue Mar  9 17:54:12 2021
0.0019,103
0.0076,102
0.013,105
0.0187,104
0.0241,105
0.0299,102
0.0353,101
0.041,104
0.0464,102
0.052,104
0.0574,104
0.0631,104
0.0688,104
0.0742,103
0.0799,101
0.0853,99
0.091,99
0.0964,98
0.1021,108
0.1075,100
0.1131,104
0.1186,102
0.1242,103
0.1299,100
0.1353,100
0.141,103
0.1464,101
0.1521,105
0.1575,102
0.1632,104
0.1686,103
0.1742,102
0.1799,103
0.1853,101
0.191,101
0.1964,100
0.202,103
0.2077,102
0.2131,100
0.2188,101
0.2242,102
0.2298,102
0.2353,103
0.2409,102
0.2466,104
0.252,105
0.2577,104
0.263,100
0.2687,102
0.2744,105
0.2798,103
0.2855,101
0.2909,103
0.2966,104
0.302,104
0.3077,101
0.3131,102
0.3187,102
0.3241,100
0.3298,103
0.3352,103
0.3409,102
0.3466,102
0.352,97
0.3577,101
0.3631,102
0.3688,100
0.3742,102
0.3799,102
0.3853,104
0.391,104
0.3964,104
0.4021,102
0.4077,103
0.4131,104
0.4188,105
0.4242,101
0.4299,102
0.4354,99
0.441,103
0.4464,103
0.4521,104
0.4575,104
0.4632,101
0.4689,102
0.4743,102
0.4799,103
0.4853,101
0.491,103
0.4964,101
0.5021,103
0.5075,104
0.5132,104
0.5186,101
0.5243,101
0.5299,101
0.5353,102
0.541,103
0.5464,106
0.5521,103
0.5575,102
0.5632,91
0.5686,104
0.5743,103
0.5797,102
0.5854,100
0.5911,100
0.5965,100
0.6021,104
0.6075,104
0.6132,103
0.6186,104
0.6243,100
0.6297,99
0.6354,97
0.641,99
0.6465,103
0.6521,103
0.6575,102
0.6632,104
0.6686,109
0.6743,100
0.6797,102
0.6854,102
0.6908,101
0.6965,102
0.7022,102
0.7076,102
0.7133,101
0.7187,101
0.7243,99
0.7297,100
0.7354,99
0.7408,106
0.7465,100
0.7519,100
0.7576,99
0.7633,101
0.7687,102
0.7743,103
0.7797,99
0.7854,97
0.7908,97
0.7965,103
0.8022,103
0.8076,101
0.8132,100
0.8186,104
0.8243,104
0.83,99
0.8354,101
0.841,99
0.8464,102
0.8521,100
0.8575,102
0.8632,102
0.8686,100
0.8743,100
0.88,100
0.8854,96
0.8911,101
0.8965,100
0.9022,98
0.9076,103
0.9132,100
0.9186,103
0.9243,101
0.93,100
0.9354,101
0.9411,103
0.9465,104
0.9521,101
0.9575,104
0.9632,101
0.9686,103
0.9743,100
0.98,102
0.9854,100
0.9911,102
0.9965,100
1.0022,102
1.0075,103
1.0133,104
1.0186,103
1.0243,101
1.03,100
1.0354,101
1.0411,103
1.0465,97
1.0522,101
1.0576,98
1.0633,97
1.0687,101
1.0744,99
1.0798,104
1.0854,101
1.0911,99
1.0965,98
1.1022,99
1.1076,100
1.1133,99
1.1187,100
1.1244,101
1.1298,102
1.1355,102
1.1409,107
1.1466,102
1.152,101
1.1576,99
1.1633,100
1.1687,101
1.1744,99
1.1798,101
1.1855,95
1.1909,98
1.1965,99
1.2019,101
1.2076,100
1.2133,103
1.2187,102
1.2241,103
1.2298,104
1.2355,105
1.2409,103
1.2466,103
1.252,103
1.2577,103
1.2631,102
1.2687,103
1.2741,100
1.2798,102
1.2855,102
1.2909,101
1.2966,103
1.302,101
1.3077,103
1.3131,101
1.3188,104
1.3242,101
1.3298,103
1.3355,101
1.341,103
1.3466,103
1.352,102
1.3577,103
1.3631,104
1.3688,102
1.3742,102
1.3799,100
1.3853,102
1.391,103
1.3966,103
1.402,103
1.4077,103
1.4131,104
1.4188,102
1.4242,103
1.4299,103
1.4353,105
1.441,106
1.4467,103
1.4521,100
1.4575,103
1.4632,102
1.4689,103
1.4743,102
1.48,99
1.4854,99
1.4911,102
1.4965,104
1.5021,107
1.5076,103
1.5133,100
1.5186,102
1.5243,101
1.5298,99
1.5354,103
1.5411,103
1.5465,102
1.5522,103
1.5576,101
1.5633,99
1.5687,103
1.5744,99
1.5798,103
1.5855,103
1.5909,103
1.5966,104
1.602,101
1.6077,103
1.6131,101
1.6188,104
1.6242,103
1.6299,102
1.6356,103
1.641,102
1.6467,104
1.6521,102
1.6578,101
1.6632,102
1.6688,102
1.6742,102
1.6799,105
1.6853,101
1.691,103
1.6964,102
1.7021,102
1.7078,102
1.7132,102
1.7189,104
1.7242,105
1.7299,106
1.7353,105
1.741,102
1.7464,102
1.7521,104
1.7577,102
1.7632,104
1.7688,104
1.7742,99
1.7799,101
1.7856,101
1.791,99
1.7967,100
1.8021,100
1.8077,98
1.8131,97
1.8188,100
1.8242,102
1.8299,100
1.8355,99
1.8409,102
1.8466,99
1.852,99
1.8577,98
1.8631,100
1.8688,101
1.8742,102
1.8799,105
1.8853,104
1.891,101
1.8967,103
1.9021,102
1.9078,101
1.9132,102
1.9189,103
1.9243,103
1.9299,102
1.9354,105
1.9411,104
1.9465,104
1.9521,100
1.9575,102
1.9632,100
1.9689,104
1.9743,102
1.98,102
1.9854,101
1.9911,103
1.9965,103
2.0022,102
2.0076,103
2.0133,102
2.0187,103
2.0244,102
2.0298,101
2.0355,102
2.0409,100
2.0466,102
2.052,101
2.0577,98
2.0631,103
2.0688,97
2.0742,98
2.0799,98
2.0853,101
2.091,101
2.0964,100
2.1021,103
2.1075,98
2.1132,101
2.1189,101
2.1243,102
2.13,100
2.1354,100
2.1411,101
2.1465,101
2.1522,103
2.1576,102
2.1633,100
2.1687,103
2.1744,103
2.1798,102
2.1855,103
2.1909,102
2.1966,103
2.202,100
2.2077,103
2.2131,99
2.2188,105
2.2245,100
2.2299,102
2.2356,99
2.241,100
2.2467,100
2.2521,102
2.2578,100
2.2632,106
2.2689,98
2.2743,99
2.28,99
2.2854,101
2.2911,101
2.2965,100
2.3022,100
2.3076,103
2.3132,103
2.3186,105
2.3243,105
2.33,102
2.3354,104
2.3411,101
2.3465,102
2.3522,100
2.3576,98
2.3633,99
2.3687,97
2.3744,104
2.3798,100
2.3855,102
2.3909,104
2.3966,100
2.4022,102
2.4076,102
2.4133,100
2.4187,100
2.4244,99
2.4298,103
2.4355,103
2.4409,99
2.4466,103
2.452,102
2.4577,100
2.4631,102
2.4688,104
2.4745,103
2.4799,100
2.4853,99
2.491,104
2.4967,104
2.5021,101
2.5075,102
2.5132,108
2.5189,105
2.5244,100
2.53,103
2.5354,104
2.5411,103
2.5465,104
2.5522,103
2.5576,101
2.5633,106
2.5687,105
2.5744,101
2.5798,103
2.5855,99
2.5909,102
2.5966,101
2.602,104
2.6077,103
2.6134,99
2.6188,102
2.6245,106
2.6299,104
2.6356,105
2.641,101
2.6467,104
2.6521,100
2.6578,102
2.6632,104
2.6689,103
2.6743,104
2.68,101
2.6854,102
2.6911,101
2.6965,104
2.7022,102
2.7076,103
2.7133,104
2.7187,107
2.7244,101
2.7298,102
2.7355,100
2.7409,102
2.7466,102
2.752,103
2.7577,103
2.7634,105
2.7688,104
2.7745,101
2.7799,98
2.7856,98
2.791,99
2.7967,101
2.8021,104
2.8078,104
2.8132,102
2.8189,100
2.8243,97
2.83,103
2.8354,103
2.8411,101
2.8465,103
2.8522,104
2.8576,104
2.8633,102
2.8687,101
2.8744,103
2.88,100
2.8855,99
2.8911,102
2.8965,101
2.9022,102
2.9076,103
2.9133,102
2.9187,104
2.9244,104
2.9298,103
2.9355,99
2.9409,102
2.9466,101
2.9522,103
2.9576,105
2.9633,104
2.9687,103
2.9745,102
2.9799,102
2.9855,102
2.991,100
2.9966,104
3.0021,101
3.0077,98
3.0131,102
3.0188,101
3.0242,101
3.0299,101
