Experiment: July_9_negative_cntrl_expt vial 2, Fri Jul  9 17:30:40 2021
0.0025,1609
0.0082,1615
0.0135,1610
0.0192,1604
0.0248,1608
0.0305,1611
0.0358,1608
0.0413,1606
0.047,1611
0.0526,1608
0.0579,1603
0.0636,1610
0.0691,1610
0.0748,1604
0.0804,1609
0.0858,1612
0.0914,1606
0.0969,1605
0.1026,1611
0.1082,1607
0.1136,1607
0.1192,1609
0.1247,1611
0.1304,1604
0.136,1609
0.1414,1610
0.147,1605
0.1526,1605
0.1582,1610
0.1635,1610
0.1692,1604
0.1748,1610
0.1802,1611
0.1858,1606
0.1914,1605
0.1971,1611
0.2024,1611
0.2081,1605
0.2137,1607
0.2191,1612
0.2247,1608
0.2304,1605
0.2358,1610
0.2414,1609
0.2471,1604
0.2524,1610
0.2581,1613
0.2637,1605
0.2691,1605
0.2747,1611
0.2804,1612
0.286,1606
0.2914,1607
0.297,1613
0.3027,1606
0.308,1607
0.3136,1611
0.3193,1607
0.3246,1606
0.3303,1610
0.3359,1612
0.3415,1606
0.3469,1605
0.3526,1610
0.3582,1609
0.3635,1607
0.3692,1610
0.3748,1609
0.3805,1606
0.3858,1608
0.3915,1611
0.3971,1606
0.4025,1606
0.4081,1610
0.4138,1606
0.4192,1607
0.4248,1611
0.4302,1608
0.4358,1605
0.4415,1610
0.4471,1611
0.4525,1605
0.4581,1607
0.4638,1611
0.4691,1610
0.4748,1606
0.4804,1607
0.4858,1610
0.4914,1608
0.4971,1606
0.5024,1612
0.5081,1610
0.5137,1604
0.5193,1607
0.5247,1610
0.5304,1605
0.536,1610
0.5414,1613
0.547,1607
0.5526,1605
0.558,1611
0.5636,1612
0.5693,1607
0.5749,1608
0.5802,1610
0.5859,1606
0.5915,1607
0.5969,1610
0.6025,1608
0.6082,1605
0.6138,1611
0.6191,1608
0.6248,1605
0.6304,1610
0.6358,1610
0.6414,1606
0.6471,1607
0.6527,1614
0.6581,1605
0.6637,1604
0.6694,1610
0.6748,1609
0.6804,1606
0.6858,1609
0.6914,1608
0.697,1605
0.7027,1606
0.708,1609
0.7137,1606
0.7193,1612
0.7247,1609
0.7303,1604
0.7359,1609
0.7416,1611
0.7469,1606
0.7526,1610
0.7582,1610
0.7636,1604
0.7692,1606
0.7748,1611
0.7802,1607
0.7859,1605
0.7915,1608
0.7971,1615
0.8025,1605
0.8081,1606
0.8138,1610
0.8191,1611
0.8248,1604
0.8304,1605
0.8358,1613
0.8414,1608
0.847,1605
0.8527,1610
0.858,1611
0.8637,1606
0.8693,1607
0.8747,1613
0.8803,1607
0.886,1605
0.8913,1613
0.897,1607
0.9026,1607
0.9082,1611
0.9136,1608
0.9192,1607
0.9249,1611
