Experiment: July_9_negative_cntrl_expt vial 12, Fri Jul  9 17:30:40 2021
0.0025,1935
0.0082,1928
0.0135,1929
0.0192,1928
0.0248,1932
0.0305,1935
0.0358,1938
0.0413,1940
0.047,1943
0.0526,1946
0.0579,1950
0.0636,1952
0.0691,1955
0.0748,1958
0.0804,1960
0.0858,1963
0.0914,1966
0.0969,1967
0.1026,1970
0.1082,1972
0.1136,1978
0.1192,1975
0.1247,1977
0.1304,1979
0.136,1979
0.1414,1980
0.147,1982
0.1526,1982
0.1582,1986
0.1635,1986
0.1692,1987
0.1748,1987
0.1802,1990
0.1858,1988
0.1914,1992
0.1971,1993
0.2024,1991
0.2081,1994
0.2137,1994
0.2191,1996
0.2247,1996
0.2304,1998
0.2358,1999
0.2414,1999
0.2471,2000
0.2524,1999
0.2581,2002
0.2637,2001
0.2691,2001
0.2747,2000
0.2804,2003
0.286,2004
0.2914,2003
0.297,2003
0.3027,2004
0.308,2005
0.3136,2004
0.3193,2005
0.3246,2005
0.3303,2007
0.3359,2005
0.3415,2006
0.3469,2005
0.3526,2009
0.3582,2008
0.3635,2006
0.3692,2007
0.3748,2007
0.3805,2009
0.3858,2007
0.3915,2006
0.3971,2008
0.4025,2009
0.4081,2009
0.4138,2008
0.4192,2009
0.4248,2008
0.4302,2010
0.4358,2009
0.4415,2010
0.4471,2010
0.4525,2010
0.4581,2010
0.4638,2012
0.4691,2012
0.4748,2011
0.4804,2010
0.4858,2011
0.4914,2010
0.4971,2011
0.5024,2012
0.5081,2011
0.5137,2012
0.5193,2010
0.5247,2014
0.5304,2011
0.536,2013
0.5414,2014
0.547,2012
0.5526,2013
0.558,2015
0.5636,2012
0.5693,2014
0.5749,2015
0.5802,2017
0.5859,2015
0.5915,2016
0.5969,2017
0.6025,2017
0.6082,2016
0.6138,2018
0.6191,2019
0.6248,2017
0.6304,2018
0.6358,2018
0.6414,2019
0.6471,2019
0.6527,2018
0.6581,2018
0.6637,2019
0.6694,2019
0.6748,2020
0.6804,2017
0.6858,2018
0.6914,2018
0.697,2020
0.7027,2019
0.708,2018
0.7137,2017
0.7193,2018
0.7247,2018
0.7303,2018
0.7359,2017
0.7416,2018
0.7469,2017
0.7526,2019
0.7582,2018
0.7636,2017
0.7692,2016
0.7748,2018
0.7802,2017
0.7859,2018
0.7915,2018
0.7971,2017
0.8025,2018
0.8081,2017
0.8138,2016
0.8191,2016
0.8248,2017
0.8304,2017
0.8358,2016
0.8414,2017
0.847,2017
0.8527,2019
0.858,2016
0.8637,2017
0.8693,2017
0.8747,2018
0.8803,2017
0.886,2018
0.8913,2016
0.897,2016
0.9026,2015
0.9082,2016
0.9136,2017
0.9192,2016
0.9249,2014
0.9302,2016
0.9359,2013
0.9415,2014
0.9469,2013
0.9525,2013
0.9582,2013
0.9638,2014
0.9692,2013
0.9748,2013
0.9805,2014
0.9858,2012
0.9915,2012
0.9971,2012
1.0025,2011
1.0081,2012
1.0137,2012
1.0191,2012
1.0247,2009
1.0304,2011
1.036,2012
1.0414,2009
1.047,2010
1.0527,2010
1.058,2010
1.0637,2012
1.0693,2009
1.0747,2008
1.0803,2007
1.086,2008
1.0913,2008
1.097,2009
1.1026,2008
1.108,2009
1.1136,2008
1.1193,2008
1.1249,2008
1.1303,2009
1.1359,2008
1.1415,2007
1.1469,2009
1.1526,2009
1.1582,2006
1.1635,2009
1.1692,2010
1.1748,2010
1.1805,2008
1.1858,2007
1.1914,2007
1.1971,2007
1.2025,2005
1.2081,2006
1.2137,2004
1.2194,2005
1.2247,2006
1.2304,2005
1.236,2005
1.2414,2006
1.247,2005
1.2526,2008
1.2583,2006
1.2636,2005
1.2693,2006
1.2749,2006
1.2803,2007
1.2859,2006
1.2916,2004
1.2969,2005
1.3026,2006
1.3082,2007
1.3136,2006
1.3192,2005
1.3248,2005
1.3305,2004
1.3358,2007
1.3414,2004
1.3471,2005
1.3525,2005
1.3581,2005
1.3637,2003
1.3691,2003
1.3747,2003
1.3804,2004
1.386,2005
1.3913,2005
1.397,2003
1.4026,2003
1.4082,2006
1.4136,2004
1.4192,2004
1.4249,2003
1.4302,2004
1.4359,2004
1.4415,2005
1.4471,2005
1.4525,2006
1.4581,2009
1.4638,2005
1.4691,2005
1.4748,2005
1.4804,2007
1.486,2008
1.4914,2007
1.4971,2005
1.5024,2008
1.5081,2006
1.5137,2009
1.5194,2010
1.5247,2009
1.5304,2007
1.536,2009
1.5414,2008
1.547,2009
1.5526,2009
1.5583,2010
1.5636,2010
1.5692,2008
1.5748,2010
1.5805,2011
1.5858,2010
1.5914,2011
1.597,2011
1.6027,2011
1.608,2013
1.6136,2013
1.6192,2014
1.6248,2013
1.6305,2014
1.6358,2015
1.6415,2015
1.647,2016
1.6526,2016
1.658,2016
1.6636,2017
1.6693,2015
1.6747,2018
1.6803,2018
1.6859,2017
1.6916,2020
1.6969,2018
1.7026,2020
1.7082,2019
1.7136,2020
1.7192,2019
1.7248,2019
1.7304,2021
1.736,2022
1.7414,2022
1.747,2022
1.7525,2023
1.7581,2020
1.7637,2021
1.7691,2025
1.7747,2023
1.7804,2023
1.7858,2023
1.7915,2024
1.7971,2027
1.8025,2024
1.8081,2025
1.8137,2024
1.8194,2024
1.8247,2023
1.8304,2026
1.836,2024
1.8415,2025
1.847,2025
1.8526,2024
1.8583,2027
1.8636,2029
1.8693,2028
1.8747,2027
1.8803,2028
1.8859,2025
1.8916,2024
1.8969,2023
1.9026,2023
1.9082,2022
1.9138,2020
1.9192,2020
1.9248,2020
1.9304,2021
1.9358,2021
1.9414,2020
1.9471,2022
1.9527,2025
1.9581,2025
1.9637,2024
1.9694,2027
1.9747,2027
1.9803,2027
1.9859,2026
1.9915,2029
1.9969,2029
2.0025,2028
2.0082,2029
2.0136,2030
2.0192,2030
2.0249,2032
2.0303,2032
2.0359,2031
2.0416,2032
2.0469,2033
2.0526,2033
2.0582,2031
2.0636,2033
2.0692,2033
2.0749,2036
2.0805,2035
2.0859,2035
2.0915,2033
2.0969,2035
2.1025,2034
2.1082,2036
2.1138,2038
2.1193,2037
2.1249,2036
2.1303,2036
2.1359,2036
2.1415,2039
2.1472,2040
2.1525,2037
2.1581,2038
2.1638,2040
2.1691,2040
2.1748,2038
2.1805,2039
2.1859,2039
2.1915,2041
2.1969,2040
2.2025,2041
2.2081,2042
2.2138,2042
2.2191,2040
2.2248,2041
2.2304,2042
2.236,2041
2.2414,2041
2.247,2042
2.2527,2043
2.2581,2042
2.2637,2041
2.2693,2042
2.2749,2041
2.2803,2041
2.2859,2043
2.2916,2042
2.297,2043
2.3026,2042
2.3082,2042
2.3136,2042
2.3192,2041
2.3249,2043
2.3305,2043
2.3359,2043
2.3415,2041
2.3472,2043
2.3525,2044
2.3581,2044
2.3638,2044
2.3691,2044
2.3748,2046
2.3804,2044
2.3858,2043
2.3914,2045
2.3971,2044
2.4027,2047
2.4081,2046
2.4137,2044
2.4193,2046
2.4247,2044
2.4303,2045
2.436,2044
2.4416,2045
2.447,2044
2.4526,2045
2.4583,2043
2.4636,2044
2.4693,2045
2.4749,2042
2.4803,2042
2.4859,2042
2.4913,2048
2.497,2042
2.5026,2042
2.5082,2040
2.5136,2041
2.5193,2038
2.5249,2041
2.5303,2042
2.5359,2042
2.5416,2039
2.5469,2040
2.5526,2040
2.5582,2040
2.5636,2041
2.5692,2040
2.5749,2039
2.5805,2039
2.5859,2037
2.5915,2039
2.5971,2037
2.6025,2036
2.6081,2037
2.6138,2035
2.6194,2037
2.6248,2036
2.6304,2035
2.636,2035
2.6414,2033
2.647,2035
2.6527,2033
2.6583,2036
2.6636,2033
2.6693,2033
2.6749,2031
2.6803,2032
2.6859,2030
2.6916,2030
2.6969,2030
2.7026,2029
2.7082,2031
2.7138,2031
2.7192,2030
2.7248,2029
2.7305,2029
2.7359,2029
2.7415,2029
2.7471,2028
2.7525,2029
2.7581,2028
2.7638,2029
2.7691,2028
2.7748,2029
2.7804,2030
2.7861,2028
2.7914,2028
2.7971,2028
2.8027,2027
2.8081,2029
2.8137,2029
2.8194,2029
2.8248,2028
2.8304,2027
2.836,2027
2.8414,2028
2.847,2029
2.8527,2027
2.8581,2028
2.8637,2028
2.8694,2029
2.8747,2026
2.8804,2029
2.886,2025
2.8914,2026
2.897,2028
2.9027,2029
2.9083,2029
2.9137,2028
2.9194,2027
2.9248,2030
2.9304,2027
2.936,2030
2.9414,2028
2.9471,2028
2.9527,2030
2.9581,2027
2.9637,2027
2.9693,2029
