Experiment: July_9_negative_cntrl_expt vial 1, Fri Jul  9 17:30:40 2021
0.0025,1612
0.0082,1606
0.0135,1614
0.0192,1623
0.0248,1631
0.0305,1635
0.0358,1630
0.0413,1625
0.047,1628
0.0526,1632
0.0579,1628
0.0636,1626
0.0691,1630
0.0748,1632
0.0804,1627
0.0858,1625
0.0914,1635
0.0969,1632
0.1026,1625
0.1082,1628
0.1136,1636
0.1192,1627
0.1247,1626
0.1304,1630
0.136,1631
0.1414,1629
0.147,1624
0.1526,1630
0.1582,1633
0.1635,1633
0.1692,1626
0.1748,1631
0.1802,1632
0.1858,1629
0.1914,1627
0.1971,1628
0.2024,1633
0.2081,1629
0.2137,1625
0.2191,1629
0.2247,1634
0.2304,1630
0.2358,1624
0.2414,1627
0.2471,1633
0.2524,1629
0.2581,1625
0.2637,1628
0.2691,1633
0.2747,1628
0.2804,1625
0.286,1631
0.2914,1631
0.297,1627
0.3027,1625
0.308,1632
0.3136,1632
0.3193,1628
0.3246,1625
0.3303,1632
0.3359,1633
0.3415,1626
0.3469,1626
0.3526,1632
0.3582,1633
0.3635,1626
0.3692,1626
0.3748,1630
0.3805,1632
0.3858,1627
0.3915,1627
0.3971,1632
0.4025,1632
0.4081,1625
0.4138,1625
0.4192,1631
0.4248,1630
0.4302,1627
0.4358,1626
0.4415,1631
0.4471,1632
0.4525,1628
0.4581,1624
0.4638,1630
0.4691,1632
0.4748,1629
0.4804,1625
0.4858,1628
0.4914,1632
0.4971,1629
0.5024,1627
0.5081,1630
0.5137,1633
0.5193,1627
0.5247,1626
0.5304,1631
0.536,1631
0.5414,1631
0.547,1625
0.5526,1630
0.558,1633
0.5636,1628
0.5693,1629
0.5749,1629
0.5802,1629
0.5859,1628
0.5915,1632
0.5969,1630
0.6025,1626
0.6082,1630
0.6138,1633
0.6191,1630
0.6248,1625
0.6304,1632
0.6358,1633
0.6414,1628
0.6471,1624
0.6527,1630
0.6581,1633
0.6637,1628
0.6694,1625
0.6748,1627
0.6804,1634
0.6858,1633
0.6914,1625
0.697,1626
0.7027,1632
0.708,1630
0.7137,1626
0.7193,1628
0.7247,1633
0.7303,1630
0.7359,1625
0.7416,1628
0.7469,1632
0.7526,1629
0.7582,1626
0.7636,1628
0.7692,1632
0.7748,1632
0.7802,1626
0.7859,1627
0.7915,1634
0.7971,1631
0.8025,1625
0.8081,1629
0.8138,1633
0.8191,1628
0.8248,1625
0.8304,1630
0.8358,1633
0.8414,1628
0.847,1625
0.8527,1631
0.858,1633
0.8637,1627
0.8693,1626
0.8747,1631
0.8803,1630
0.886,1625
0.8913,1629
0.897,1632
0.9026,1627
0.9082,1627
0.9136,1632
0.9192,1629
0.9249,1627
0.9302,1629
0.9359,1632
0.9415,1626
0.9469,1626
0.9525,1631
0.9582,1631
0.9638,1626
0.9692,1626
0.9748,1630
0.9805,1631
0.9858,1627
0.9915,1627
0.9971,1632
1.0025,1630
1.0081,1626
1.0137,1628
1.0191,1632
1.0247,1628
1.0304,1626
1.036,1629
1.0414,1631
1.047,1628
1.0527,1627
1.058,1630
1.0637,1637
1.0693,1629
1.0747,1628
1.0803,1633
1.086,1630
1.0913,1626
1.097,1630
1.1026,1633
1.108,1628
1.1136,1625
1.1193,1630
1.1249,1633
1.1303,1629
1.1359,1628
1.1415,1633
1.1469,1631
1.1526,1626
1.1582,1624
1.1635,1630
1.1692,1631
1.1748,1626
1.1805,1627
1.1858,1631
1.1914,1630
1.1971,1626
1.2025,1629
1.2081,1630
1.2137,1628
1.2194,1625
1.2247,1630
1.2304,1631
1.236,1629
1.2414,1627
1.247,1630
1.2526,1631
1.2583,1627
1.2636,1627
1.2693,1632
1.2749,1630
1.2803,1626
1.2859,1632
1.2916,1633
1.2969,1627
1.3026,1628
