Experiment: July_9_negative_cntrl_expt vial 0, Fri Jul  9 17:30:40 2021
0.0025,1631
0.0082,1636
0.0135,1637
0.0192,1629
0.0248,1634
0.0305,1640
0.0358,1632
0.0413,1632
0.047,1639
0.0526,1634
0.0579,1630
0.0636,1637
0.0691,1633
0.0748,1631
0.0804,1637
0.0858,1636
0.0914,1633
0.0969,1633
0.1026,1636
0.1082,1631
0.1136,1635
0.1192,1637
0.1247,1633
0.1304,1628
0.136,1638
0.1414,1637
0.147,1630
0.1526,1634
0.1582,1640
0.1635,1632
0.1692,1632
0.1748,1636
0.1802,1632
0.1858,1630
0.1914,1638
0.1971,1633
0.2024,1631
0.2081,1636
0.2137,1632
0.2191,1632
0.2247,1638
0.2304,1634
0.2358,1630
0.2414,1638
0.2471,1636
0.2524,1629
0.2581,1636
0.2637,1634
0.2691,1629
0.2747,1631
0.2804,1639
0.286,1634
0.2914,1631
0.297,1636
0.3027,1637
0.308,1629
0.3136,1631
0.3193,1638
0.3246,1636
0.3303,1630
0.3359,1635
0.3415,1637
0.3469,1631
0.3526,1632
0.3582,1638
0.3635,1634
0.3692,1630
0.3748,1638
0.3805,1637
0.3858,1630
0.3915,1634
0.3971,1637
0.4025,1631
0.4081,1634
0.4138,1637
0.4192,1640
0.4248,1630
0.4302,1634
0.4358,1637
0.4415,1630
0.4471,1633
0.4525,1639
0.4581,1635
0.4638,1631
0.4691,1639
0.4748,1633
0.4804,1630
0.4858,1638
0.4914,1637
0.4971,1630
0.5024,1639
0.5081,1636
0.5137,1631
0.5193,1633
0.5247,1639
0.5304,1636
0.536,1632
0.5414,1639
0.547,1638
0.5526,1629
0.558,1632
0.5636,1641
0.5693,1638
0.5749,1629
0.5802,1636
0.5859,1641
0.5915,1638
0.5969,1629
0.6025,1632
0.6082,1639
0.6138,1638
0.6191,1630
0.6248,1632
0.6304,1640
0.6358,1638
0.6414,1633
0.6471,1633
0.6527,1639
0.6581,1634
0.6637,1632
0.6694,1637
0.6748,1632
0.6804,1634
0.6858,1637
0.6914,1631
0.697,1631
0.7027,1638
0.708,1634
0.7137,1632
0.7193,1639
0.7247,1633
0.7303,1630
0.7359,1639
0.7416,1633
0.7469,1630
0.7526,1637
0.7582,1633
0.7636,1630
0.7692,1637
0.7748,1637
0.7802,1632
0.7859,1633
0.7915,1638
0.7971,1634
0.8025,1632
0.8081,1635
0.8138,1633
0.8191,1634
0.8248,1638
0.8304,1633
0.8358,1633
0.8414,1637
0.847,1634
0.8527,1632
0.858,1638
0.8637,1632
0.8693,1632
0.8747,1638
0.8803,1633
0.886,1635
0.8913,1636
0.897,1632
0.9026,1634
0.9082,1637
0.9136,1633
0.9192,1633
0.9249,1637
0.9302,1637
0.9359,1631
0.9415,1633
0.9469,1637
0.9525,1636
0.9582,1631
0.9638,1638
0.9692,1635
0.9748,1629
0.9805,1634
0.9858,1641
0.9915,1635
0.9971,1629
1.0025,1637
1.0081,1638
1.0137,1630
1.0191,1634
1.0247,1638
1.0304,1631
1.036,1633
1.0414,1637
1.047,1633
1.0527,1632
1.058,1636
1.0637,1637
1.0693,1632
1.0747,1636
1.0803,1633
1.086,1632
1.0913,1638
1.097,1633
1.1026,1633
1.108,1635
1.1136,1634
1.1193,1633
1.1249,1634
1.1303,1630
1.1359,1635
1.1415,1636
1.1469,1630
1.1526,1633
1.1582,1638
1.1635,1634
1.1692,1631
1.1748,1635
1.1805,1638
1.1858,1631
1.1914,1633
1.1971,1638
1.2025,1634
1.2081,1629
1.2137,1636
1.2194,1636
1.2247,1629
1.2304,1634
1.236,1638
1.2414,1632
1.247,1631
1.2526,1638
1.2583,1637
1.2636,1627
1.2693,1632
1.2749,1639
1.2803,1631
1.2859,1632
1.2916,1639
1.2969,1632
1.3026,1630
1.3082,1637
1.3136,1637
1.3192,1630
1.3248,1634
1.3305,1637
1.3358,1630
1.3414,1634
1.3471,1639
1.3525,1631
1.3581,1634
1.3637,1637
1.3691,1632
1.3747,1631
1.3804,1637
1.386,1635
1.3913,1629
1.397,1636
1.4026,1637
1.4082,1632
1.4136,1634
1.4192,1638
1.4249,1631
1.4302,1633
1.4359,1639
1.4415,1632
1.4471,1630
1.4525,1638
1.4581,1639
1.4638,1633
1.4691,1637
1.4748,1637
1.4804,1629
1.486,1634
1.4914,1637
1.4971,1630
1.5024,1634
1.5081,1637
1.5137,1634
1.5194,1630
1.5247,1637
1.5304,1635
1.536,1629
1.5414,1634
1.547,1638
1.5526,1631
1.5583,1634
1.5636,1639
1.5692,1634
1.5748,1630
1.5805,1637
1.5858,1635
1.5914,1630
1.597,1636
1.6027,1635
1.608,1631
1.6136,1635
1.6192,1637
1.6248,1633
1.6305,1635
1.6358,1638
1.6415,1629
1.647,1635
1.6526,1638
1.658,1633
1.6636,1631
1.6693,1639
1.6747,1636
1.6803,1629
1.6859,1638
1.6916,1638
1.6969,1632
1.7026,1633
1.7082,1639
