Experiment: July_9_negative_cntrl_expt vial 6, Fri Jul  9 17:30:40 2021
0.0025,1600
0.0082,1601
0.0135,1607
0.0192,1613
0.0248,1607
0.0305,1601
0.0358,1599
0.0413,1605
0.047,1611
0.0526,1608
0.0579,1602
0.0636,1600
0.0691,1608
0.0748,1611
0.0804,1611
0.0858,1602
0.0914,1600
0.0969,1603
0.1026,1610
0.1082,1611
0.1136,1604
0.1192,1598
0.1247,1601
0.1304,1611
0.136,1610
0.1414,1603
0.147,1597
0.1526,1601
0.1582,1611
0.1635,1613
0.1692,1605
0.1748,1599
0.1802,1600
0.1858,1608
0.1914,1611
0.1971,1605
0.2024,1598
0.2081,1602
0.2137,1607
0.2191,1611
0.2247,1607
0.2304,1601
0.2358,1598
0.2414,1606
0.2471,1613
0.2524,1611
0.2581,1603
0.2637,1598
0.2691,1605
0.2747,1611
0.2804,1610
0.286,1602
0.2914,1601
0.297,1607
0.3027,1611
0.308,1610
0.3136,1601
0.3193,1603
0.3246,1607
0.3303,1612
0.3359,1608
0.3415,1602
0.3469,1601
0.3526,1608
0.3582,1611
0.3635,1606
0.3692,1599
0.3748,1603
0.3805,1610
0.3858,1612
0.3915,1605
0.3971,1599
0.4025,1601
0.4081,1610
0.4138,1612
0.4192,1606
0.4248,1597
0.4302,1599
0.4358,1606
0.4415,1611
0.4471,1611
0.4525,1600
0.4581,1597
0.4638,1606
0.4691,1613
0.4748,1611
0.4804,1600
0.4858,1601
0.4914,1602
0.4971,1611
0.5024,1610
0.5081,1603
0.5137,1600
0.5193,1603
0.5247,1612
0.5304,1611
0.536,1604
0.5414,1599
0.547,1603
0.5526,1611
0.558,1611
0.5636,1601
0.5693,1604
0.5749,1610
0.5802,1609
0.5859,1605
0.5915,1600
0.5969,1607
0.6025,1611
0.6082,1606
0.6138,1603
0.6191,1606
0.6248,1610
0.6304,1609
0.6358,1602
0.6414,1602
0.6471,1607
0.6527,1613
0.6581,1609
0.6637,1598
0.6694,1601
0.6748,1606
0.6804,1613
0.6858,1609
0.6914,1600
0.697,1599
0.7027,1603
0.708,1611
0.7137,1610
0.7193,1602
0.7247,1598
0.7303,1603
0.7359,1610
0.7416,1607
0.7469,1599
0.7526,1604
0.7582,1610
0.7636,1610
0.7692,1604
0.7748,1598
0.7802,1605
0.7859,1609
0.7915,1610
0.7971,1603
0.8025,1602
0.8081,1608
0.8138,1608
0.8191,1605
0.8248,1603
0.8304,1611
0.8358,1609
0.8414,1602
0.847,1600
0.8527,1605
0.858,1611
0.8637,1610
0.8693,1602
0.8747,1599
0.8803,1605
0.886,1611
0.8913,1610
0.897,1600
0.9026,1597
0.9082,1601
0.9136,1610
0.9192,1612
0.9249,1603
0.9302,1601
0.9359,1602
0.9415,1609
0.9469,1609
0.9525,1603
0.9582,1602
0.9638,1607
0.9692,1612
0.9748,1606
0.9805,1601
0.9858,1599
0.9915,1606
0.9971,1610
1.0025,1606
1.0081,1602
1.0137,1602
1.0191,1608
1.0247,1611
1.0304,1604
1.036,1599
1.0414,1602
1.047,1611
1.0527,1609
1.058,1602
1.0637,1600
1.0693,1601
1.0747,1609
1.0803,1611
1.086,1603
1.0913,1598
1.097,1602
1.1026,1611
1.108,1610
1.1136,1601
1.1193,1600
1.1249,1605
1.1303,1613
1.1359,1609
1.1415,1598
1.1469,1602
1.1526,1607
1.1582,1609
1.1635,1607
1.1692,1600
1.1748,1600
1.1805,1609
1.1858,1611
1.1914,1605
1.1971,1599
1.2025,1603
1.2081,1609
1.2137,1610
1.2194,1604
1.2247,1600
1.2304,1604
1.236,1611
1.2414,1609
1.247,1602
1.2526,1602
1.2583,1608
1.2636,1611
1.2693,1604
1.2749,1600
1.2803,1605
1.2859,1611
1.2916,1612
1.2969,1603
1.3026,1598
1.3082,1601
1.3136,1610
1.3192,1612
1.3248,1603
1.3305,1597
1.3358,1600
1.3414,1608
1.3471,1612
1.3525,1606
1.3581,1600
1.3637,1602
1.3691,1609
1.3747,1612
1.3804,1604
1.386,1600
1.3913,1602
1.397,1609
1.4026,1611
1.4082,1604
1.4136,1600
1.4192,1602
1.4249,1609
1.4302,1610
1.4359,1604
1.4415,1601
1.4471,1603
1.4525,1611
1.4581,1616
1.4638,1601
1.4691,1600
1.4748,1607
1.4804,1611
1.486,1607
1.4914,1601
1.4971,1599
1.5024,1606
1.5081,1610
1.5137,1607
1.5194,1602
1.5247,1602
1.5304,1610
1.536,1610
1.5414,1604
1.547,1600
1.5526,1602
1.5583,1611
1.5636,1611
1.5692,1605
1.5748,1600
1.5805,1604
1.5858,1611
1.5914,1610
1.597,1604
1.6027,1601
1.608,1602
1.6136,1610
1.6192,1612
1.6248,1607
1.6305,1601
1.6358,1602
1.6415,1611
1.647,1611
1.6526,1607
1.658,1600
1.6636,1605
1.6693,1611
1.6747,1611
1.6803,1602
1.6859,1600
1.6916,1604
1.6969,1612
1.7026,1613
1.7082,1605
1.7136,1601
1.7192,1603
1.7248,1611
1.7304,1612
1.736,1605
1.7414,1599
1.747,1603
1.7525,1613
1.7581,1611
1.7637,1604
1.7691,1599
1.7747,1605
1.7804,1610
1.7858,1612
1.7915,1604
1.7971,1600
1.8025,1604
1.8081,1612
1.8137,1613
1.8194,1603
1.8247,1599
1.8304,1602
1.836,1610
1.8415,1614
1.847,1609
1.8526,1603
1.8583,1601
1.8636,1605
1.8693,1613
1.8747,1612
1.8803,1605
1.8859,1601
1.8916,1607
1.8969,1613
1.9026,1612
1.9082,1604
1.9138,1599
1.9192,1607
1.9248,1614
1.9304,1611
1.9358,1603
1.9414,1600
1.9471,1606
1.9527,1613
1.9581,1609
1.9637,1604
1.9694,1597
1.9747,1606
1.9803,1613
1.9859,1613
1.9915,1607
1.9969,1601
2.0025,1604
2.0082,1611
2.0136,1613
2.0192,1608
2.0249,1598
2.0303,1603
2.0359,1610
2.0416,1612
2.0469,1610
2.0526,1601
2.0582,1602
2.0636,1611
2.0692,1614
2.0749,1611
2.0805,1603
2.0859,1603
2.0915,1610
2.0969,1615
