Experiment: July_9_negative_cntrl_expt vial 15, Fri Jul  9 17:30:40 2021
0.0025,1634
0.0082,1632
0.0135,1635
0.0192,1630
0.0248,1628
0.0305,1631
0.0358,1635
0.0413,1634
0.047,1629
0.0526,1630
0.0579,1635
0.0636,1631
0.0691,1629
0.0748,1631
0.0804,1635
0.0858,1634
0.0914,1630
0.0969,1629
0.1026,1635
0.1082,1637
0.1136,1633
0.1192,1629
0.1247,1632
0.1304,1635
0.136,1630
0.1414,1629
0.147,1631
0.1526,1634
0.1582,1631
0.1635,1627
0.1692,1630
0.1748,1634
0.1802,1634
0.1858,1630
0.1914,1628
0.1971,1633
0.2024,1636
0.2081,1633
0.2137,1626
0.2191,1629
0.2247,1636
0.2304,1636
0.2358,1628
0.2414,1626
0.2471,1631
0.2524,1633
0.2581,1632
0.2637,1630
0.2691,1631
0.2747,1633
0.2804,1630
0.286,1632
0.2914,1633
0.297,1630
0.3027,1628
0.308,1632
0.3136,1633
0.3193,1631
0.3246,1629
0.3303,1630
0.3359,1635
0.3415,1632
0.3469,1629
0.3526,1629
0.3582,1632
0.3635,1636
0.3692,1634
0.3748,1629
0.3805,1628
0.3858,1633
0.3915,1635
0.3971,1629
0.4025,1630
0.4081,1634
0.4138,1633
0.4192,1630
0.4248,1628
0.4302,1631
0.4358,1634
0.4415,1632
0.4471,1628
0.4525,1632
0.4581,1634
0.4638,1633
0.4691,1630
0.4748,1628
0.4804,1633
0.4858,1635
0.4914,1631
0.4971,1627
0.5024,1632
0.5081,1634
0.5137,1632
0.5193,1627
0.5247,1628
0.5304,1633
0.536,1634
0.5414,1630
0.547,1627
0.5526,1633
0.558,1636
0.5636,1630
0.5693,1628
0.5749,1632
0.5802,1634
0.5859,1632
0.5915,1629
0.5969,1631
0.6025,1635
0.6082,1631
0.6138,1630
0.6191,1633
0.6248,1634
0.6304,1631
0.6358,1630
0.6414,1634
0.6471,1635
0.6527,1631
0.6581,1628
0.6637,1631
0.6694,1633
0.6748,1631
0.6804,1628
0.6858,1632
0.6914,1634
0.697,1631
0.7027,1628
0.708,1629
0.7137,1636
0.7193,1632
0.7247,1629
0.7303,1627
0.7359,1632
0.7416,1635
0.7469,1632
0.7526,1627
0.7582,1628
0.7636,1635
0.7692,1634
0.7748,1628
0.7802,1628
0.7859,1633
0.7915,1636
0.7971,1632
0.8025,1627
0.8081,1630
0.8138,1635
0.8191,1635
0.8248,1629
0.8304,1627
0.8358,1630
0.8414,1634
0.847,1634
0.8527,1626
0.858,1628
0.8637,1633
0.8693,1636
0.8747,1631
0.8803,1626
0.886,1632
0.8913,1634
0.897,1632
0.9026,1628
0.9082,1630
0.9136,1635
0.9192,1633
0.9249,1631
0.9302,1630
0.9359,1632
0.9415,1633
0.9469,1631
0.9525,1628
0.9582,1633
0.9638,1634
0.9692,1630
0.9748,1627
0.9805,1630
0.9858,1634
0.9915,1633
0.9971,1630
1.0025,1629
1.0081,1634
1.0137,1634
1.0191,1629
1.0247,1629
1.0304,1632
1.036,1640
1.0414,1631
1.047,1628
1.0527,1628
1.058,1633
1.0637,1637
1.0693,1630
1.0747,1627
1.0803,1630
1.086,1635
1.0913,1635
1.097,1630
1.1026,1626
1.108,1634
1.1136,1635
1.1193,1632
1.1249,1628
1.1303,1629
1.1359,1635
1.1415,1633
1.1469,1630
1.1526,1627
1.1582,1632
1.1635,1635
1.1692,1632
1.1748,1627
1.1805,1628
1.1858,1635
1.1914,1635
1.1971,1630
1.2025,1628
1.2081,1631
1.2137,1634
1.2194,1632
1.2247,1627
1.2304,1628
1.236,1635
1.2414,1636
1.247,1630
1.2526,1629
1.2583,1630
1.2636,1636
1.2693,1635
1.2749,1628
1.2803,1630
1.2859,1635
1.2916,1635
1.2969,1631
1.3026,1627
1.3082,1629
1.3136,1634
1.3192,1634
1.3248,1627
1.3305,1630
1.3358,1633
1.3414,1634
1.3471,1631
1.3525,1629
1.3581,1632
1.3637,1635
1.3691,1630
1.3747,1630
1.3804,1630
1.386,1634
1.3913,1633
1.397,1631
1.4026,1626
1.4082,1632
1.4136,1636
1.4192,1633
1.4249,1628
1.4302,1627
1.4359,1633
1.4415,1634
1.4471,1630
1.4525,1627
1.4581,1636
1.4638,1634
1.4691,1630
1.4748,1629
1.4804,1631
1.486,1633
1.4914,1632
1.4971,1629
1.5024,1630
1.5081,1635
1.5137,1634
1.5194,1630
1.5247,1628
1.5304,1633
1.536,1635
1.5414,1632
1.547,1627
1.5526,1630
1.5583,1632
1.5636,1632
1.5692,1629
1.5748,1629
1.5805,1636
1.5858,1635
1.5914,1630
1.597,1628
1.6027,1633
1.608,1633
1.6136,1629
1.6192,1629
1.6248,1632
1.6305,1635
1.6358,1633
1.6415,1627
1.647,1628
1.6526,1635
1.658,1634
1.6636,1632
1.6693,1628
1.6747,1629
1.6803,1636
1.6859,1633
1.6916,1629
1.6969,1629
1.7026,1633
1.7082,1635
1.7136,1631
1.7192,1628
1.7248,1629
1.7304,1635
1.736,1631
1.7414,1628
1.747,1631
1.7525,1636
1.7581,1637
1.7637,1630
1.7691,1629
1.7747,1630
1.7804,1633
1.7858,1633
1.7915,1630
1.7971,1631
1.8025,1636
1.8081,1633
1.8137,1630
1.8194,1630
1.8247,1633
1.8304,1634
1.836,1629
1.8415,1627
1.847,1629
1.8526,1633
1.8583,1633
1.8636,1631
1.8693,1627
1.8747,1630
1.8803,1635
1.8859,1632
1.8916,1628
1.8969,1629
1.9026,1634
1.9082,1634
1.9138,1629
1.9192,1628
1.9248,1629
1.9304,1635
1.9358,1634
1.9414,1629
1.9471,1628
1.9527,1632
1.9581,1637
1.9637,1632
1.9694,1630
1.9747,1632
1.9803,1634
1.9859,1635
1.9915,1631
1.9969,1628
2.0025,1631
2.0082,1635
2.0136,1632
2.0192,1629
2.0249,1628
2.0303,1634
2.0359,1634
2.0416,1629
2.0469,1629
2.0526,1632
2.0582,1635
2.0636,1633
2.0692,1626
2.0749,1632
2.0805,1637
2.0859,1633
2.0915,1627
2.0969,1628
2.1025,1634
2.1082,1634
2.1138,1630
2.1193,1627
2.1249,1633
2.1303,1636
2.1359,1630
2.1415,1628
2.1472,1633
2.1525,1635
2.1581,1632
2.1638,1629
2.1691,1630
2.1748,1634
2.1805,1631
2.1859,1630
2.1915,1630
2.1969,1632
2.2025,1634
2.2081,1631
2.2138,1628
2.2191,1634
2.2248,1634
2.2304,1628
2.236,1629
2.2414,1633
2.247,1636
2.2527,1632
2.2581,1628
2.2637,1631
2.2693,1635
2.2749,1633
2.2803,1627
2.2859,1627
2.2916,1634
2.297,1634
2.3026,1633
2.3082,1627
2.3136,1629
2.3192,1635
2.3249,1635
2.3305,1630
2.3359,1627
2.3415,1633
2.3472,1636
2.3525,1634
2.3581,1629
2.3638,1631
2.3691,1633
2.3748,1634
2.3804,1630
2.3858,1627
2.3914,1634
2.3971,1637
2.4027,1631
2.4081,1629
2.4137,1631
2.4193,1636
2.4247,1633
2.4303,1628
2.436,1628
2.4416,1632
2.447,1636
2.4526,1631
2.4583,1629
2.4636,1629
2.4693,1636
2.4749,1632
2.4803,1630
2.4859,1628
2.4913,1638
2.497,1634
2.5026,1630
2.5082,1626
2.5136,1632
2.5193,1632
2.5249,1632
2.5303,1628
2.5359,1630
2.5416,1634
2.5469,1632
2.5526,1631
2.5582,1631
2.5636,1636
2.5692,1635
2.5749,1632
2.5805,1627
2.5859,1629
2.5915,1636
2.5971,1635
2.6025,1630
2.6081,1627
2.6138,1631
2.6194,1634
2.6248,1633
2.6304,1631
2.636,1630
2.6414,1635
2.647,1635
2.6527,1631
2.6583,1628
2.6636,1632
2.6693,1634
2.6749,1633
2.6803,1628
2.6859,1629
2.6916,1636
2.6969,1634
2.7026,1630
2.7082,1627
2.7138,1633
2.7192,1634
2.7248,1634
2.7305,1628
2.7359,1632
2.7415,1635
2.7471,1634
2.7525,1630
2.7581,1630
2.7638,1633
2.7691,1634
2.7748,1633
2.7804,1629
2.7861,1629
2.7914,1637
2.7971,1635
2.8027,1631
2.8081,1627
2.8137,1633
2.8194,1636
2.8248,1634
2.8304,1630
2.836,1629
2.8414,1633
2.847,1636
2.8527,1631
2.8581,1629
2.8637,1632
2.8694,1633
2.8747,1632
2.8804,1628
2.886,1630
2.8914,1635
2.897,1634
2.9027,1628
2.9083,1628
2.9137,1634
2.9194,1634
2.9248,1632
2.9304,1627
2.936,1630
2.9414,1635
2.9471,1634
2.9527,1630
2.9581,1627
2.9637,1633
2.9693,1636
2.9747,1633
2.9803,1626
2.986,1629
2.9916,1634
2.997,1633
3.0025,1631
3.0081,1630
3.0138,1632
3.0192,1635
3.0248,1635
3.0303,1628
3.036,1629
3.0416,1634
3.047,1635
3.0526,1632
3.0581,1628
3.0638,1630
3.0694,1635
3.0748,1633
3.0804,1627
3.0859,1630
3.0916,1636
3.0969,1635
3.1026,1629
3.1082,1629
3.1137,1634
3.1194,1633
3.1247,1630
3.1304,1628
3.136,1631
3.1414,1636
3.147,1632
3.1527,1628
3.158,1628
3.1637,1634
3.1693,1635
3.175,1630
3.1803,1629
3.186,1632
3.1916,1635
3.197,1633
3.2026,1628
3.2082,1631
3.2136,1634
3.2192,1634
3.2249,1629
3.2303,1627
3.2359,1632
3.2415,1635
3.2472,1632
3.2525,1627
3.2582,1630
3.2638,1634
3.2692,1634
3.2748,1630
3.2805,1628
3.2858,1632
3.2915,1635
3.2971,1631
3.3025,1629
3.3081,1628
3.3138,1634
3.3194,1635
3.3248,1629
3.3304,1626
3.3361,1631
3.3414,1636
3.347,1634
3.3527,1630
3.3583,1629
3.3637,1633
3.3693,1635
3.375,1632
3.3803,1628
3.386,1631
3.3916,1635
3.397,1632
3.4026,1627
3.4083,1631
3.4136,1635
3.4193,1635
3.4249,1631
3.4303,1631
3.4359,1635
3.4416,1635
3.447,1633
3.4526,1627
3.4582,1629
3.4636,1634
3.4692,1634
3.4749,1631
3.4805,1626
3.4859,1632
3.4915,1636
3.4971,1633
3.5028,1628
3.5081,1631
3.5138,1636
3.5192,1633
3.5248,1629
3.5305,1628
3.5361,1633
3.5414,1636
3.5471,1632
3.5527,1628
3.5581,1631
3.5637,1634
3.5694,1632
3.5747,1628
3.5804,1629
3.586,1635
3.5914,1634
3.5971,1630
3.6027,1628
3.6081,1631
3.6137,1637
3.6193,1633
3.625,1629
3.6304,1629
3.636,1634
3.6416,1633
3.647,1629
3.6526,1628
