Experiment: Mar_4_Turb_expt vial 11, Thu Mar  4 17:36:03 2021
0.0012,170
0.0063,172
0.0118,167
0.0175,168
0.0229,170
0.0286,170
0.034,169
0.0397,167
0.0451,167
0.0508,170
0.0562,171
0.0619,169
0.0673,170
0.073,168
0.0786,168
0.084,169
0.0897,171
0.0951,168
0.1007,172
0.1063,167
0.112,168
0.1174,170
0.1231,168
0.1285,168
0.1341,167
0.1395,172
0.1452,171
0.1506,169
0.1563,170
0.162,171
0.1674,171
0.1729,169
0.1786,172
0.184,167
0.1897,171
0.1961,171
0.2007,169
0.2064,168
0.2119,168
0.2174,171
0.2228,166
0.2285,171
0.234,173
0.2397,171
0.2452,173
0.2507,172
0.2564,171
0.2618,173
0.2675,171
0.2729,170
0.2786,169
0.284,169
0.2897,169
0.2951,170
0.3007,170
0.3064,170
0.3131,171
0.3173,172
0.3238,171
0.3301,170
0.3341,170
0.3398,169
0.3451,171
0.3508,171
0.3562,171
0.3619,170
0.3673,171
0.373,170
0.3786,171
0.384,168
0.3897,170
0.3951,171
0.4008,169
0.4065,169
0.4119,170
0.4173,170
0.423,171
0.4284,171
0.4341,168
0.4395,170
0.4452,169
0.4506,171
0.4563,171
0.4619,171
0.4673,168
0.473,171
0.4784,169
0.4841,171
0.4896,172
0.4953,172
0.5007,169
0.5063,169
0.5117,170
0.5174,171
0.5231,170
0.5285,171
0.5342,166
0.5396,171
0.5452,170
0.5506,169
0.5563,168
0.5618,171
0.5675,170
0.5729,169
0.5785,169
0.5839,171
0.5896,172
0.5953,169
0.6007,169
0.6064,170
0.6118,173
0.6175,172
0.6229,168
0.6286,171
0.6342,169
0.6396,169
0.6453,169
0.6507,171
0.6564,170
0.6618,171
0.6675,171
0.6729,171
0.6786,171
0.684,171
0.6896,171
0.6953,172
0.7007,171
0.7064,166
0.7118,170
0.7175,171
0.7229,173
0.7286,168
0.734,170
0.7397,170
0.7451,168
0.7508,169
0.7562,168
0.7619,173
0.7675,170
0.7729,168
0.7786,172
0.784,169
0.7897,170
0.7953,170
0.8007,169
0.8062,171
0.8119,171
0.8173,169
0.823,171
0.8287,169
0.8341,170
0.8397,169
0.8451,170
0.8508,170
0.8562,170
0.8619,169
0.8676,172
0.873,173
0.8785,171
0.8841,173
0.8896,170
0.8952,171
0.9007,169
0.9063,170
0.912,168
0.9174,170
0.9231,171
0.9285,170
0.9342,168
0.9396,171
0.9453,169
0.9507,173
0.9564,170
0.9618,171
0.9675,171
0.9731,170
0.9785,171
0.9842,170
0.9896,172
0.9953,172
1.0064,171
1.0118,172
1.0174,170
1.0231,171
1.0285,168
1.0342,172
1.0396,171
1.0453,172
1.0507,170
1.0564,170
1.0618,170
1.0675,170
1.0729,170
1.0786,173
1.084,172
1.0897,171
1.0951,172
1.1008,169
1.1062,170
1.1119,171
1.1176,168
1.123,169
1.1287,169
1.1341,171
1.1398,170
1.1451,170
1.1508,170
1.1563,171
1.1619,171
1.1673,169
1.173,165
1.1785,169
1.1841,170
1.1896,169
1.1952,170
1.2007,170
1.2064,170
1.212,169
1.2174,169
1.2231,167
1.2287,169
1.2341,169
1.2398,170
1.2452,171
1.2509,169
1.2563,169
1.2619,168
1.2674,169
1.2731,169
1.2785,170
1.2842,170
1.2897,168
1.2951,169
1.3008,169
1.3062,170
1.3119,171
1.3176,170
1.323,171
1.3284,168
1.3343,172
1.3396,169
1.3452,171
1.3509,169
1.3563,171
1.3618,168
1.3675,170
1.3729,169
1.3786,173
1.384,168
1.3896,170
1.3952,170
1.4007,172
1.4064,169
1.4118,170
1.4175,172
1.423,172
1.4287,169
1.4341,169
1.4396,171
1.4453,170
1.4509,169
1.4564,170
1.4618,171
1.4674,168
1.473,169
1.4785,169
1.4841,171
1.4898,169
1.4952,169
1.5007,168
1.5064,168
1.512,169
1.5173,169
1.523,169
1.5284,170
1.5341,170
1.5398,172
1.5451,168
1.5508,169
1.5565,170
1.5619,169
1.5674,168
1.5729,171
1.5784,171
1.584,170
1.5897,169
1.5952,170
1.6007,174
1.6064,174
1.6118,169
1.6175,171
1.6229,171
1.6285,172
1.6343,172
1.6397,172
1.6453,171
1.6507,169
1.6564,172
1.6618,169
1.6675,167
1.6729,170
1.6786,170
1.6842,170
1.6896,169
1.6953,171
1.7007,172
1.7063,171
1.7119,171
1.7173,173
1.723,172
1.7287,170
1.7341,173
1.7398,169
1.7452,171
1.7508,171
1.7562,171
1.7619,171
1.7676,170
1.773,171
1.7785,169
1.7842,171
1.7896,172
1.7953,170
1.8007,171
1.8063,170
1.812,171
1.8174,173
1.8231,166
1.8285,169
1.8342,171
1.8396,171
1.8453,172
1.8507,172
1.8563,169
1.862,173
1.8674,172
1.8731,173
1.8785,172
1.8842,170
1.8896,170
1.8952,173
1.9007,171
1.9064,172
1.9118,170
1.9175,171
1.9231,171
1.9285,169
1.9342,174
1.9396,171
1.9453,172
1.9507,173
1.9564,175
1.9618,172
1.9675,174
1.9729,173
1.9786,171
1.9842,175
1.9896,171
1.9953,172
2.0007,170
23.6681,166
