Experiment: Mar_4_Turb_expt vial 0, Thu Mar  4 17:36:03 2021
0.0012,12907
0.0063,12976
0.0118,12931
0.0175,12851
0.0229,12892
0.0286,12911
0.034,12914
0.0397,12905
0.0451,12899
0.0508,12961
0.0562,12910
0.0619,12936
0.0673,12944
0.073,12897
0.0786,12896
0.084,12921
0.0897,12921
0.0951,12916
0.1007,12904
0.1063,12873
0.112,12917
0.1174,12928
0.1231,12896
0.1285,12939
0.1341,12931
0.1395,12931
0.1452,12955
0.1506,12954
0.1563,12900
0.162,12980
0.1674,13024
0.1729,12947
0.1786,12958
0.184,12983
0.1897,12945
0.1961,12942
0.2007,12972
0.2064,12953
0.2119,12951
0.2174,12988
0.2228,12987
0.2285,12951
0.234,12968
0.2397,12991
0.2452,13016
0.2507,13020
0.2564,13007
0.2618,12968
0.2675,12987
0.2729,13007
0.2786,12970
0.284,13017
0.2897,12979
0.2951,12964
0.3007,12980
0.3064,12933
0.3131,12878
0.3173,12947
0.3238,12951
0.3301,12885
0.3341,12952
0.3398,12939
0.3451,12907
0.3508,12919
0.3562,13018
0.3619,12931
0.3673,12888
0.373,12971
0.3786,12964
0.384,12883
0.3897,12893
0.3951,13009
0.4008,12975
0.4065,12964
0.4119,12977
0.4173,12970
0.423,12954
0.4284,12950
0.4341,12935
0.4395,12953
0.4452,12937
0.4506,12937
0.4563,12961
0.4619,12975
0.4673,12956
0.473,12920
0.4784,12937
0.4841,12951
0.4896,12974
0.4953,12935
0.5007,12935
0.5063,13000
0.5117,12992
0.5174,12982
0.5231,12960
0.5285,12946
0.5342,12995
0.5396,13039
0.5452,13009
0.5506,12986
0.5563,12984
0.5618,12978
0.5675,13008
0.5729,13009
0.5785,12973
0.5839,12983
0.5896,12952
0.5953,12993
0.6007,13003
0.6064,13014
0.6118,13004
0.6175,13015
0.6229,13017
0.6286,12992
0.6342,12978
0.6396,12980
0.6453,13000
0.6507,12952
0.6564,12937
0.6618,12968
0.6675,13026
0.6729,13003
0.6786,12938
0.684,12970
0.6896,13030
0.6953,13032
0.7007,13049
0.7064,13004
0.7118,12975
0.7175,13035
0.7229,13096
0.7286,13015
0.734,12992
0.7397,13015
0.7451,13026
0.7508,12965
0.7562,13012
0.7619,12982
0.7675,12965
0.7729,12990
0.7786,12978
0.784,12971
0.7897,12976
0.7953,12998
0.8007,12994
0.8062,13017
0.8119,12969
0.8173,12978
0.823,13002
0.8287,12991
0.8341,12959
0.8397,12999
0.8451,13018
0.8508,12996
0.8562,13010
0.8619,12976
0.8676,13000
0.873,13058
0.8785,12993
0.8841,12961
0.8896,13001
0.8952,12990
0.9007,12977
0.9063,12958
0.912,12988
0.9174,13025
0.9231,13007
0.9285,12979
0.9342,12962
0.9396,12998
0.9453,12944
0.9507,12962
0.9564,13000
0.9618,13009
0.9675,13025
0.9731,13014
0.9785,12985
0.9842,12998
0.9896,13011
0.9953,12995
1.0064,13000
1.0118,13002
1.0174,12964
1.0231,12973
1.0285,12997
1.0342,12983
1.0396,13014
1.0453,12997
1.0507,12975
1.0564,12971
1.0618,12984
1.0675,12960
1.0729,12988
1.0786,12953
1.084,12928
1.0897,12980
1.0951,12997
1.1008,12978
1.1062,12988
1.1119,12999
1.1176,12988
1.123,13037
1.1287,12993
1.1341,12992
1.1398,12994
1.1451,13003
1.1508,12959
