Experiment: Mar_4_Turb_expt vial 4, Thu Mar  4 17:36:03 2021
0.0012,165
0.0063,171
0.0118,171
0.0175,169
0.0229,168
0.0286,171
0.034,171
0.0397,174
0.0451,172
0.0508,171
0.0562,171
0.0619,169
0.0673,170
0.073,170
0.0786,169
0.084,168
0.0897,171
0.0951,171
0.1007,169
0.1063,170
0.112,170
0.1174,169
0.1231,169
0.1285,172
0.1341,170
0.1395,170
0.1452,169
0.1506,172
0.1563,171
0.162,172
0.1674,172
0.1729,172
0.1786,171
0.184,169
0.1897,170
0.1961,172
0.2007,172
0.2064,172
0.2119,170
0.2174,169
0.2228,170
0.2285,167
0.234,170
0.2397,173
0.2452,172
0.2507,171
0.2564,170
0.2618,172
0.2675,170
0.2729,171
0.2786,170
0.284,168
0.2897,168
0.2951,170
0.3007,168
0.3064,170
0.3131,167
0.3173,173
0.3238,170
0.3301,170
0.3341,170
0.3398,170
0.3451,172
0.3508,172
0.3562,170
0.3619,170
0.3673,171
0.373,172
0.3786,171
0.384,171
0.3897,171
0.3951,168
0.4008,172
0.4065,168
0.4119,174
0.4173,172
0.423,171
0.4284,172
0.4341,169
0.4395,171
0.4452,170
0.4506,171
0.4563,173
0.4619,172
0.4673,171
0.473,172
0.4784,170
0.4841,170
0.4896,174
0.4953,171
0.5007,171
0.5063,171
0.5117,168
0.5174,170
0.5231,170
0.5285,171
0.5342,168
0.5396,167
0.5452,169
0.5506,169
0.5563,170
0.5618,172
0.5675,172
0.5729,168
0.5785,168
0.5839,172
0.5896,170
0.5953,170
0.6007,172
0.6064,170
0.6118,170
0.6175,170
0.6229,171
0.6286,172
0.6342,170
0.6396,169
0.6453,170
0.6507,171
0.6564,171
0.6618,169
0.6675,172
0.6729,168
0.6786,169
0.684,170
0.6896,171
0.6953,171
0.7007,171
0.7064,168
0.7118,171
0.7175,171
0.7229,171
0.7286,171
0.734,171
0.7397,171
0.7451,171
0.7508,171
0.7562,167
0.7619,170
0.7675,172
0.7729,169
0.7786,171
0.784,172
0.7897,168
0.7953,168
0.8007,170
0.8062,170
0.8119,169
0.8173,170
0.823,167
0.8287,169
0.8341,170
0.8397,170
0.8451,172
0.8508,170
0.8562,170
0.8619,171
0.8676,172
0.873,171
0.8785,170
0.8841,170
0.8896,170
0.8952,170
0.9007,173
0.9063,173
0.912,171
0.9174,170
0.9231,172
0.9285,173
0.9342,169
0.9396,174
0.9453,171
0.9507,168
0.9564,170
0.9618,172
0.9675,171
0.9731,172
0.9785,172
0.9842,170
0.9896,173
0.9953,172
1.0064,172
1.0118,172
1.0174,171
1.0231,171
1.0285,169
1.0342,172
1.0396,171
1.0453,171
1.0507,170
1.0564,168
1.0618,171
1.0675,170
1.0729,170
1.0786,170
1.084,171
1.0897,171
1.0951,170
1.1008,173
1.1062,170
1.1119,170
1.1176,172
1.123,171
1.1287,170
1.1341,169
1.1398,171
1.1451,169
1.1508,169
1.1563,170
1.1619,169
1.1673,172
1.173,166
1.1785,168
1.1841,170
1.1896,168
1.1952,170
1.2007,170
1.2064,172
1.212,168
1.2174,170
1.2231,171
1.2287,168
1.2341,167
1.2398,169
1.2452,169
1.2509,172
1.2563,167
1.2619,170
1.2674,170
1.2731,168
1.2785,169
1.2842,171
1.2897,171
1.2951,168
1.3008,170
1.3062,169
1.3119,170
1.3176,170
1.323,168
1.3284,170
1.3343,170
1.3396,169
1.3452,171
1.3509,168
1.3563,169
1.3618,171
1.3675,171
1.3729,171
1.3786,170
1.384,169
1.3896,170
1.3952,171
1.4007,171
1.4064,172
1.4118,169
1.4175,170
1.423,170
1.4287,169
1.4341,170
1.4396,171
1.4453,171
1.4509,171
1.4564,170
1.4618,170
1.4674,172
1.473,169
1.4785,169
1.4841,171
1.4898,166
1.4952,169
1.5007,172
1.5064,168
1.512,168
1.5173,168
1.523,170
1.5284,170
1.5341,171
1.5398,169
1.5451,171
1.5508,170
1.5565,171
1.5619,170
1.5674,168
1.5729,171
1.5784,170
1.584,172
1.5897,172
1.5952,171
1.6007,173
1.6064,173
1.6118,171
1.6175,173
1.6229,168
1.6285,169
1.6343,171
1.6397,171
1.6453,171
1.6507,169
1.6564,171
1.6618,170
1.6675,168
1.6729,171
1.6786,168
1.6842,170
1.6896,170
1.6953,171
1.7007,170
1.7063,171
1.7119,170
1.7173,173
1.723,169
1.7287,167
1.7341,172
1.7398,170
1.7452,171
1.7508,170
1.7562,171
1.7619,171
1.7676,170
1.773,170
1.7785,171
1.7842,170
1.7896,171
1.7953,170
1.8007,171
1.8063,169
1.812,169
1.8174,170
1.8231,172
1.8285,167
1.8342,174
1.8396,174
1.8453,172
1.8507,171
1.8563,172
1.862,171
1.8674,167
1.8731,175
1.8785,173
1.8842,172
1.8896,171
1.8952,173
1.9007,170
1.9064,171
1.9118,170
1.9175,170
1.9231,172
1.9285,173
1.9342,173
1.9396,170
1.9453,171
1.9507,172
1.9564,172
1.9618,173
1.9675,175
1.9729,172
1.9786,173
1.9842,173
1.9896,174
1.9953,172
2.0007,173
23.6681,167
