Experiment: Feb_26_Turb_expt vial 4, Fri Feb 26 16:54:22 2021
0.0055,0.0
0.0111,0.001565711042321949
0.0168,0.0030613474193144086
0.0221,-0.00016102589829225522
0.0277,0.00045117425088336827
0.0334,0.0003361643485459975
0.0387,0.0018950938111007565
0.0444,0.0010174103239110055
0.05,-0.00010213748866971795
0.0556,0.0005521914745748591
0.061,-6.51438307481822e-05
0.0666,0.0006958074970162542
0.0723,0.0011542300858149446
0.0776,0.0017145364945437835
0.0833,0.0014144774040301122
0.0889,0.0017226944738534256
0.0945,0.0008907279386857203
0.0999,0.00038669471237684494
0.1055,-0.0004168114882550089
0.1111,-0.0001198029217975849
0.1168,-0.0010225666623123741
0.1221,-2.983126207667386e-05
0.1278,8.796109559983112e-05
0.1334,-0.0016663340867648646
0.1387,-0.0004948978317881325
0.1444,-0.0012387911647867567
0.15,-0.0007295755763978562
0.1556,-0.0007589671752156191
0.161,-0.0017220286436343546
0.1666,-0.001791857243488959
0.1723,-0.0013189119523807635
0.1776,9.548230855294104e-05
0.1833,-0.0015115847676561156
0.1889,-0.0006618786793046727
0.1945,7.645402674616442e-05
0.1999,0.0007980919997253588
0.2055,0.00043931851354928053
0.2111,0.0008442189226760544
0.2167,0.0008090104369263829
0.2221,-0.0002673634539487324
0.2277,-0.0003622063837998013
0.2334,-0.0023961069905732435
0.239,-0.0022210364604663413
0.2443,-0.001248108022968153
0.2499,-0.0025736515565273343
0.2556,-0.002632278441107805
0.2612,-0.0014679381726274698
0.2665,-0.0006794562296098539
0.2722,-0.00042203501456450354
0.2778,-0.0029124639113873307
0.2834,-0.0029663137051777477
0.2888,-0.0026569400602353133
0.2944,-0.0016809030225709565
0.3,-0.002340203903160809
0.3057,-0.0007865657126843173
0.311,-0.001319542674591112
0.3166,-0.002115515074800345
0.3223,-0.0012763473980207385
0.3279,-0.0015394302065258048
0.3332,-0.001437275569174279
0.3389,-0.0018877242449302223
0.3445,-0.00034996378141849416
0.3499,-0.0019816378324555295
0.3555,-0.0008299403944880268
0.3611,-0.0015760280379663039
0.3668,-0.0015367808218323953
0.3724,-0.0016554803209948288
0.3777,-0.0005526145901517676
0.3834,-0.0009964435330370724
0.389,-0.0008906501352944352
0.3943,0.0010851086931836784
0.4,-0.0008653047295344996
0.4056,2.2066057400405015e-05
0.411,0.0008433019468173653
0.4166,0.0005216302905802772
0.4222,0.00019792315987743336
0.4279,0.00023362151376526974
0.4333,0.0005968657727967175
0.4389,0.0008389940298418885
0.4445,-0.0012741370524916862
0.4499,-0.0009409595648479652
0.4555,-0.0005293504382869463
0.4612,-7.702108927654105e-05
0.4668,0.0005924949903326482
0.4722,0.0002561387258247505
0.4778,0.0014225116011502559
0.4834,0.00022251255854732754
0.4888,0.0012260059681491464
0.4944,0.0012904384739145236
0.5,-0.0006496003798679428
0.5057,0.0013892870342300245
0.511,0.0013892870342300245
0.5166,0.0008842638782743384
0.5223,0.001050315415146219
0.5279,3.016597236293883e-05
0.5332,0.001808281014026858
0.5389,0.0008342327624641932
0.5445,0.0007840972593041728
0.5501,0.0008921033789766053
0.5555,0.0006579872119072405
0.5611,0.00034810728334822016
0.5668,0.0013373615294500762
0.5724,0.0012073660370228723
0.5777,0.0001201860159451007
0.5834,0.002142627827756871
0.589,0.001283573114978509
0.5943,0.0013381784091005544
0.5999,0.0008254752138353583
0.6056,0.0007323404438416281
0.6112,0.00042868550087138413
0.6166,-0.000584559151060815
0.6222,0.0008611125728473779
0.6278,0.0002925099862796099
0.6335,0.00030842607773129416
0.6388,-0.0007322855222405833
0.6444,-0.0003849214746314278
0.6501,-0.001094582479152173
0.6557,-0.0003828076330397723
0.6611,0.0002947741524016445
0.6667,-0.0007487916909963976
0.6723,-0.00017725229612508553
0.6777,-0.0003621399998058328
0.6833,-0.0004908240035549349
0.6889,-3.960494973254125e-05
0.6946,0.0003010700092058727
0.6999,4.367972049534874e-05
0.7055,-7.746248181128568e-05
0.7112,-0.00048720352572573233
0.7168,0.0011901526540794016
0.7222,0.001969921788737894
0.7278,0.001147713279435636
0.7334,0.0028902596410007586
0.7388,0.0002412960588699109
0.7444,0.0007076938782876185
0.7499,0.00199104141227735
0.7555,0.0003104382101138947
0.7611,0.0010928895442484654
0.7668,0.0009995887519689273
0.7721,0.0014438152493556622
0.7777,0.0026370661513132054
0.7833,0.0012237496136320303
0.7889,0.0013050647236032553
0.7946,0.0028598034193407784
0.7999,0.0010213987152116744
0.8055,0.0003254235426132235
0.8111,0.0018579236448591496
0.8167,0.000174749881899805
0.8224,0.0011326217741405298
0.8277,0.002410664358867609
0.8333,0.0012533763956311672
0.8389,0.002606707538856168
0.8446,0.00023329014619388744
0.8499,0.00033034567998824205
0.8555,0.00026548705100182257
0.8611,-0.0003745649736015544
0.8667,0.0009899217485346279
0.8724,0.0014828314866576209
0.8778,0.0004569277062147492
0.8834,0.001663682647732645
0.8889,-6.45145814930359e-05
0.8945,0.0013532720268032428
0.9002,0.0016823193520975055
0.9055,0.000140525909804734
0.9112,0.0015432948891257459
0.9167,0.0012684743521077513
0.9223,0.0008985648686756775
0.9277,0.0007227582158630952
0.9333,0.0015944390209896575
0.939,0.0010039572399407337
0.9445,0.0009437686964243186
0.9502,0.0007063758415704058
0.9555,0.0014468943664730505
0.9611,0.0008678804330972678
0.9668,0.0009582767138297532
0.9721,0.0002825462737062745
0.9778,0.0014969454896388568
0.9834,0.0009525517783994797
0.9888,0.00039407994369144994
0.9944,0.002515998521407936
1.0001,0.002221468262948112
1.0055,0.002363509621051474
1.0111,0.0019419919259932028
1.0167,0.00209944619479574
1.0223,0.0018002688574685344
1.0277,0.001639829829075068
1.0333,0.0017003621960886006
1.039,0.0010761898910508494
1.0446,0.0024884570823027197
1.05,0.002133418322650904
1.0556,0.001093925566773013
1.0612,0.0013741759779165585
1.0668,0.0013262696802659457
1.0722,0.0020608040906626712
1.0778,0.0015033072855015206
1.0834,0.001882036711308932
1.0888,0.0006775676223190752
1.0944,0.0022818744099172283
1.1,0.000982895522448679
1.1056,0.0008896591566098788
1.1113,0.0006793274494601986
1.1166,4.566135849815023e-05
1.1222,0.0018668927331858542
1.1279,0.0007243852240018667
1.1335,0.0023598551565729986
1.1388,0.002294294934257368
1.1445,0.0012225104358845051
1.1501,0.0015465601525659345
1.1557,0.0012056966035126626
1.1611,0.0004983720465876473
1.1667,0.0020061742936614557
1.1723,0.0026793726385685446
1.1779,0.0019903439676153267
1.1833,0.0027497800923651505
1.1889,0.0032591537507005164
1.1946,0.0026832010858623967
1.1999,-6.341955765643004e-05
1.2056,0.00292891865215672
1.2112,0.001663682647732645
1.2168,0.0004670229959492511
1.2222,0.0019879321474221
1.2278,0.000976777788388783
1.2335,0.0004655317833153205
1.2388,0.0006733410775675575
1.2445,0.0012929023943801798
1.2501,6.147322584926229e-05
1.2554,0.0010817102870014361
1.2611,0.0022518124742018086
1.2667,0.0002925099862796099
1.2724,0.00126597669070605
1.2777,-5.189756131507295e-06
1.2833,0.0017520347373097822
1.289,0.00116640060197426
1.2946,0.000451236128443
1.3,0.0013201587727922348
1.3056,0.002087074146495449
1.3112,0.0017335294358565845
1.3166,0.0016039195343269252
1.3222,0.001784345585199909
1.3279,0.0009407888214082449
