Experiment: Apr28_cal_tst_expt vial 15, Thu Apr 28 17:02:30 2022
0.0027,1628
0.0078,1627
0.0131,1632
0.0188,1638
0.0244,1642
0.03,1638
0.0354,1632
0.041,1631
0.0466,1639
0.052,1639
0.0576,1632
0.0632,1635
0.0689,1637
0.0742,1636
0.0799,1631
0.0855,1636
0.0911,1638
0.0964,1633
0.1021,1633
0.1077,1636
0.1134,1636
0.1187,1631
0.1243,1632
0.1299,1638
0.1356,1635
0.1409,1629
0.1465,1636
0.1521,1635
0.1577,1632
0.1633,1632
0.1687,1638
0.1743,1636
0.1799,1632
0.1855,1633
0.1909,1637
0.1965,1636
0.2022,1632
0.2078,1633
0.2131,1638
0.2188,1635
0.2244,1632
0.23,1635
0.2354,1638
0.241,1635
0.2467,1632
0.252,1633
0.2577,1636
0.2633,1631
0.2689,1631
0.2743,1635
0.2799,1636
0.2855,1632
0.2911,1635
0.2965,1637
0.3021,1632
0.3078,1632
0.3134,1637
0.3187,1635
0.3243,1633
0.33,1633
0.3353,1637
0.341,1637
0.3466,1628
0.3522,1635
0.3576,1638
0.3632,1638
0.3688,1631
0.3745,1632
0.3798,1637
0.3854,1633
0.391,1629
0.3967,1635
0.4023,1636
0.4076,1636
0.4133,1631
0.4189,1633
0.4243,1639
0.4299,1633
0.4355,1629
0.4409,1636
0.4465,1637
0.4521,1634
0.4578,1630
0.4631,1634
0.4688,1636
0.4744,1634
0.48,1631
0.4854,1635
0.491,1638
0.4966,1636
0.5022,1632
0.5076,1634
0.5132,1638
0.5188,1633
0.5245,1632
0.5298,1634
0.5354,1638
0.541,1633
0.5467,1631
0.552,1635
0.5576,1637
0.5633,1632
0.5689,1633
0.5742,1636
0.5799,1634
0.5854,1631
0.591,1634
0.5966,1637
0.6022,1633
0.6076,1632
0.6132,1635
0.6188,1638
0.6244,1635
0.63,1630
0.6354,1635
0.641,1637
0.6466,1631
0.6522,1632
0.6576,1638
0.6632,1634
0.6688,1631
0.6744,1635
0.6798,1638
0.6854,1634
0.691,1632
0.6966,1637
0.7022,1636
0.7076,1631
0.7132,1635
0.7188,1637
0.7244,1634
0.73,1631
0.7354,1634
0.741,1639
0.7467,1635
0.7522,1631
0.7576,1633
0.7632,1636
0.7688,1634
0.7744,1631
0.7798,1635
0.7854,1636
0.791,1633
0.7966,1630
0.8023,1635
0.8076,1637
0.8132,1631
0.8188,1632
0.8245,1635
0.8298,1635
0.8354,1629
0.8411,1635
0.8467,1636
0.852,1633
0.8576,1632
0.8633,1635
0.8689,1635
0.8742,1631
0.8799,1635
0.8855,1638
0.8911,1635
0.8967,1633
0.9021,1634
0.9077,1637
0.9133,1632
0.919,1630
0.9243,1635
0.9299,1636
0.9355,1634
0.9409,1632
0.9465,1636
0.9522,1634
0.9578,1631
0.9631,1634
0.9688,1637
0.9744,1634
0.98,1629
0.9854,1633
0.991,1636
0.9966,1631
1.0022,1633
1.0076,1637
1.0133,1635
1.0188,1632
1.0244,1632
1.0298,1637
1.0354,1637
1.041,1632
1.0467,1633
1.052,1636
1.0577,1637
1.0633,1631
1.0689,1631
1.0743,1637
1.0799,1637
1.0855,1630
1.0911,1634
1.0965,1638
1.1021,1635
1.1077,1632
1.1133,1635
1.1187,1637
1.1243,1634
1.1299,1631
1.1355,1635
1.1412,1637
1.1465,1633
1.1522,1631
1.1578,1636
1.1631,1637
1.1688,1634
1.1744,1630
1.18,1636
1.1854,1637
1.191,1633
1.1966,1632
1.2023,1637
1.2076,1634
1.2132,1631
1.2189,1634
1.2245,1638
1.2298,1635
1.2355,1631
1.2411,1635
1.2465,1637
1.2521,1634
1.2577,1632
1.2634,1635
1.2687,1636
1.2743,1635
1.2799,1631
1.2856,1636
1.291,1636
1.2966,1632
1.3022,1632
1.3076,1637
1.3132,1635
1.3188,1631
1.3245,1631
1.3298,1637
1.3354,1636
1.341,1632
1.3467,1628
1.352,1637
1.3577,1635
1.3633,1632
1.3689,1634
1.3743,1638
1.3799,1637
1.3855,1631
1.3912,1634
1.3965,1636
1.4021,1636
1.4077,1630
1.4131,1633
1.4187,1637
1.4244,1636
1.43,1631
1.4356,1636
1.441,1637
1.4466,1633
1.4522,1631
