Experiment: Apr28_cal_tst_expt vial 9, Thu Apr 28 17:02:30 2022
0.0027,1611
0.0078,1608
0.0131,1613
0.0188,1621
0.0244,1631
0.03,1639
0.0354,1634
0.041,1633
0.0466,1635
0.052,1636
0.0576,1635
0.0632,1637
0.0689,1634
0.0742,1635
0.0799,1635
0.0855,1633
0.0911,1637
0.0964,1634
0.1021,1635
0.1077,1637
0.1134,1634
0.1187,1637
0.1243,1634
0.1299,1634
0.1356,1634
0.1409,1636
0.1465,1635
0.1521,1633
0.1577,1636
0.1633,1635
0.1687,1637
0.1743,1635
0.1799,1634
0.1855,1636
0.1909,1634
0.1965,1637
0.2022,1634
0.2078,1636
0.2131,1634
0.2188,1636
0.2244,1636
0.23,1635
0.2354,1635
0.241,1636
0.2467,1633
0.252,1636
0.2577,1633
0.2633,1634
0.2689,1636
0.2743,1633
0.2799,1636
0.2855,1636
0.2911,1632
0.2965,1637
0.3021,1633
0.3078,1636
0.3134,1635
0.3187,1632
0.3243,1634
0.33,1632
0.3353,1633
0.341,1636
0.3466,1632
0.3522,1641
0.3576,1635
0.3632,1634
0.3688,1638
0.3745,1633
0.3798,1634
0.3854,1635
0.391,1634
0.3967,1636
0.4023,1634
0.4076,1634
0.4133,1635
0.4189,1634
0.4243,1638
0.4299,1633
0.4355,1636
0.4409,1636
0.4465,1633
0.4521,1637
0.4578,1634
0.4631,1633
0.4688,1637
0.4744,1633
0.48,1635
0.4854,1637
0.491,1632
0.4966,1636
0.5022,1635
0.5076,1635
0.5132,1636
0.5188,1634
0.5245,1636
0.5298,1633
0.5354,1633
0.541,1636
0.5467,1634
0.552,1634
0.5576,1636
0.5633,1633
0.5689,1635
0.5742,1634
0.5799,1635
0.5854,1637
0.591,1637
0.5966,1638
0.6022,1635
0.6076,1636
0.6132,1633
0.6188,1636
0.6244,1636
0.63,1635
0.6354,1635
0.641,1636
0.6466,1637
0.6522,1633
0.6576,1637
0.6632,1635
0.6688,1635
0.6744,1636
0.6798,1634
0.6854,1637
0.691,1633
0.6966,1635
0.7022,1633
0.7076,1634
0.7132,1634
0.7188,1635
0.7244,1637
0.73,1634
0.7354,1635
0.741,1636
0.7467,1636
0.7522,1636
0.7576,1633
0.7632,1636
0.7688,1635
0.7744,1632
0.7798,1640
0.7854,1633
0.791,1637
0.7966,1635
0.8023,1634
0.8076,1637
0.8132,1635
0.8188,1636
0.8245,1636
0.8298,1635
0.8354,1636
0.8411,1632
0.8467,1637
0.852,1636
0.8576,1635
0.8633,1636
0.8689,1634
0.8742,1636
0.8799,1635
0.8855,1633
0.8911,1638
0.8967,1633
0.9021,1636
0.9077,1635
0.9133,1634
0.919,1636
0.9243,1635
0.9299,1634
0.9355,1636
0.9409,1632
0.9465,1635
0.9522,1634
0.9578,1636
0.9631,1635
0.9688,1634
0.9744,1637
0.98,1632
0.9854,1632
0.991,1637
0.9966,1632
1.0022,1635
1.0076,1635
1.0133,1631
1.0188,1636
1.0244,1634
1.0298,1635
1.0354,1636
1.041,1634
1.0467,1637
1.052,1633
1.0577,1637
1.0633,1633
1.0689,1634
1.0743,1638
1.0799,1633
1.0855,1633
1.0911,1636
1.0965,1634
1.1021,1636
1.1077,1634
1.1133,1634
1.1187,1636
1.1243,1635
1.1299,1635
1.1355,1636
1.1412,1632
1.1465,1636
1.1522,1634
1.1578,1638
1.1631,1637
1.1688,1633
1.1744,1636
1.18,1633
1.1854,1636
1.191,1634
1.1966,1636
1.2023,1635
1.2076,1634
1.2132,1636
1.2189,1636
1.2245,1635
1.2298,1635
1.2355,1632
1.2411,1637
1.2465,1634
1.2521,1635
1.2577,1637
1.2634,1633
1.2687,1635
1.2743,1635
1.2799,1634
1.2856,1637
1.291,1632
1.2966,1638
1.3022,1634
1.3076,1635
1.3132,1636
1.3188,1633
1.3245,1636
1.3298,1634
1.3354,1635
1.341,1638
1.3467,1635
1.352,1636
1.3577,1634
1.3633,1633
1.3689,1637
1.3743,1635
1.3799,1636
1.3855,1635
1.3912,1637
1.3965,1634
1.4021,1636
1.4077,1636
1.4131,1636
1.4187,1635
1.4244,1633
1.43,1635
1.4356,1635
1.441,1635
1.4466,1636
1.4522,1633
1.4578,1634
1.4632,1638
1.4688,1634
1.4745,1637
1.4798,1635
1.4854,1635
1.4911,1638
1.4967,1634
1.502,1635
1.5077,1634
1.5133,1634
1.5189,1636
1.5243,1633
1.5299,1638
1.5355,1634
1.5412,1636
1.5465,1635
1.5521,1633
1.5577,1636
1.5634,1635
1.5687,1634
1.5743,1636
1.58,1634
1.5856,1635
1.5909,1638
1.5966,1631
1.6022,1636
1.6078,1634
1.6132,1634
1.6188,1635
1.6244,1634
1.63,1634
1.6354,1635
1.641,1637
1.6466,1636
1.6523,1635
1.6576,1635
1.6632,1634
1.6688,1636
1.6745,1636
1.6798,1634
1.6855,1636
1.6911,1632
1.6967,1635
1.7021,1635
1.7077,1634
1.7133,1639
1.7189,1635
1.7243,1635
1.7299,1635
1.7355,1636
1.7411,1634
1.7465,1635
1.7521,1635
1.7578,1634
1.7631,1636
1.7687,1636
1.7744,1637
1.78,1636
1.7854,1635
1.791,1636
1.7966,1634
1.8023,1638
1.8076,1635
1.8132,1635
1.8189,1636
1.8242,1639
1.8299,1636
1.8355,1630
1.8411,1636
1.8465,1638
1.8521,1633
1.8577,1636
1.8634,1636
1.8687,1637
1.8744,1635
1.88,1634
1.8854,1636
1.891,1633
1.8966,1637
1.9022,1634
1.9076,1637
1.9132,1636
1.9189,1635
1.9245,1636
1.9298,1632
1.9355,1634
1.9411,1636
1.9465,1633
1.9521,1636
1.9577,1636
1.9634,1633
1.9687,1638
1.9743,1635
1.9799,1635
1.9856,1636
1.9909,1634
1.9966,1637
2.0022,1634
2.0079,1632
2.0132,1637
2.0189,1633
2.0245,1636
2.0298,1634
2.0354,1636
2.0411,1636
2.0467,1635
2.052,1636
2.0576,1636
2.0633,1635
2.0689,1636
2.0742,1634
2.0799,1636
2.0855,1635
2.0911,1635
2.0965,1634
2.1021,1633
2.1076,1637
2.1132,1635
2.1188,1635
2.1244,1636
2.1301,1632
2.1354,1636
2.141,1635
2.1467,1634
2.1523,1637
2.1576,1634
2.1632,1636
2.1688,1634
2.1744,1632
2.1798,1635
2.1854,1634
2.191,1636
2.1966,1634
2.2023,1635
2.2076,1635
2.2132,1636
2.2188,1638
2.2244,1635
2.23,1636
2.2354,1635
2.241,1633
2.2466,1637
2.2522,1633
2.2576,1636
2.2632,1635
2.2688,1634
2.2744,1636
2.2801,1633
2.2854,1637
2.291,1637
2.2966,1632
2.3023,1636
2.3076,1632
2.3132,1632
2.3188,1637
2.3245,1634
2.3298,1636
2.3354,1633
2.341,1634
2.3467,1637
2.352,1633
2.3576,1635
2.3633,1637
2.3689,1635
2.3745,1637
2.3799,1635
2.3855,1635
2.3911,1636
2.3965,1634
2.4021,1637
2.4077,1634
2.4133,1635
2.4187,1636
2.4243,1634
2.4299,1634
2.4356,1633
2.4409,1639
2.4465,1634
2.4522,1636
2.4578,1635
2.4634,1635
2.4688,1636
2.4744,1634
2.48,1637
2.4854,1635
2.491,1636
2.4966,1634
2.5022,1633
2.5076,1635
2.5132,1636
2.5188,1635
2.5245,1637
2.5298,1635
2.5354,1636
2.5411,1636
2.5467,1636
2.552,1637
2.5577,1632
2.5633,1637
2.5689,1635
2.5743,1633
2.5799,1637
2.5855,1634
2.5911,1636
2.5965,1637
2.6021,1631
2.6077,1636
2.6133,1637
2.619,1635
2.6243,1635
2.6299,1633
2.6355,1634
2.6412,1635
2.6465,1634
2.6521,1635
2.6578,1634
2.6634,1637
2.6687,1636
2.6743,1635
2.68,1636
2.6856,1633
2.6911,1633
2.6965,1637
2.7021,1633
2.7077,1638
2.7134,1636
2.7187,1636
2.7243,1635
2.73,1636
2.7356,1636
2.7409,1636
2.7466,1636
2.7522,1636
2.7578,1634
2.7632,1636
2.7688,1635
2.7744,1634
2.7798,1638
2.7854,1633
2.7911,1635
2.7967,1635
2.8021,1634
2.8077,1636
2.8133,1635
2.8189,1634
2.8245,1637
2.8299,1633
2.8355,1636
2.8411,1636
2.8465,1635
2.8521,1635
2.8577,1635
2.8634,1635
2.8687,1634
2.8743,1636
2.8799,1635
2.8856,1636
2.8909,1634
2.8965,1633
2.9022,1637
2.9078,1633
2.9132,1637
2.9188,1635
2.9244,1634
2.93,1636
2.9354,1636
2.941,1635
2.9466,1635
2.9522,1635
2.9576,1636
2.9632,1634
2.9688,1637
2.9744,1634
2.98,1635
2.9854,1636
2.991,1635
2.9966,1635
3.0023,1633
3.0076,1634
3.0133,1637
3.0189,1634
3.0243,1637
3.0299,1633
3.0355,1637
3.0411,1637
3.0465,1635
3.0521,1635
3.0577,1635
3.0634,1634
3.0687,1637
3.0743,1634
3.08,1635
3.0856,1638
3.0909,1635
3.0966,1635
3.1022,1636
3.1078,1636
3.1132,1636
3.1188,1633
3.1244,1636
3.1301,1636
3.1354,1633
3.141,1638
3.1466,1635
3.1523,1636
3.1576,1635
3.1632,1634
3.1689,1636
3.1745,1634
3.1798,1638
3.1855,1633
3.1911,1634
3.1967,1636
3.2021,1634
3.2077,1637
3.2133,1635
3.2189,1634
3.2243,1637
3.2299,1633
3.2355,1638
3.2411,1634
3.2465,1635
3.2521,1638
3.2577,1634
3.2634,1636
