Experiment: Apr28_cal_tst_expt vial 7, Thu Apr 28 17:02:30 2022
0.0027,1625
0.0078,1626
0.0131,1628
0.0188,1632
0.0244,1630
0.03,1626
0.0354,1634
0.041,1633
0.0466,1627
0.052,1626
0.0576,1633
0.0632,1631
0.0689,1628
0.0742,1633
0.0799,1629
0.0855,1625
0.0911,1632
0.0964,1630
0.1021,1628
0.1077,1632
0.1134,1631
0.1187,1627
0.1243,1633
0.1299,1633
0.1356,1629
0.1409,1629
0.1465,1633
0.1521,1629
0.1577,1625
0.1633,1632
0.1687,1630
0.1743,1625
0.1799,1632
0.1855,1629
0.1909,1625
0.1965,1633
0.2022,1632
0.2078,1626
0.2131,1630
0.2188,1631
0.2244,1627
0.23,1627
0.2354,1631
0.241,1627
0.2467,1627
0.252,1631
0.2577,1627
0.2633,1628
0.2689,1632
0.2743,1627
0.2799,1628
0.2855,1631
0.2911,1626
0.2965,1630
0.3021,1631
0.3078,1625
0.3134,1629
0.3187,1632
0.3243,1626
0.33,1628
0.3353,1631
0.341,1628
0.3466,1627
0.3522,1636
0.3576,1628
0.3632,1625
0.3688,1632
0.3745,1631
0.3798,1626
0.3854,1628
0.391,1633
0.3967,1627
0.4023,1626
0.4076,1632
0.4133,1630
0.4189,1627
0.4243,1631
0.4299,1630
0.4355,1627
0.4409,1630
0.4465,1633
0.4521,1627
0.4578,1629
0.4631,1632
0.4688,1626
0.4744,1630
0.48,1632
0.4854,1629
0.491,1626
0.4966,1632
0.5022,1632
0.5076,1626
0.5132,1629
0.5188,1635
0.5245,1629
0.5298,1627
0.5354,1630
0.541,1629
0.5467,1627
0.552,1632
0.5576,1630
0.5633,1625
0.5689,1631
0.5742,1632
0.5799,1625
0.5854,1628
0.591,1634
0.5966,1627
0.6022,1626
0.6076,1632
0.6132,1630
0.6188,1625
0.6244,1630
0.63,1631
0.6354,1625
0.641,1627
0.6466,1633
0.6522,1628
0.6576,1627
0.6632,1632
0.6688,1630
0.6744,1625
0.6798,1631
0.6854,1630
0.691,1624
0.6966,1629
0.7022,1633
0.7076,1628
0.7132,1627
0.7188,1632
0.7244,1629
0.73,1625
0.7354,1631
0.741,1628
0.7467,1627
0.7522,1630
0.7576,1631
0.7632,1626
0.7688,1628
0.7744,1632
0.7798,1628
0.7854,1627
0.791,1634
0.7966,1631
0.8023,1626
0.8076,1630
0.8132,1632
0.8188,1628
0.8245,1628
0.8298,1632
0.8354,1628
0.8411,1628
0.8467,1630
0.852,1628
0.8576,1628
0.8633,1631
0.8689,1628
0.8742,1626
0.8799,1631
0.8855,1629
0.8911,1627
0.8967,1631
0.9021,1631
0.9077,1627
0.9133,1631
0.919,1629
0.9243,1627
0.9299,1629
0.9355,1632
0.9409,1625
0.9465,1629
0.9522,1633
0.9578,1626
0.9631,1627
0.9688,1633
0.9744,1627
0.98,1627
0.9854,1632
0.991,1631
0.9966,1625
1.0022,1627
1.0076,1633
1.0133,1627
1.0188,1626
1.0244,1633
1.0298,1629
1.0354,1627
1.041,1632
1.0467,1631
1.052,1626
1.0577,1628
1.0633,1633
1.0689,1627
1.0743,1628
1.0799,1632
1.0855,1628
1.0911,1627
1.0965,1631
1.1021,1628
1.1077,1628
1.1133,1632
1.1187,1631
1.1243,1625
1.1299,1631
1.1355,1630
1.1412,1626
1.1465,1633
1.1522,1629
1.1578,1625
1.1631,1627
1.1688,1633
1.1744,1627
1.18,1628
1.1854,1633
1.191,1629
1.1966,1628
1.2023,1630
1.2076,1630
1.2132,1625
1.2189,1631
1.2245,1633
1.2298,1624
1.2355,1627
1.2411,1631
