Experiment: Apr28_cal_tst_expt vial 0, Thu Apr 28 17:02:30 2022
0.0027,1599
0.0078,1597
0.0131,1598
0.0188,1601
0.0244,1601
0.03,1594
0.0354,1602
0.041,1600
0.0466,1595
0.052,1597
0.0576,1599
0.0632,1597
0.0689,1599
0.0742,1594
0.0799,1598
0.0855,1597
0.0911,1596
0.0964,1599
0.1021,1598
0.1077,1595
0.1134,1602
0.1187,1597
0.1243,1595
0.1299,1602
0.1356,1595
0.1409,1596
0.1465,1601
0.1521,1595
0.1577,1598
0.1633,1599
0.1687,1595
0.1743,1600
0.1799,1600
0.1855,1596
0.1909,1601
0.1965,1594
0.2022,1596
0.2078,1602
0.2131,1597
0.2188,1596
0.2244,1599
0.23,1595
0.2354,1600
0.241,1598
0.2467,1595
0.252,1597
0.2577,1598
0.2633,1594
0.2689,1598
0.2743,1598
0.2799,1593
0.2855,1598
0.2911,1599
0.2965,1597
0.3021,1601
0.3078,1596
0.3134,1595
0.3187,1602
0.3243,1597
0.33,1595
0.3353,1598
0.341,1595
0.3466,1596
0.3522,1605
0.3576,1594
0.3632,1596
0.3688,1596
0.3745,1594
0.3798,1598
0.3854,1601
0.391,1595
0.3967,1598
0.4023,1599
0.4076,1593
0.4133,1600
0.4189,1597
0.4243,1594
0.4299,1599
0.4355,1598
0.4409,1595
0.4465,1598
0.4521,1596
0.4578,1597
0.4631,1600
0.4688,1595
0.4744,1598
0.48,1599
0.4854,1595
0.491,1598
0.4966,1596
0.5022,1596
0.5076,1600
0.5132,1594
0.5188,1598
0.5245,1599
0.5298,1594
0.5354,1596
0.541,1601
0.5467,1596
0.552,1599
0.5576,1600
0.5633,1595
0.5689,1598
0.5742,1598
0.5799,1594
0.5854,1600
0.591,1596
0.5966,1595
0.6022,1599
0.6076,1597
0.6132,1593
0.6188,1601
0.6244,1597
0.63,1594
0.6354,1599
0.641,1597
0.6466,1597
0.6522,1599
0.6576,1596
0.6632,1598
0.6688,1600
0.6744,1593
0.6798,1599
0.6854,1599
0.691,1595
0.6966,1600
0.7022,1600
0.7076,1594
0.7132,1599
0.7188,1597
0.7244,1594
0.73,1600
0.7354,1598
0.741,1595
0.7467,1601
0.7522,1596
0.7576,1594
0.7632,1601
0.7688,1594
0.7744,1599
0.7798,1600
0.7854,1594
0.791,1597
0.7966,1599
0.8023,1593
0.8076,1599
0.8132,1599
0.8188,1596
0.8245,1597
0.8298,1595
0.8354,1595
0.8411,1600
0.8467,1595
0.852,1598
0.8576,1601
0.8633,1594
0.8689,1596
0.8742,1600
0.8799,1595
0.8855,1600
0.8911,1599
0.8967,1597
0.9021,1602
0.9077,1598
0.9133,1594
0.919,1599
0.9243,1597
0.9299,1596
0.9355,1600
0.9409,1595
0.9465,1597
0.9522,1599
0.9578,1593
0.9631,1600
0.9688,1598
0.9744,1594
0.98,1599
0.9854,1597
0.991,1595
0.9966,1599
1.0022,1596
1.0076,1597
1.0133,1601
1.0188,1595
1.0244,1596
1.0298,1598
1.0354,1597
1.041,1598
1.0467,1598
1.052,1595
1.0577,1599
1.0633,1598
1.0689,1593
1.0743,1601
1.0799,1598
1.0855,1594
1.0911,1601
1.0965,1596
1.1021,1596
1.1077,1598
1.1133,1597
1.1187,1594
1.1243,1599
1.1299,1596
1.1355,1596
1.1412,1600
1.1465,1594
1.1522,1598
1.1578,1600
1.1631,1594
1.1688,1598
1.1744,1599
1.18,1595
1.1854,1598
1.191,1598
1.1966,1595
1.2023,1600
1.2076,1595
1.2132,1598
1.2189,1600
1.2245,1595
1.2298,1597
1.2355,1596
1.2411,1593
1.2465,1600
1.2521,1599
1.2577,1596
1.2634,1600
1.2687,1597
1.2743,1595
1.2799,1601
1.2856,1599
1.291,1594
1.2966,1601
1.3022,1595
1.3076,1596
1.3132,1600
1.3188,1597
1.3245,1594
1.3298,1598
1.3354,1595
1.341,1595
1.3467,1599
1.352,1596
1.3577,1596
1.3633,1600
1.3689,1594
1.3743,1597
1.3799,1600
1.3855,1596
1.3912,1599
1.3965,1599
1.4021,1595
1.4077,1600
1.4131,1594
1.4187,1595
1.4244,1599
1.43,1596
1.4356,1596
1.441,1599
1.4466,1596
1.4522,1595
1.4578,1601
1.4632,1595
1.4688,1598
1.4745,1599
1.4798,1594
1.4854,1599
1.4911,1600
1.4967,1594
1.502,1601
1.5077,1598
1.5133,1594
1.5189,1597
1.5243,1597
1.5299,1597
1.5355,1598
1.5412,1598
1.5465,1598
1.5521,1602
1.5577,1595
1.5634,1597
1.5687,1598
1.5743,1595
1.58,1599
1.5856,1596
1.5909,1595
1.5966,1600
1.6022,1593
1.6078,1596
1.6132,1598
1.6188,1594
1.6244,1601
1.63,1597
1.6354,1594
1.641,1600
1.6466,1599
1.6523,1595
1.6576,1600
1.6632,1595
1.6688,1596
1.6745,1600
1.6798,1595
1.6855,1597
1.6911,1599
1.6967,1596
1.7021,1598
1.7077,1600
1.7133,1597
1.7189,1600
1.7243,1598
1.7299,1594
1.7355,1601
1.7411,1598
1.7465,1594
1.7521,1600
1.7578,1597
1.7631,1594
1.7687,1599
1.7744,1598
1.78,1597
1.7854,1598
1.791,1598
1.7966,1594
1.8023,1598
1.8076,1594
1.8132,1598
1.8189,1601
1.8242,1600
1.8299,1596
1.8355,1600
1.8411,1597
1.8465,1597
1.8521,1600
1.8577,1595
1.8634,1597
1.8687,1599
1.8744,1595
1.88,1600
1.8854,1597
1.891,1595
1.8966,1598
1.9022,1598
1.9076,1594
1.9132,1600
1.9189,1596
1.9245,1597
1.9298,1602
1.9355,1596
1.9411,1596
1.9465,1598
1.9521,1595
1.9577,1599
1.9634,1598
1.9687,1597
1.9743,1599
1.9799,1597
1.9856,1596
1.9909,1600
1.9966,1596
2.0022,1597
2.0079,1599
2.0132,1594
2.0189,1598
2.0245,1598
2.0298,1594
2.0354,1600
2.0411,1598
2.0467,1594
2.052,1599
2.0576,1597
2.0633,1597
2.0689,1598
2.0742,1595
2.0799,1595
2.0855,1599
2.0911,1593
2.0965,1599
2.1021,1598
2.1076,1595
2.1132,1599
2.1188,1598
2.1244,1596
2.1301,1602
2.1354,1595
2.141,1596
2.1467,1600
2.1523,1595
2.1576,1598
2.1632,1599
2.1688,1595
2.1744,1598
2.1798,1599
2.1854,1595
2.191,1600
2.1966,1597
2.2023,1595
2.2076,1599
2.2132,1596
2.2188,1594
2.2244,1601
2.23,1596
2.2354,1597
2.241,1599
2.2466,1597
2.2522,1592
2.2576,1600
2.2632,1598
2.2688,1596
2.2744,1600
2.2801,1597
2.2854,1596
2.291,1600
2.2966,1594
2.3023,1598
2.3076,1600
2.3132,1594
2.3188,1596
2.3245,1599
2.3298,1596
2.3354,1597
2.341,1597
2.3467,1596
2.352,1601
2.3576,1596
2.3633,1597
2.3689,1599
2.3745,1596
2.3799,1600
2.3855,1600
2.3911,1596
2.3965,1600
2.4021,1598
2.4077,1594
2.4133,1600
2.4187,1598
2.4243,1596
2.4299,1599
2.4356,1597
2.4409,1598
2.4465,1599
2.4522,1597
2.4578,1597
2.4634,1603
2.4688,1596
2.4744,1594
2.48,1600
2.4854,1595
2.491,1596
2.4966,1601
2.5022,1594
2.5076,1597
2.5132,1601
2.5188,1595
2.5245,1595
2.5298,1598
2.5354,1595
2.5411,1598
2.5467,1599
2.552,1594
2.5577,1602
2.5633,1597
2.5689,1594
2.5743,1600
2.5799,1595
2.5855,1596
2.5911,1599
2.5965,1595
2.6021,1597
2.6077,1598
2.6133,1596
2.619,1598
2.6243,1597
2.6299,1596
2.6355,1599
2.6412,1595
2.6465,1597
2.6521,1600
2.6578,1595
2.6634,1601
2.6687,1597
2.6743,1596
2.68,1599
2.6856,1595
2.6911,1596
2.6965,1600
2.7021,1594
2.7077,1599
2.7134,1598
2.7187,1596
2.7243,1599
2.73,1597
2.7356,1595
2.7409,1601
2.7466,1597
2.7522,1594
2.7578,1601
2.7632,1595
2.7688,1594
2.7744,1600
2.7798,1598
2.7854,1595
