Experiment: Mar_19_osmo_expt vial 14, Fri Mar 19 17:11:23 2021
0.0055,0.0
0.0112,0.0005341504968161548
0.0165,0.0005386613056583833
0.0222,0.0002670792936411148
0.0278,0.0005431762388001804
0.0334,0.0005401658251167341
0.0388,0.001075762877748132
0.0444,0.001347291008151008
0.05,0.0005371572444566874
0.0554,0.00026557400120219565
0.061,0.0008012136095236766
0.0667,0.0016173022331363862
0.0723,0.00026557400120219565
0.0776,0.0008117270037107938
0.0833,0.0013532897285843948
0.0889,0.0010772631017094136
0.0943,0.0018858016211739104
0.0999,0.0005386613056583833
0.1056,-1.5078984438865461e-06
0.111,0.0002670792936411148
0.1167,0.0008147349549193494
0.1223,0.0013487900008750664
0.1276,0.0010772631017094136
0.1333,0.0005371572444566874
0.1389,0.0005386613056583833
0.1446,0.001621795517600444
0.1499,0.0005401658251167341
0.1555,0.0008072185138138233
0.1612,0.0008087208855229733
0.1665,0.0008042151451583823
0.1722,0.0005371572444566874
0.1778,0.0008072185138138233
0.1832,0.001075762877748132
0.1888,0.0008087208855229733
0.1945,0.0005386613056583833
0.1998,0.00026858504433713293
0.2055,0.001615805388157976
0.2111,0.0008057166003582195
0.2167,0.0016173022331363862
0.2221,0.001347291008151008
0.2277,0.0005356536415085378
0.2333,0.0005401658251167341
0.239,0.0010742631120408408
0.2443,0.0005386613056583833
0.25,0.0008087208855229733
0.2555,-3.0153386320064257e-06
0.2611,0.0005416708028308514
0.2667,0.0008072185138138233
0.2721,0.0002670792936411148
0.2777,0.0005386613056583833
0.2834,-0.00027010793474468997
0.289,0.0008057166003582195
0.2943,0.0010787637839277942
0.3,0.0005371572444566874
0.3056,0.0010832685801147601
0.311,0.0005356536415085378
0.3167,0.0005416708028308514
0.3223,0.00026557400120219565
0.3276,0.0013517893610927034
0.3333,0.001084771095354431
0.3389,0.0018902884623948069
0.3445,0.0013502894518562236
0.3499,0.0008147349549193494
0.3555,-3.0153386320064257e-06
0.3611,0.0008072185138138233
0.3665,0.0008072185138138233
0.3721,0.0010772631017094136
0.3778,0.0010772631017094136
0.3834,-3.0153386320064257e-06
0.389,0.0008027141482134237
0.3944,0.001075762877748132
0.4,0.0010787637839277942
0.4057,0.000544682133024943
0.411,0.0002700912532880295
0.4166,0.0013517893610927034
0.4223,-4.52232056347146e-06
0.4276,0.0
0.4332,0.0008072185138138233
0.4389,0.001345792473680496
0.4445,0.0002670792936411148
0.4499,0.0005356536415085378
0.4555,0.001081766523130523
0.4612,0.0002700912532880295
0.4666,-4.52232056347146e-06
0.4722,0.0008087208855229733
0.4778,0.001345792473680496
0.4832,0.0018872967766579984
0.4888,-0.0005417438283754628
0.4945,-1.5078984438865461e-06
0.5001,-0.0002640650004468448
0.5054,0.00026858504433713293
0.5111,0.0008117270037107938
0.5167,0.0010832685801147601
0.5221,0.0008057166003582195
0.5278,0.0005401658251167341
0.5334,0.0005371572444566874
0.5387,0.0005356536415085378
0.5444,-0.0005447650084652311
0.55,0.0010787637839277942
0.5556,0.0005296438122699421
0.561,0.00026557400120219565
0.5666,0.0010712649553912268
0.5722,0.0010802649244014972
0.5779,-7.534909663542422e-06
0.5832,0.0010802649244014972
0.5889,0.0008042151451583823
0.5943,0.0005386613056583833
0.6,0.00026557400120219565
0.6056,0.0010772631017094136
0.6112,0.0008042151451583823
0.6166,0.0008072185138138233
0.6222,0.0002700912532880295
0.6279,0.001081766523130523
0.6332,0.001615805388157976
0.6388,0.0002700912532880295
0.6445,0.0010787637839277942
0.6501,0.0010712649553912268
0.6554,-3.0153386320064257e-06
0.6611,0.001345792473680496
0.6667,0.0010772631017094136
0.6723,0.0010772631017094136
0.6777,0.0008057166003582195
0.6833,-4.52232056347146e-06
0.6889,0.001615805388157976
0.6945,0.00026858504433713293
0.6999,0.0005341504968161548
0.7055,-4.52232056347146e-06
0.7111,0.0008042151451583823
0.7168,0.0002700912532880295
0.7221,0.0008117270037107938
0.7278,0.0005386613056583833
0.7334,0.0018858016211739104
0.739,0.0008057166003582195
0.7444,0.0008102237154892222
0.75,-0.00027463532378535493
0.7556,-0.00027463532378535493
0.7612,0.0002670792936411148
0.7666,0.0005401658251167341
0.7722,0.0008102237154892222
0.7779,0.001347291008151008
0.7832,0.0002715979204946928
0.7888,0.00026557400120219565
0.7944,-4.52232056347146e-06
0.8001,0.0005341504968161548
0.8057,0.0008042151451583823
0.8111,0.0008057166003582195
0.8167,0.0013442943974653065
0.8223,0.00026557400120219565
0.8277,0.0005386613056583833
0.8333,0.0008027141482134237
0.8389,0.0010742631120408408
0.8446,0.00026557400120219565
0.8499,0.0008057166003582195
0.8556,0.0005356536415085378
0.8612,0.0002670792936411148
0.8666,0.0010802649244014972
0.8722,0.0
