Experiment: Apr27_cal_tst_expt vial 11, Wed Apr 27 17:25:27 2022
0.004,56485
0.0091,56484
0.0148,56475
0.0201,56466
0.0258,56462
0.0314,56447
0.0368,56447
0.0424,56422
0.0481,56381
0.0534,56352
0.0591,56347
0.0647,56338
0.0704,56289
0.0757,56340
0.0813,56272
0.0869,56278
0.0926,56242
0.0979,56234
0.1035,56240
0.1092,56225
0.1145,56207
0.1202,56194
0.1258,56177
0.1314,56188
0.1368,56192
0.1424,56177
0.148,56179
0.1537,56205
0.159,56191
0.1647,56196
0.1703,56192
0.1756,56230
0.1813,56238
0.1869,56256
0.1925,56244
0.1979,56271
0.2035,56284
0.2091,56297
0.2148,56317
0.2201,56343
0.2257,56367
0.2314,56390
0.2368,56409
0.2424,56425
0.2481,56417
0.2537,56430
0.259,56478
0.2647,56501
0.2703,56512
0.2757,56510
0.2813,56535
0.2869,56576
0.2923,56613
0.2979,56655
0.3035,56721
0.3092,56753
0.3148,56778
0.3202,56790
0.3258,56802
0.3312,56808
0.3368,56811
0.3424,56813
0.3481,56816
0.3534,56823
0.3591,56819
0.3647,56825
0.3701,56828
0.3757,56818
0.3813,56809
0.387,56813
0.3923,56811
0.3979,56813
0.4036,56691
0.4092,56692
0.4146,56690
0.4202,56691
0.4258,56690
0.4314,56692
0.4368,56694
0.4424,56694
0.448,56695
0.4537,56692
0.459,56688
0.4647,56685
0.4703,56688
0.4757,56691
0.4813,56683
0.4869,56688
0.4926,56688
0.4979,56680
0.5036,56681
0.5092,56679
0.5146,56683
0.5202,56681
0.5259,56685
0.5312,56683
0.5369,56680
0.5426,56677
0.5479,56677
0.5536,56676
0.559,56682
0.5646,56674
0.5703,56672
0.5757,56676
0.5813,56676
0.587,56673
0.5924,56675
0.5981,56681
0.6037,56674
0.6091,56676
0.6148,56674
0.6201,56672
0.6257,56672
0.6314,56669
0.6368,56674
0.6424,56670
0.6481,56672
0.6535,56672
0.6591,56671
0.6648,56670
0.6701,56673
0.6758,56669
0.6814,56672
0.687,56672
0.6924,56669
0.698,56664
0.7037,56669
0.709,56667
