Experiment: Apr27_cal_tst_expt vial 6, Wed Apr 27 17:25:27 2022
0.004,55623
0.0091,55638
0.0148,55646
0.0201,55659
0.0258,55660
0.0314,55699
0.0368,55725
0.0424,55737
0.0481,55734
0.0534,55733
0.0591,55726
0.0647,55727
0.0704,55725
0.0757,55713
0.0813,55708
0.0869,55675
0.0926,55703
0.0979,55693
0.1035,55672
0.1092,55606
0.1145,55564
0.1202,55521
0.1258,55481
0.1314,55402
0.1368,55313
0.1424,55277
0.148,55217
0.1537,55232
0.159,55401
0.1647,55277
0.1703,55349
0.1756,55475
0.1813,55567
0.1869,55639
0.1925,55682
0.1979,55702
0.2035,55695
0.2091,55710
0.2148,55719
0.2201,55713
0.2257,55730
0.2314,55721
0.2368,55716
0.2424,55722
0.2481,55717
0.2537,55731
0.259,55732
0.2647,55717
0.2703,55732
0.2757,55728
0.2813,55721
0.2869,55734
0.2923,55731
0.2979,55732
0.3035,55742
0.3092,55740
0.3148,55736
0.3202,55738
0.3258,55751
0.3312,55744
0.3368,55594
0.3424,55620
0.3481,55619
0.3534,55627
0.3591,55614
0.3647,55623
0.3701,55621
0.3757,55558
0.3813,55621
0.387,55625
0.3923,55561
0.3979,55631
0.4036,55630
0.4092,55635
0.4146,55631
0.4202,55639
0.4258,55642
0.4314,55627
0.4368,55631
0.4424,55631
0.448,55637
0.4537,55635
0.459,55635
0.4647,55635
0.4703,55644
0.4757,55635
0.4813,55637
0.4869,55631
0.4926,55637
0.4979,55633
0.5036,55637
0.5092,55641
0.5146,55578
0.5202,55606
0.5259,55630
0.5312,55633
0.5369,55637
0.5426,55634
0.5479,55635
0.5536,55628
0.559,55633
0.5646,55638
0.5703,55628
0.5757,55635
0.5813,55643
0.587,55632
0.5924,55631
0.5981,55636
0.6037,55632
0.6091,55636
0.6148,55640
0.6201,55636
0.6257,55609
0.6314,55633
0.6368,55631
0.6424,55616
0.6481,55630
0.6535,55632
0.6591,55633
0.6648,55642
0.6701,55617
0.6758,55648
0.6814,55640
0.687,55631
0.6924,55632
0.698,55632
0.7037,55636
0.709,55635
0.7147,55636
0.7203,55634
0.7256,55618
0.7313,55605
0.7369,55622
0.7425,55638
0.7481,55616
0.7537,55632
0.759,55649
0.7647,55646
0.7703,55636
0.7759,55624
0.7813,55566
0.7869,55623
0.7925,55614
0.7979,55625
0.8035,55627
0.8091,55635
0.8147,55638
0.8203,55632
0.8259,55638
0.8313,55636
0.8369,55643
0.8425,55642
0.8479,55646
0.8535,55644
0.8592,55628
0.8648,55642
0.8701,55652
0.8758,55632
0.8814,55653
0.887,55658
0.8924,55633
0.898,55649
0.9037,55651
0.909,55637
0.9147,55657
0.9203,55657
0.9259,55657
0.9313,55637
0.9369,55664
0.9425,55662
0.9479,55660
0.9535,55651
0.9591,55665
0.9648,55663
0.9701,55669
0.9757,55658
0.9814,55661
0.987,55680
0.9924,55656
0.998,55661
1.0036,55669
1.0093,55676
1.0146,55675
1.0203,55669
1.0259,55672
1.0313,55671
1.0369,55673
1.0426,55673
1.0482,55679
1.0535,55683
1.0592,55680
1.0648,55678
1.0704,55690
1.0757,55692
1.0814,55687
1.087,55688
1.0926,55683
1.098,55691
1.1036,55691
1.1092,55690
1.1146,55684
1.1202,55697
1.1258,55701
1.1315,55701
1.1369,55702
1.1425,55715
1.1481,55707
1.1535,55703
1.1592,55702
1.1648,55701
1.1704,55707
1.1758,55704
1.1814,55705
1.1871,55710
1.1924,55717
1.1981,55713
1.2037,55714
1.2091,55712
1.2147,55711
1.2203,55708
1.2259,55711
1.2313,55717
1.2369,55720
1.2425,55731
1.2482,55725
1.2535,55729
1.2592,55732
1.2648,55733
1.2702,55727
1.2758,55737
1.2814,55733
1.2871,55728
1.2924,55729
1.2981,55735
1.3037,55742
1.309,55737
1.3146,55741
1.3202,55740
1.3259,55749
1.3314,55743
1.3371,55742
1.3424,55739
1.3481,55751
1.3537,55748
1.3591,55744
1.3647,55747
1.3702,55762
1.3759,55739
1.3815,55742
1.3868,55755
1.3925,55743
1.398,55748
1.4037,55718
1.4093,55657
1.4146,55746
1.4203,55746
1.4258,55747
1.4315,55751
1.4368,55748
1.4425,55749
1.4481,55745
1.4537,55752
1.4593,55752
1.4647,55739
1.4703,55735
1.4759,55738
1.4815,55743
1.4868,55745
1.4925,55737
1.4981,55746
1.5037,55746
1.5091,55741
1.5147,55736
1.5204,55730
1.5259,55739
1.5315,55729
1.5369,55731
1.5425,55728
1.5481,55736
1.5538,55744
