Experiment: Apr27_cal_tst_expt vial 4, Wed Apr 27 17:25:27 2022
0.004,1640
0.0091,1639
0.0148,1632
0.0201,1622
0.0258,1614
0.0314,1616
0.0368,1623
0.0424,1623
0.0481,1617
0.0534,1617
0.0591,1620
0.0647,1622
0.0704,1616
0.0757,1617
0.0813,1621
0.0869,1620
0.0926,1617
0.0979,1618
0.1035,1622
0.1092,1619
0.1145,1615
0.1202,1618
0.1258,1621
0.1314,1620
0.1368,1616
0.1424,1618
0.148,1623
0.1537,1619
0.159,1616
0.1647,1616
0.1703,1624
0.1756,1621
0.1813,1615
0.1869,1616
0.1925,1623
0.1979,1621
0.2035,1615
0.2091,1617
0.2148,1621
0.2201,1624
0.2257,1617
0.2314,1617
0.2368,1623
0.2424,1621
0.2481,1617
0.2537,1619
0.259,1622
0.2647,1621
0.2703,1615
0.2757,1617
0.2813,1622
0.2869,1620
0.2923,1614
0.2979,1619
0.3035,1621
0.3092,1618
0.3148,1616
0.3202,1619
0.3258,1623
0.3312,1615
0.3368,1618
0.3424,1623
0.3481,1619
0.3534,1616
0.3591,1618
0.3647,1623
0.3701,1618
0.3757,1619
0.3813,1621
0.387,1618
0.3923,1616
0.3979,1620
0.4036,1621
0.4092,1616
0.4146,1618
0.4202,1621
0.4258,1618
0.4314,1618
0.4368,1620
0.4424,1623
0.448,1618
0.4537,1616
0.459,1621
0.4647,1619
0.4703,1617
0.4757,1621
0.4813,1622
0.4869,1615
0.4926,1617
0.4979,1623
0.5036,1620
0.5092,1615
0.5146,1618
0.5202,1621
0.5259,1617
0.5312,1617
0.5369,1621
0.5426,1620
0.5479,1617
0.5536,1620
0.559,1621
0.5646,1618
0.5703,1618
0.5757,1622
0.5813,1617
0.587,1617
0.5924,1622
0.5981,1620
0.6037,1617
0.6091,1621
0.6148,1623
0.6201,1615
0.6257,1617
0.6314,1621
0.6368,1619
0.6424,1617
0.6481,1620
0.6535,1623
0.6591,1619
0.6648,1616
0.6701,1620
0.6758,1621
0.6814,1617
0.687,1616
0.6924,1624
0.698,1621
0.7037,1617
0.709,1622
0.7147,1623
0.7203,1618
0.7256,1619
0.7313,1622
0.7369,1618
0.7425,1616
0.7481,1622
0.7537,1622
0.759,1618
0.7647,1617
0.7703,1622
0.7759,1620
0.7813,1616
0.7869,1619
0.7925,1621
0.7979,1618
0.8035,1617
0.8091,1621
0.8147,1619
0.8203,1616
0.8259,1618
0.8313,1621
0.8369,1618
0.8425,1616
0.8479,1620
0.8535,1620
0.8592,1615
0.8648,1619
0.8701,1622
0.8758,1616
0.8814,1616
0.887,1620
0.8924,1621
0.898,1616
0.9037,1620
0.909,1622
0.9147,1617
0.9203,1616
0.9259,1621
0.9313,1620
0.9369,1617
0.9425,1620
0.9479,1622
0.9535,1616
0.9591,1618
0.9648,1621
0.9701,1622
0.9757,1615
0.9814,1622
0.987,1622
0.9924,1619
0.998,1614
1.0036,1622
1.0093,1621
1.0146,1617
1.0203,1618
1.0259,1624
1.0313,1617
1.0369,1617
1.0426,1621
1.0482,1621
1.0535,1616
1.0592,1621
1.0648,1622
1.0704,1617
1.0757,1618
1.0814,1622
1.087,1619
1.0926,1616
1.098,1619
1.1036,1622
1.1092,1618
1.1146,1616
1.1202,1619
1.1258,1621
1.1315,1617
1.1369,1619
1.1425,1622
1.1481,1618
1.1535,1615
1.1592,1621
1.1648,1621
1.1704,1615
1.1758,1619
1.1814,1622
1.1871,1622
1.1924,1616
1.1981,1620
1.2037,1622
1.2091,1617
1.2147,1616
1.2203,1622
1.2259,1619
1.2313,1617
1.2369,1620
1.2425,1622
1.2482,1616
1.2535,1618
1.2592,1622
1.2648,1618
1.2702,1618
1.2758,1619
1.2814,1622
1.2871,1615
1.2924,1617
1.2981,1622
1.3037,1618
1.309,1618
1.3146,1622
1.3202,1620
1.3259,1615
1.3314,1617
1.3371,1623
1.3424,1618
1.3481,1617
1.3537,1621
1.3591,1620
1.3647,1618
1.3702,1616
1.3759,1623
1.3815,1620
1.3868,1616
1.3925,1621
1.398,1620
1.4037,1615
1.4093,1620
1.4146,1620
1.4203,1616
1.4258,1618
1.4315,1622
1.4368,1621
1.4425,1615
1.4481,1621
1.4537,1624
1.4593,1617
1.4647,1619
1.4703,1621
1.4759,1619
1.4815,1616
1.4868,1620
1.4925,1622
1.4981,1618
1.5037,1616
1.5091,1622
1.5147,1621
1.5204,1615
1.5259,1618
1.5315,1622
1.5369,1619
1.5425,1617
1.5481,1620
1.5538,1622
1.5591,1618
1.5647,1617
1.5704,1623
1.576,1620
1.5814,1615
1.587,1618
1.5924,1623
1.598,1618
1.6036,1615
1.6093,1618
1.6149,1620
1.6203,1616
1.6259,1617
1.6316,1622
1.6369,1618
1.6425,1617
1.6481,1620
1.6535,1622
1.6591,1618
1.6647,1618
1.6703,1621
1.676,1622
1.6813,1619
1.6869,1619
1.6926,1621
1.6982,1617
1.7035,1616
1.7092,1621
1.7148,1620
1.7204,1616
1.7258,1617
1.7314,1622
1.737,1622
1.7427,1614
1.748,1620
1.7536,1624
1.7593,1621
1.7648,1616
1.7704,1620
1.7758,1621
1.7814,1617
1.7871,1620
1.7924,1621
1.7981,1619
1.8037,1617
1.8093,1620
1.8147,1621
1.8203,1617
1.8259,1619
1.8313,1622
1.8369,1619
1.8426,1616
1.8482,1621
1.8535,1622
