Experiment: Apr27_cal_tst_expt vial 8, Wed Apr 27 17:25:27 2022
0.004,1621
0.0091,1617
0.0148,1617
0.0201,1626
0.0258,1634
0.0314,1642
0.0368,1642
0.0424,1635
0.0481,1631
0.0534,1633
0.0591,1639
0.0647,1640
0.0704,1633
0.0757,1632
0.0813,1637
0.0869,1641
0.0926,1635
0.0979,1632
0.1035,1636
0.1092,1640
0.1145,1636
0.1202,1631
0.1258,1636
0.1314,1639
0.1368,1638
0.1424,1633
0.148,1632
0.1537,1639
0.159,1639
0.1647,1633
0.1703,1632
0.1756,1636
0.1813,1638
0.1869,1634
0.1925,1633
0.1979,1640
0.2035,1639
0.2091,1632
0.2148,1633
0.2201,1636
0.2257,1640
0.2314,1634
0.2368,1633
0.2424,1636
0.2481,1639
0.2537,1637
0.259,1633
0.2647,1633
0.2703,1639
0.2757,1639
0.2813,1634
0.2869,1634
0.2923,1639
0.2979,1638
0.3035,1631
0.3092,1636
0.3148,1637
0.3202,1636
0.3258,1632
0.3312,1634
0.3368,1637
0.3424,1638
0.3481,1634
0.3534,1635
0.3591,1640
0.3647,1636
0.3701,1636
0.3757,1635
0.3813,1640
0.387,1635
0.3923,1633
0.3979,1638
0.4036,1638
0.4092,1635
0.4146,1633
0.4202,1638
0.4258,1639
0.4314,1633
0.4368,1633
0.4424,1639
0.448,1637
0.4537,1633
0.459,1634
0.4647,1639
0.4703,1639
0.4757,1633
0.4813,1633
0.4869,1638
0.4926,1637
0.4979,1635
0.5036,1633
0.5092,1637
0.5146,1637
0.5202,1633
0.5259,1634
0.5312,1639
0.5369,1638
0.5426,1633
0.5479,1634
0.5536,1638
0.559,1639
0.5646,1636
0.5703,1635
0.5757,1640
0.5813,1637
0.587,1635
0.5924,1636
0.5981,1639
0.6037,1638
0.6091,1633
0.6148,1635
0.6201,1639
0.6257,1635
0.6314,1632
0.6368,1636
0.6424,1639
0.6481,1635
0.6535,1633
0.6591,1638
0.6648,1639
0.6701,1633
0.6758,1635
0.6814,1639
0.687,1637
0.6924,1632
0.698,1634
0.7037,1638
0.709,1637
0.7147,1632
0.7203,1634
0.7256,1641
0.7313,1638
0.7369,1633
0.7425,1634
0.7481,1639
0.7537,1637
0.759,1634
0.7647,1634
0.7703,1639
0.7759,1636
0.7813,1633
0.7869,1636
0.7925,1638
0.7979,1638
0.8035,1634
0.8091,1636
0.8147,1639
0.8203,1635
0.8259,1634
0.8313,1637
0.8369,1638
0.8425,1635
0.8479,1633
0.8535,1639
0.8592,1639
0.8648,1633
0.8701,1632
0.8758,1638
0.8814,1638
0.887,1635
0.8924,1635
0.898,1638
0.9037,1635
0.909,1634
0.9147,1636
0.9203,1638
0.9259,1634
0.9313,1630
0.9369,1636
0.9425,1640
0.9479,1635
0.9535,1633
0.9591,1637
0.9648,1640
0.9701,1636
0.9757,1633
0.9814,1637
0.987,1641
0.9924,1634
0.998,1633
1.0036,1637
1.0093,1639
1.0146,1636
1.0203,1633
1.0259,1638
1.0313,1642
1.0369,1635
1.0426,1634
1.0482,1637
1.0535,1639
1.0592,1634
1.0648,1636
1.0704,1638
1.0757,1637
1.0814,1633
1.087,1636
1.0926,1639
1.098,1637
1.1036,1633
1.1092,1637
1.1146,1639
1.1202,1635
1.1258,1632
1.1315,1637
1.1369,1636
1.1425,1635
1.1481,1633
1.1535,1637
1.1592,1640
1.1648,1634
1.1704,1634
1.1758,1639
1.1814,1638
1.1871,1634
1.1924,1631
1.1981,1637
1.2037,1637
1.2091,1635
1.2147,1635
1.2203,1639
