Experiment: Apr27_cal_tst_expt vial 0, Wed Apr 27 17:25:27 2022
0.004,1584
0.0091,1581
0.0148,1582
0.0201,1596
0.0258,1606
0.0314,1607
0.0368,1601
0.0424,1595
0.0481,1601
0.0534,1598
0.0591,1594
0.0647,1600
0.0704,1601
0.0757,1594
0.0813,1600
0.0869,1602
0.0926,1597
0.0979,1599
0.1035,1597
0.1092,1593
0.1145,1601
0.1202,1599
0.1258,1594
0.1314,1600
0.1368,1601
0.1424,1592
0.148,1599
0.1537,1600
0.159,1596
0.1647,1597
0.1703,1596
0.1756,1597
0.1813,1599
0.1869,1595
0.1925,1600
0.1979,1598
0.2035,1596
0.2091,1602
0.2148,1597
0.2201,1594
0.2257,1600
0.2314,1599
0.2368,1597
0.2424,1601
0.2481,1599
0.2537,1596
0.259,1601
0.2647,1599
0.2703,1594
0.2757,1600
0.2813,1597
0.2869,1596
0.2923,1599
0.2979,1598
0.3035,1595
0.3092,1599
0.3148,1596
0.3202,1598
0.3258,1599
0.3312,1595
0.3368,1598
0.3424,1599
0.3481,1594
0.3534,1599
0.3591,1599
0.3647,1594
0.3701,1598
0.3757,1599
0.3813,1593
0.387,1599
0.3923,1598
0.3979,1596
0.4036,1601
0.4092,1599
0.4146,1597
0.4202,1600
0.4258,1597
0.4314,1596
0.4368,1600
0.4424,1598
0.448,1594
0.4537,1599
0.459,1596
0.4647,1595
0.4703,1599
0.4757,1596
0.4813,1597
0.4869,1600
0.4926,1594
0.4979,1597
0.5036,1601
0.5092,1595
0.5146,1596
0.5202,1602
0.5259,1594
0.5312,1595
0.5369,1602
0.5426,1594
0.5479,1596
0.5536,1600
0.559,1594
0.5646,1594
0.5703,1600
0.5757,1595
0.5813,1594
0.587,1601
0.5924,1598
0.5981,1594
0.6037,1601
0.6091,1596
0.6148,1596
0.6201,1599
0.6257,1596
0.6314,1596
0.6368,1600
0.6424,1597
0.6481,1595
0.6535,1600
0.6591,1596
0.6648,1597
0.6701,1599
0.6758,1595
0.6814,1598
0.687,1598
0.6924,1595
0.698,1597
0.7037,1600
0.709,1594
0.7147,1596
0.7203,1600
0.7256,1597
0.7313,1594
0.7369,1602
0.7425,1596
0.7481,1594
0.7537,1602
0.759,1596
0.7647,1596
0.7703,1601
0.7759,1596
0.7813,1597
0.7869,1600
0.7925,1595
0.7979,1597
0.8035,1599
0.8091,1596
0.8147,1598
0.8203,1602
0.8259,1594
0.8313,1598
0.8369,1599
0.8425,1595
0.8479,1597
0.8535,1602
0.8592,1596
0.8648,1596
0.8701,1599
0.8758,1593
0.8814,1600
0.887,1599
0.8924,1594
0.898,1599
0.9037,1601
0.909,1593
0.9147,1598
0.9203,1601
0.9259,1595
0.9313,1596
0.9369,1601
0.9425,1596
0.9479,1594
0.9535,1602
0.9591,1597
0.9648,1596
0.9701,1601
0.9757,1598
0.9814,1595
0.987,1600
0.9924,1598
0.998,1597
1.0036,1602
1.0093,1598
1.0146,1592
1.0203,1601
1.0259,1597
1.0313,1594
1.0369,1599
1.0426,1595
1.0482,1597
1.0535,1600
1.0592,1593
1.0648,1597
1.0704,1600
1.0757,1594
1.0814,1598
1.087,1600
1.0926,1594
1.098,1597
1.1036,1600
1.1092,1594
1.1146,1595
1.1202,1601
1.1258,1595
1.1315,1598
1.1369,1601
1.1425,1594
1.1481,1598
1.1535,1599
1.1592,1595
1.1648,1599
1.1704,1597
1.1758,1595
1.1814,1600
1.1871,1600
1.1924,1593
1.1981,1599
1.2037,1597
1.2091,1595
1.2147,1599
1.2203,1597
1.2259,1595
1.2313,1602
1.2369,1597
1.2425,1593
1.2482,1600
1.2535,1598
1.2592,1595
1.2648,1599
1.2702,1598
1.2758,1594
1.2814,1599
1.2871,1598
1.2924,1595
1.2981,1599
1.3037,1597
1.309,1595
1.3146,1601
1.3202,1598
1.3259,1595
1.3314,1601
1.3371,1599
1.3424,1595
1.3481,1600
1.3537,1598
1.3591,1594
1.3647,1599
1.3702,1596
1.3759,1595
1.3815,1601
1.3868,1595
1.3925,1598
1.398,1597
1.4037,1595
1.4093,1600
1.4146,1597
1.4203,1595
1.4258,1602
1.4315,1600
1.4368,1594
1.4425,1599
1.4481,1601
1.4537,1597
1.4593,1598
1.4647,1600
1.4703,1594
1.4759,1597
1.4815,1599
1.4868,1593
1.4925,1597
1.4981,1601
1.5037,1595
1.5091,1599
1.5147,1600
1.5204,1594
1.5259,1599
1.5315,1599
1.5369,1596
1.5425,1598
1.5481,1599
1.5538,1592
1.5591,1599
1.5647,1599
1.5704,1596
1.576,1602
1.5814,1596
1.587,1595
1.5924,1600
1.598,1595
1.6036,1596
1.6093,1601
1.6149,1594
1.6203,1598
1.6259,1601
1.6316,1597
1.6369,1598
1.6425,1601
1.6481,1596
1.6535,1598
1.6591,1598
1.6647,1594
1.6703,1599
1.676,1597
1.6813,1596
1.6869,1598
1.6926,1595
1.6982,1597
1.7035,1602
1.7092,1595
1.7148,1598
1.7204,1601
1.7258,1595
1.7314,1599
1.737,1600
1.7427,1593
1.748,1599
1.7536,1601
1.7593,1594
1.7648,1598
1.7704,1600
1.7758,1593
1.7814,1599
1.7871,1599
1.7924,1593
1.7981,1597
1.8037,1599
1.8093,1594
1.8147,1599
1.8203,1600
1.8259,1595
1.8313,1597
1.8369,1600
1.8426,1596
1.8482,1595
1.8535,1598
1.8592,1596
1.8648,1597
1.8704,1600
1.8758,1594
1.8814,1598
1.8871,1601
1.8924,1596
1.898,1598
1.9037,1600
1.9093,1596
1.9146,1599
1.9203,1602
1.9259,1595
1.9315,1601
1.9369,1598
1.9425,1594
1.9482,1600
1.9535,1597
1.9591,1597
1.9648,1601
1.9704,1596
1.9757,1596
1.9813,1601
1.987,1594
1.9926,1595
1.998,1600
2.0036,1596
2.0093,1595
2.0149,1600
2.0203,1596
2.0259,1597
2.0315,1600
2.0369,1595
2.0425,1597
2.0481,1600
2.0538,1595
2.0591,1597
2.0648,1600
2.0704,1595
2.076,1599
2.0814,1601
2.087,1594
2.0926,1599
2.098,1599
2.1036,1595
2.1093,1598
2.1149,1599
2.1203,1595
2.1259,1601
2.1315,1600
2.1369,1597
2.1425,1601
2.1481,1597
2.1538,1595
2.1591,1603
2.1648,1597
2.1704,1595
2.176,1602
2.1813,1596
2.187,1595
2.1926,1600
2.198,1597
2.2036,1597
2.2092,1601
2.2149,1599
2.2202,1595
2.2259,1603
2.2315,1596
2.2371,1595
2.2425,1600
2.2481,1596
2.2538,1594
2.2591,1602
2.2648,1597
2.2704,1597
2.2757,1602
2.2814,1595
2.287,1595
2.2927,1604
2.298,1595
2.3036,1593
2.3093,1603
2.3149,1597
2.3203,1596
2.3259,1602
2.3315,1598
2.3369,1595
2.3425,1601
2.3481,1597
2.3538,1593
2.3591,1601
2.3648,1600
2.3704,1594
2.3759,1599
2.3816,1599
2.3869,1594
2.3925,1597
2.3982,1600
2.4038,1595
2.4092,1601
2.4148,1599
2.4204,1593
2.426,1598
2.4314,1595
2.437,1598
2.4427,1599
2.448,1595
2.4536,1600
2.4593,1600
2.4649,1596
2.4702,1599
2.4759,1599
2.4815,1595
2.4871,1603
2.4925,1598
2.4981,1595
2.5038,1601
2.5091,1598
2.5148,1596
2.5204,1599
2.5257,1598
2.5314,1597
2.537,1603
2.5427,1597
2.5483,1595
2.5536,1601
2.5593,1598
2.5649,1594
2.5702,1601
2.5759,1599
2.5815,1594
2.5871,1598
2.5925,1598
2.5981,1595
2.6037,1600
2.6093,1600
2.6147,1593
2.6203,1602
2.626,1599
2.6316,1594
2.6369,1599
2.6426,1598
2.6482,1594
2.6538,1599
2.6592,1599
2.6648,1594
2.6705,1601
2.6758,1598
2.6814,1596
2.6871,1600
2.6925,1597
2.6981,1596
