Experiment: Apr27_cal_tst_expt vial 7, Wed Apr 27 17:25:27 2022
0.004,1622
0.0091,1627
0.0148,1630
0.0201,1631
0.0258,1629
0.0314,1632
0.0368,1628
0.0424,1626
0.0481,1631
0.0534,1629
0.0591,1625
0.0647,1631
0.0704,1631
0.0757,1625
0.0813,1629
0.0869,1633
0.0926,1628
0.0979,1627
0.1035,1633
0.1092,1626
0.1145,1628
0.1202,1634
0.1258,1628
0.1314,1626
0.1368,1630
0.1424,1632
0.148,1626
0.1537,1630
0.159,1632
0.1647,1628
0.1703,1626
0.1756,1633
0.1813,1628
0.1869,1627
0.1925,1635
0.1979,1631
0.2035,1624
0.2091,1629
0.2148,1631
0.2201,1626
0.2257,1628
0.2314,1632
0.2368,1629
0.2424,1626
0.2481,1632
0.2537,1631
0.259,1626
0.2647,1631
0.2703,1632
0.2757,1627
0.2813,1627
0.2869,1633
0.2923,1630
0.2979,1628
0.3035,1633
0.3092,1628
0.3148,1627
0.3202,1633
0.3258,1631
0.3312,1627
0.3368,1632
0.3424,1628
0.3481,1625
0.3534,1631
0.3591,1630
0.3647,1625
0.3701,1631
0.3757,1630
0.3813,1628
0.387,1630
0.3923,1633
0.3979,1627
0.4036,1626
0.4092,1632
0.4146,1629
0.4202,1625
0.4258,1632
0.4314,1631
0.4368,1623
0.4424,1629
0.448,1632
0.4537,1627
0.459,1627
0.4647,1634
0.4703,1627
0.4757,1626
0.4813,1633
0.4869,1630
0.4926,1625
0.4979,1629
0.5036,1633
0.5092,1627
0.5146,1628
0.5202,1632
0.5259,1627
0.5312,1627
0.5369,1632
0.5426,1629
0.5479,1625
0.5536,1632
0.559,1631
0.5646,1627
0.5703,1630
0.5757,1631
0.5813,1626
0.587,1628
0.5924,1630
0.5981,1626
0.6037,1628
0.6091,1632
0.6148,1628
0.6201,1627
0.6257,1634
0.6314,1629
0.6368,1624
0.6424,1632
0.6481,1628
0.6535,1626
0.6591,1629
0.6648,1633
0.6701,1626
0.6758,1624
0.6814,1632
0.687,1631
0.6924,1624
0.698,1632
0.7037,1632
0.709,1625
0.7147,1628
0.7203,1632
0.7256,1631
0.7313,1626
0.7369,1631
0.7425,1632
0.7481,1626
0.7537,1629
0.759,1631
0.7647,1629
0.7703,1629
0.7759,1633
0.7813,1630
0.7869,1627
0.7925,1633
0.7979,1629
0.8035,1626
0.8091,1631
0.8147,1631
0.8203,1624
0.8259,1629
0.8313,1633
0.8369,1627
0.8425,1628
0.8479,1632
0.8535,1629
0.8592,1628
0.8648,1632
0.8701,1627
0.8758,1629
0.8814,1632
0.887,1628
0.8924,1628
0.898,1632
0.9037,1629
0.909,1628
0.9147,1631
0.9203,1631
0.9259,1625
0.9313,1630
0.9369,1629
0.9425,1626
0.9479,1632
0.9535,1632
0.9591,1626
0.9648,1630
0.9701,1633
0.9757,1628
0.9814,1626
0.987,1632
0.9924,1630
0.998,1624
1.0036,1629
1.0093,1631
1.0146,1628
1.0203,1627
1.0259,1631
1.0313,1627
1.0369,1626
1.0426,1632
1.0482,1629
1.0535,1625
1.0592,1632
1.0648,1629
1.0704,1626
1.0757,1630
1.0814,1633
1.087,1626
1.0926,1630
1.098,1631
1.1036,1626
1.1092,1629
1.1146,1630
1.1202,1626
1.1258,1627
1.1315,1633
1.1369,1629
1.1425,1625
1.1481,1631
1.1535,1630
1.1592,1624
1.1648,1629
1.1704,1632
1.1758,1626
1.1814,1627
1.1871,1632
1.1924,1629
1.1981,1625
1.2037,1631
1.2091,1630
1.2147,1626
1.2203,1632
1.2259,1629
1.2313,1625
1.2369,1629
1.2425,1634
1.2482,1627
1.2535,1628
1.2592,1631
1.2648,1629
1.2702,1628
1.2758,1632
1.2814,1628
1.2871,1628
1.2924,1632
1.2981,1628
1.3037,1627
1.309,1633
1.3146,1629
1.3202,1625
1.3259,1629
1.3314,1632
1.3371,1625
1.3424,1629
1.3481,1631
1.3537,1625
1.3591,1628
1.3647,1632
1.3702,1627
1.3759,1626
1.3815,1631
1.3868,1632
1.3925,1627
1.398,1633
1.4037,1631
1.4093,1626
1.4146,1630
1.4203,1631
1.4258,1629
1.4315,1626
1.4368,1631
1.4425,1629
1.4481,1628
1.4537,1632
1.4593,1630
1.4647,1626
1.4703,1631
1.4759,1630
1.4815,1626
1.4868,1631
1.4925,1631
1.4981,1628
1.5037,1630
1.5091,1633
1.5147,1627
1.5204,1627
1.5259,1630
1.5315,1628
1.5369,1626
1.5425,1632
1.5481,1628
1.5538,1627
1.5591,1632
1.5647,1629
1.5704,1627
1.576,1631
1.5814,1630
1.587,1625
1.5924,1630
1.598,1630
1.6036,1623
1.6093,1628
1.6149,1632
1.6203,1626
1.6259,1626
1.6316,1632
1.6369,1630
1.6425,1626
1.6481,1631
1.6535,1633
1.6591,1628
1.6647,1628
1.6703,1633
1.676,1629
1.6813,1624
1.6869,1630
1.6926,1632
1.6982,1626
1.7035,1628
1.7092,1631
1.7148,1627
1.7204,1628
1.7258,1631
1.7314,1627
1.737,1629
1.7427,1633
1.748,1630
1.7536,1626
