Experiment: Feb_8_Batch_expt_zeroed vial 7, Mon Feb  8 17:45:11 2021
0.0049,1646
0.0103,1642
0.0159,1637
0.0213,1631
0.0269,1626
0.0326,1623
0.0382,1627
0.0436,1625
0.0492,1623
0.0546,1627
0.0602,1627
0.0659,1621
0.0715,1625
0.0769,1628
0.0826,1622
0.088,1627
0.0936,1628
0.0992,1624
0.1046,1625
0.1102,1628
0.1159,1625
0.1215,1622
0.1269,1627
0.1325,1624
0.1381,1622
0.1435,1627
0.1491,1623
0.1548,1622
0.1604,1627
0.1658,1626
0.1715,1620
0.1768,1626
0.1825,1627
0.1881,1622
0.1938,1624
0.2032,1628
0.2046,1622
0.2103,1622
0.216,1627
0.2213,1624
0.2269,1621
0.2359,1628
0.238,1629
0.2436,1622
0.2493,1628
0.2607,1627
0.2622,1620
0.2659,1625
0.2713,1629
0.282,1623
0.2827,1622
0.2881,1627
0.2937,1626
0.3039,1620
0.3046,1626
0.3103,1628
0.3159,1623
0.3254,1623
0.3271,1629
0.3324,1624
0.3381,1623
0.3437,1628
0.354,1624
0.3567,1622
0.3604,1626
0.3658,1627
0.3764,1623
0.3788,1628
0.3825,1626
0.3881,1622
0.398,1626
0.3991,1627
0.4047,1622
0.4104,1625
0.4158,1630
0.4214,1620
0.427,1623
0.4327,1627
0.438,1622
0.4437,1620
0.4493,1628
0.4547,1625
0.4603,1620
0.466,1626
0.4713,1627
0.477,1619
0.4826,1624
0.488,1630
0.4937,1626
0.4993,1622
0.5047,1627
0.5103,1621
0.5159,1623
0.5216,1628
0.5269,1627
0.5326,1621
0.5379,1626
0.5436,1627
0.5492,1622
0.5549,1623
0.5602,1627
0.5659,1625
0.5715,1621
0.5769,1627
0.5825,1627
0.5881,1622
0.5938,1624
0.5992,1629
0.6048,1624
0.6102,1622
0.6159,1627
0.6215,1625
0.6269,1619
0.6324,1622
0.6381,1628
0.6437,1624
0.6491,1622
0.6547,1628
0.6603,1624
0.666,1623
0.6713,1628
0.6769,1627
0.6826,1622
0.6882,1624
0.6935,1629
0.6992,1626
0.7048,1620
0.7102,1625
0.7158,1628
0.7214,1626
0.7271,1624
0.7324,1629
0.7381,1625
0.7437,1620
0.7493,1624
0.7547,1628
0.7603,1622
0.766,1623
0.7713,1628
0.777,1621
0.7826,1623
0.7882,1628
0.7936,1624
0.7992,1623
