Experiment: Feb_8_Batch_expt_zeroed vial 2, Mon Feb  8 17:45:11 2021
0.0049,1630
0.0103,1626
0.0159,1621
0.0213,1615
0.0269,1612
0.0326,1607
0.0382,1609
0.0436,1610
0.0492,1607
0.0546,1607
0.0602,1612
0.0659,1611
0.0715,1605
0.0769,1611
0.0826,1609
0.088,1606
0.0936,1609
0.0992,1610
0.1046,1608
0.1102,1607
0.1159,1611
0.1215,1609
0.1269,1605
0.1325,1609
0.1381,1609
0.1435,1605
0.1491,1610
0.1548,1609
0.1604,1605
0.1658,1608
0.1715,1612
0.1768,1606
0.1825,1606
0.1881,1611
0.1938,1605
0.2032,1606
0.2046,1611
0.2103,1607
0.216,1604
0.2213,1608
0.2269,1612
0.2359,1605
0.238,1610
0.2436,1611
0.2493,1608
0.2607,1605
0.2622,1610
0.2659,1609
0.2713,1606
0.282,1610
0.2827,1608
0.2881,1606
0.2937,1609
0.3039,1609
0.3046,1604
0.3103,1611
0.3159,1608
0.3254,1604
0.3271,1607
0.3324,1611
0.3381,1606
0.3437,1607
0.354,1612
0.3567,1606
0.3604,1606
0.3658,1611
0.3764,1605
0.3788,1607
0.3825,1611
0.3881,1605
0.398,1607
0.3991,1611
0.4047,1605
0.4104,1606
0.4158,1612
0.4214,1606
0.427,1606
0.4327,1609
0.438,1608
0.4437,1604
0.4493,1611
0.4547,1606
0.4603,1606
0.466,1611
0.4713,1607
0.477,1606
0.4826,1611
0.488,1609
0.4937,1604
0.4993,1610
0.5047,1609
0.5103,1605
0.5159,1609
0.5216,1608
0.5269,1603
0.5326,1607
0.5379,1610
0.5436,1606
0.5492,1607
0.5549,1611
0.5602,1605
0.5659,1608
0.5715,1611
0.5769,1605
0.5825,1606
0.5881,1610
0.5938,1609
0.5992,1605
0.6048,1610
0.6102,1607
0.6159,1604
0.6215,1609
0.6269,1610
0.6324,1604
0.6381,1607
0.6437,1611
0.6491,1605
0.6547,1608
0.6603,1613
0.666,1605
0.6713,1606
0.6769,1613
0.6826,1610
0.6882,1604
0.6935,1609
0.6992,1610
0.7048,1605
0.7102,1609
0.7158,1610
0.7214,1603
0.7271,1607
0.7324,1610
0.7381,1604
0.7437,1607
0.7493,1610
0.7547,1605
0.7603,1606
0.766,1612
0.7713,1609
0.777,1604
0.7826,1610
0.7882,1611
0.7936,1604
0.7992,1608
0.8049,1614
0.8102,1607
0.8159,1605
0.8215,1609
0.8271,1607
0.8325,1606
0.8381,1611
0.8438,1609
0.8491,1606
0.8548,1610
0.8604,1609
0.8658,1604
0.8714,1609
0.877,1611
0.8827,1604
0.888,1607
0.8936,1609
0.8993,1605
0.9049,1607
0.9102,1611
0.9159,1607
0.9215,1605
0.9269,1610
0.9325,1611
0.9381,1604
0.9438,1607
0.9491,1612
0.9548,1606
0.9604,1604
0.9658,1612
0.9714,1609
0.977,1606
0.9827,1612
0.988,1609
0.9937,1606
0.9993,1610
1.0047,1610
1.0103,1606
1.016,1606
1.0213,1610
1.027,1607
1.0326,1605
1.0382,1610
1.0436,1608
1.0492,1605
1.0548,1607
1.0602,1613
1.0659,1609
1.0715,1603
1.0769,1611
1.0825,1610
1.0882,1604
1.0936,1607
1.0992,1609
1.1048,1607
1.1105,1606
1.1158,1613
1.1215,1607
1.1271,1605
1.1325,1611
1.1381,1610
1.1437,1603
1.1494,1606
1.1547,1609
1.1603,1606
1.166,1607
1.1713,1611
1.177,1606
1.1826,1606
1.1883,1611
1.1936,1609
1.1993,1604
1.2049,1608
1.2103,1611
1.2159,1605
1.2215,1606
1.2269,1612
1.2325,1608
1.238,1604
1.2436,1609
1.2492,1608
1.2548,1606
1.2605,1608
1.2658,1611
1.2714,1606
1.2771,1607
1.2824,1609
1.2881,1607
1.2938,1605
1.2991,1610
1.3048,1610
1.3104,1605
1.3158,1607
1.3215,1608
1.3271,1606
1.3325,1608
1.3381,1611
1.3438,1606
1.3492,1604
1.3548,1610
1.3604,1607
1.3658,1605
1.3715,1610
1.3771,1611
1.3825,1605
1.3882,1607
1.3938,1610
1.3992,1608
1.4048,1604
1.4102,1611
1.4158,1609
1.4215,1605
1.4271,1608
1.4325,1610
1.4381,1606
1.4437,1605
1.4491,1609
1.4547,1608
1.4604,1605
1.466,1609
1.4714,1612
1.477,1606
1.4826,1606
1.4883,1611
1.4936,1609
1.4992,1602
1.5048,1608
1.5105,1610
1.5158,1604
1.5215,1605
1.527,1612
1.5324,1607
1.5381,1603
1.5438,1610
1.5491,1611
1.5548,1604
1.5604,1607
1.5658,1612
1.5714,1606
1.577,1605
1.5827,1611
1.588,1609
1.5937,1604
1.5993,1609
1.6047,1609
1.6103,1603
1.6159,1607
1.6215,1611
1.6271,1606
1.6325,1605
1.6381,1610
1.6437,1608
1.6493,1605
1.6547,1611
1.6603,1611
1.6659,1603
1.6715,1608
1.6769,1610
1.6825,1606
1.6882,1604
1.6938,1613
1.6992,1609
1.7048,1604
1.7105,1608
1.7158,1608
1.7215,1604
1.7271,1608
1.7327,1608
1.7381,1606
1.7438,1605
1.7491,1609
1.7548,1608
1.7604,1604
1.7658,1612
1.7714,1609
1.7771,1604
1.7827,1610
1.7881,1610
1.7937,1604
1.7993,1607
1.8047,1613
1.8103,1604
1.816,1605
1.8214,1610
1.827,1609
1.8326,1606
1.8383,1609
1.8436,1609
1.8492,1603
1.8549,1607
1.8603,1608
1.8659,1605
1.8715,1608
1.8772,1611
1.8825,1605
1.8881,1607
1.8937,1611
1.8994,1608
1.9047,1604
1.9103,1612
1.9159,1613
1.9216,1606
1.9269,1610
1.9326,1609
1.9381,1604
1.9437,1609
1.9491,1610
1.9548,1606
1.9604,1606
1.9658,1612
1.9714,1607
1.977,1608
1.9827,1610
1.9881,1608
1.9937,1605
1.9993,1612
