Experiment: Feb_8_Batch_expt_zeroed vial 8, Mon Feb  8 17:45:11 2021
0.0049,1640
0.0103,1636
0.0159,1632
0.0213,1629
0.0269,1635
0.0326,1635
0.0382,1631
0.0436,1630
0.0492,1633
0.0546,1637
0.0602,1632
0.0659,1630
0.0715,1634
0.0769,1635
0.0826,1632
0.088,1629
0.0936,1634
0.0992,1634
0.1046,1630
0.1102,1630
0.1159,1636
0.1215,1635
0.1269,1630
0.1325,1631
0.1381,1633
0.1435,1637
0.1491,1630
0.1548,1628
0.1604,1633
0.1658,1636
0.1715,1628
0.1768,1628
0.1825,1634
0.1881,1633
0.1938,1628
0.2032,1629
0.2046,1635
0.2103,1634
0.216,1630
0.2213,1629
0.2269,1635
0.2359,1633
0.238,1632
0.2436,1631
0.2493,1634
0.2607,1633
0.2622,1629
0.2659,1633
0.2713,1636
0.282,1634
0.2827,1626
0.2881,1633
0.2937,1635
0.3039,1635
0.3046,1629
0.3103,1630
0.3159,1635
0.3254,1632
0.3271,1628
0.3324,1629
0.3381,1635
0.3437,1633
0.354,1628
0.3567,1632
0.3604,1636
0.3658,1633
0.3764,1630
0.3788,1630
0.3825,1635
0.3881,1632
0.398,1627
0.3991,1631
0.4047,1635
0.4104,1634
0.4158,1629
0.4214,1631
0.427,1635
0.4327,1633
0.438,1628
0.4437,1630
0.4493,1635
0.4547,1634
0.4603,1631
0.466,1631
0.4713,1634
0.477,1636
0.4826,1632
0.488,1630
0.4937,1632
0.4993,1636
0.5047,1631
0.5103,1629
0.5159,1635
0.5216,1636
0.5269,1629
0.5326,1629
0.5379,1633
0.5436,1635
0.5492,1629
0.5549,1628
0.5602,1632
0.5659,1634
0.5715,1629
0.5769,1629
0.5825,1634
0.5881,1636
0.5938,1629
0.5992,1630
0.6048,1636
0.6102,1636
0.6159,1630
0.6215,1631
0.6269,1634
0.6324,1634
0.6381,1630
0.6437,1629
0.6491,1634
0.6547,1632
0.6603,1631
0.666,1630
0.6713,1637
0.6769,1633
0.6826,1631
0.6882,1630
0.6935,1636
0.6992,1635
0.7048,1630
0.7102,1631
0.7158,1636
0.7214,1633
0.7271,1630
0.7324,1632
0.7381,1634
0.7437,1634
0.7493,1627
0.7547,1632
0.7603,1637
0.766,1634
0.7713,1629
0.777,1633
0.7826,1636
0.7882,1634
0.7936,1630
0.7992,1632
0.8049,1633
0.8102,1633
0.8159,1630
0.8215,1631
0.8271,1634
0.8325,1634
0.8381,1629
0.8438,1631
0.8491,1637
0.8548,1632
0.8604,1630
0.8658,1631
0.8714,1637
0.877,1635
0.8827,1630
0.888,1630
0.8936,1635
0.8993,1636
0.9049,1629
0.9102,1629
0.9159,1631
0.9215,1635
0.9269,1633
0.9325,1627
0.9381,1633
0.9438,1635
0.9491,1631
0.9548,1630
0.9604,1634
0.9658,1634
0.9714,1630
0.977,1629
0.9827,1634
0.988,1631
0.9937,1629
0.9993,1630
1.0047,1633
1.0103,1630
1.016,1629
1.0213,1633
1.027,1635
1.0326,1630
1.0382,1630
1.0436,1632
1.0492,1633
1.0548,1629
1.0602,1632
1.0659,1637
1.0715,1632
1.0769,1629
1.0825,1633
1.0882,1634
1.0936,1630
1.0992,1628
1.1048,1633
1.1105,1637
1.1158,1631
1.1215,1629
1.1271,1634
1.1325,1635
1.1381,1632
1.1437,1628
1.1494,1633
1.1547,1636
1.1603,1631
1.166,1629
1.1713,1632
1.177,1636
1.1826,1632
1.1883,1630
1.1936,1634
1.1993,1634
1.2049,1630
