Experiment: Feb_8_Batch_expt_zeroed vial 13, Mon Feb  8 17:45:11 2021
0.0049,1643
0.0103,1639
0.0159,1634
0.0213,1629
0.0269,1623
0.0326,1623
0.0382,1631
0.0436,1628
0.0492,1627
0.0546,1622
0.0602,1628
0.0659,1629
0.0715,1627
0.0769,1624
0.0826,1628
0.088,1629
0.0936,1625
0.0992,1622
0.1046,1629
0.1102,1631
0.1159,1625
0.1215,1622
0.1269,1624
0.1325,1631
0.1381,1629
0.1435,1626
0.1491,1621
0.1548,1626
0.1604,1629
0.1658,1629
0.1715,1622
0.1768,1623
0.1825,1626
0.1881,1631
0.1938,1627
0.2032,1620
0.2046,1625
0.2103,1631
0.216,1632
0.2213,1626
0.2269,1620
0.2359,1623
0.238,1634
0.2436,1630
0.2493,1626
0.2607,1620
0.2622,1623
0.2659,1630
0.2713,1629
0.282,1623
0.2827,1624
0.2881,1627
0.2937,1630
0.3039,1628
0.3046,1621
0.3103,1624
0.3159,1631
0.3254,1630
0.3271,1625
0.3324,1621
0.3381,1626
0.3437,1630
0.354,1628
0.3567,1620
0.3604,1623
0.3658,1629
0.3764,1632
0.3788,1625
0.3825,1620
0.3881,1624
0.398,1629
0.3991,1629
0.4047,1621
0.4104,1621
0.4158,1627
0.4214,1632
0.427,1626
0.4327,1623
0.438,1626
0.4437,1631
0.4493,1629
0.4547,1625
0.4603,1620
0.466,1624
0.4713,1630
0.477,1630
0.4826,1624
0.488,1623
0.4937,1627
0.4993,1630
0.5047,1629
0.5103,1623
0.5159,1623
0.5216,1628
0.5269,1629
0.5326,1623
0.5379,1620
0.5436,1628
0.5492,1630
0.5549,1626
0.5602,1620
0.5659,1624
0.5715,1630
0.5769,1629
0.5825,1625
0.5881,1622
0.5938,1625
0.5992,1631
0.6048,1629
0.6102,1622
0.6159,1621
0.6215,1627
0.6269,1629
0.6324,1627
0.6381,1622
0.6437,1624
0.6491,1626
0.6547,1630
0.6603,1626
0.666,1622
0.6713,1627
0.6769,1628
0.6826,1630
0.6882,1621
0.6935,1623
0.6992,1628
0.7048,1629
0.7102,1626
0.7158,1621
0.7214,1624
0.7271,1631
0.7324,1626
0.7381,1623
0.7437,1624
0.7493,1627
0.7547,1629
0.7603,1627
0.766,1622
0.7713,1625
0.777,1630
0.7826,1629
0.7882,1623
0.7936,1625
0.7992,1629
0.8049,1630
0.8102,1622
0.8159,1623
0.8215,1630
0.8271,1629
0.8325,1628
0.8381,1621
0.8438,1624
0.8491,1629
0.8548,1629
0.8604,1625
0.8658,1620
0.8714,1624
0.877,1629
0.8827,1627
0.888,1621
0.8936,1622
0.8993,1629
0.9049,1630
0.9102,1624
0.9159,1621
0.9215,1625
0.9269,1629
0.9325,1630
0.9381,1625
0.9438,1622
0.9491,1625
0.9548,1631
0.9604,1629
0.9658,1621
0.9714,1622
0.977,1627
0.9827,1630
0.988,1625
0.9937,1623
0.9993,1625
1.0047,1629
1.0103,1627
1.016,1621
1.0213,1622
1.027,1629
1.0326,1627
1.0382,1623
1.0436,1624
1.0492,1627
1.0548,1630
1.0602,1627
1.0659,1622
1.0715,1625
1.0769,1631
1.0825,1632
1.0882,1621
1.0936,1623
1.0992,1625
1.1048,1632
1.1105,1626
1.1158,1619
1.1215,1623
1.1271,1629
1.1325,1629
1.1381,1624
1.1437,1621
1.1494,1626
1.1547,1628
1.1603,1628
1.166,1622
1.1713,1623
1.177,1630
1.1826,1629
1.1883,1626
1.1936,1621
1.1993,1625
1.2049,1630
1.2103,1629
1.2159,1623
1.2215,1622
1.2269,1628
1.2325,1630
1.238,1626
1.2436,1622
1.2492,1623
1.2548,1631
1.2605,1627
1.2658,1621
1.2714,1623
1.2771,1629
1.2824,1628
1.2881,1622
1.2938,1622
1.2991,1625
1.3048,1630
1.3104,1626
1.3158,1621
1.3215,1625
1.3271,1628
1.3325,1629
1.3381,1622
1.3438,1624
1.3492,1628
1.3548,1629
1.3604,1624
1.3658,1621
1.3715,1626
1.3771,1628
1.3825,1628
1.3882,1623
1.3938,1623
1.3992,1629
1.4048,1630
1.4102,1626
1.4158,1623
1.4215,1623
1.4271,1630
1.4325,1627
1.4381,1622
1.4437,1624
1.4491,1628
1.4547,1632
1.4604,1625
1.466,1622
1.4714,1625
1.477,1630
1.4826,1629
1.4883,1624
1.4936,1623
1.4992,1627
1.5048,1630
1.5105,1624
1.5158,1621
1.5215,1626
1.527,1630
1.5324,1629
1.5381,1621
1.5438,1622
1.5491,1629
1.5548,1629
1.5604,1624
1.5658,1623
1.5714,1626
1.577,1630
1.5827,1628
1.588,1622
1.5937,1623
1.5993,1628
1.6047,1628
1.6103,1624
1.6159,1622
1.6215,1627
1.6271,1629
1.6325,1628
1.6381,1620
1.6437,1624
1.6493,1630
1.6547,1628
1.6603,1624
1.6659,1622
1.6715,1626
1.6769,1630
1.6825,1627
1.6882,1622
1.6938,1622
1.6992,1628
1.7048,1630
1.7105,1624
1.7158,1622
1.7215,1627
1.7271,1630
1.7327,1628
1.7381,1623
1.7438,1622
1.7491,1629
1.7548,1629
1.7604,1624
1.7658,1621
1.7714,1627
1.7771,1631
1.7827,1628
1.7881,1624
1.7937,1622
1.7993,1628
1.8047,1629
1.8103,1623
1.816,1620
1.8214,1626
1.827,1633
1.8326,1626
1.8383,1622
1.8436,1623
1.8492,1627
1.8549,1629
1.8603,1622
1.8659,1622
1.8715,1627
1.8772,1629
1.8825,1626
1.8881,1621
1.8937,1623
1.8994,1629
1.9047,1631
1.9103,1624
1.9159,1627
1.9216,1625
1.9269,1630
1.9326,1625
1.9381,1622
1.9437,1624
1.9491,1629
1.9548,1629
1.9604,1625
1.9658,1623
1.9714,1626
1.977,1630
1.9827,1627
1.9881,1624
1.9937,1623
1.9993,1627
2.0047,1627
2.0104,1623
2.0158,1623
2.0214,1627
2.027,1630
2.0327,1625
2.0381,1622
2.0437,1623
2.0493,1630
2.0547,1627
