Experiment: Feb_8_Batch_expt_zeroed vial 9, Mon Feb  8 17:45:11 2021
0.0049,1632
0.0103,1624
0.0159,1619
0.0213,1626
0.0269,1626
0.0326,1621
0.0382,1624
0.0436,1625
0.0492,1622
0.0546,1623
0.0602,1623
0.0659,1622
0.0715,1626
0.0769,1623
0.0826,1620
0.088,1625
0.0936,1624
0.0992,1621
0.1046,1626
0.1102,1621
0.1159,1621
0.1215,1626
0.1269,1622
0.1325,1622
0.1381,1627
0.1435,1621
0.1491,1622
0.1548,1626
0.1604,1622
0.1658,1621
0.1715,1624
0.1768,1622
0.1825,1622
0.1881,1623
0.1938,1621
0.2032,1624
0.2046,1623
0.2103,1623
0.216,1624
0.2213,1623
0.2269,1622
0.2359,1626
0.238,1627
0.2436,1620
0.2493,1627
0.2607,1620
0.2622,1622
0.2659,1624
0.2713,1621
0.282,1623
0.2827,1625
0.2881,1622
0.2937,1621
0.3039,1625
0.3046,1619
0.3103,1619
0.3159,1624
0.3254,1621
0.3271,1620
0.3324,1627
0.3381,1623
0.3437,1623
0.354,1626
0.3567,1620
0.3604,1621
0.3658,1627
0.3764,1620
0.3788,1623
0.3825,1625
0.3881,1621
0.398,1622
0.3991,1626
0.4047,1621
0.4104,1625
0.4158,1624
0.4214,1621
0.427,1623
0.4327,1621
0.438,1620
0.4437,1624
0.4493,1622
0.4547,1621
0.4603,1625
0.466,1621
0.4713,1623
0.477,1624
0.4826,1620
0.488,1623
0.4937,1622
0.4993,1620
0.5047,1624
0.5103,1620
0.5159,1624
0.5216,1625
0.5269,1619
0.5326,1626
0.5379,1623
0.5436,1620
0.5492,1624
0.5549,1623
0.5602,1621
0.5659,1626
0.5715,1621
0.5769,1622
0.5825,1626
0.5881,1620
0.5938,1623
0.5992,1624
0.6048,1618
0.6102,1623
0.6159,1625
0.6215,1620
0.6269,1624
0.6324,1626
0.6381,1620
0.6437,1623
0.6491,1624
0.6547,1620
0.6603,1624
0.666,1623
0.6713,1621
0.6769,1625
0.6826,1620
0.6882,1623
0.6935,1624
0.6992,1619
0.7048,1623
0.7102,1624
0.7158,1621
0.7214,1626
0.7271,1623
0.7324,1621
0.7381,1623
0.7437,1625
0.7493,1619
0.7547,1627
0.7603,1624
0.766,1619
0.7713,1624
0.777,1624
0.7826,1622
0.7882,1624
0.7936,1626
0.7992,1620
0.8049,1623
0.8102,1624
0.8159,1618
0.8215,1622
0.8271,1625
0.8325,1622
0.8381,1625
0.8438,1624
0.8491,1622
0.8548,1625
0.8604,1624
0.8658,1622
0.8714,1625
0.877,1621
0.8827,1621
0.888,1624
0.8936,1624
0.8993,1623
0.9049,1624
0.9102,1620
0.9159,1624
0.9215,1624
0.9269,1620
0.9325,1624
0.9381,1625
0.9438,1618
0.9491,1624
0.9548,1624
0.9604,1621
0.9658,1621
0.9714,1625
0.977,1620
0.9827,1625
0.988,1622
0.9937,1621
0.9993,1625
1.0047,1621
1.0103,1621
1.016,1624
1.0213,1619
1.027,1625
1.0326,1625
1.0382,1619
1.0436,1622
1.0492,1621
1.0548,1621
1.0602,1625
1.0659,1620
1.0715,1623
1.0769,1625
1.0825,1620
1.0882,1623
1.0936,1623
1.0992,1620
1.1048,1626
1.1105,1625
1.1158,1622
1.1215,1626
1.1271,1622
1.1325,1622
1.1381,1626
1.1437,1623
1.1494,1625
1.1547,1623
1.1603,1623
1.166,1625
1.1713,1622
1.177,1620
1.1826,1625
1.1883,1622
1.1936,1623
1.1993,1626
1.2049,1621
1.2103,1625
1.2159,1624
1.2215,1620
1.2269,1624
1.2325,1622
1.238,1621
1.2436,1628
1.2492,1620
1.2548,1622
1.2605,1625
1.2658,1620
1.2714,1622
1.2771,1625
1.2824,1622
1.2881,1620
1.2938,1625
1.2991,1622
1.3048,1623
1.3104,1625
1.3158,1621
1.3215,1623
1.3271,1623
1.3325,1625
1.3381,1624
1.3438,1621
1.3492,1623
1.3548,1622
1.3604,1620
1.3658,1624
1.3715,1621
1.3771,1625
1.3825,1622
