Experiment: Feb_8_Batch_expt_zeroed vial 10, Mon Feb  8 17:45:11 2021
0.0049,1610
0.0103,1604
0.0159,1615
0.0213,1625
0.0269,1618
0.0326,1619
0.0382,1617
0.0436,1619
0.0492,1619
0.0546,1619
0.0602,1619
0.0659,1619
0.0715,1614
0.0769,1621
0.0826,1615
0.088,1619
0.0936,1615
0.0992,1620
0.1046,1616
0.1102,1621
0.1159,1615
0.1215,1621
0.1269,1616
0.1325,1618
0.1381,1616
0.1435,1621
0.1491,1615
0.1548,1620
0.1604,1615
0.1658,1619
0.1715,1617
0.1768,1620
0.1825,1617
0.1881,1618
0.1938,1616
0.2032,1617
0.2046,1620
0.2103,1618
0.216,1620
0.2213,1616
0.2269,1619
0.2359,1616
0.238,1625
0.2436,1615
0.2493,1619
0.2607,1617
0.2622,1617
0.2659,1618
0.2713,1617
0.282,1618
0.2827,1618
0.2881,1619
0.2937,1617
0.3039,1619
0.3046,1617
0.3103,1619
0.3159,1616
0.3254,1620
0.3271,1616
0.3324,1620
0.3381,1616
0.3437,1621
0.354,1616
0.3567,1621
0.3604,1615
0.3658,1619
0.3764,1617
0.3788,1620
0.3825,1615
0.3881,1622
0.398,1614
0.3991,1618
0.4047,1616
0.4104,1621
0.4158,1616
0.4214,1619
0.427,1617
0.4327,1618
0.438,1615
0.4437,1619
0.4493,1616
0.4547,1619
0.4603,1614
0.466,1620
0.4713,1614
0.477,1620
0.4826,1617
0.488,1618
0.4937,1616
0.4993,1621
0.5047,1617
0.5103,1618
0.5159,1619
0.5216,1617
0.5269,1618
0.5326,1617
0.5379,1618
0.5436,1616
0.5492,1620
0.5549,1615
0.5602,1621
0.5659,1617
0.5715,1622
0.5769,1616
0.5825,1619
0.5881,1616
0.5938,1619
0.5992,1618
0.6048,1618
0.6102,1619
0.6159,1615
0.6215,1618
0.6269,1615
0.6324,1619
0.6381,1615
0.6437,1620
0.6491,1616
0.6547,1621
0.6603,1614
0.666,1619
0.6713,1616
0.6769,1619
0.6826,1616
0.6882,1620
0.6935,1616
0.6992,1620
0.7048,1614
0.7102,1619
0.7158,1617
0.7214,1621
0.7271,1616
0.7324,1618
0.7381,1617
0.7437,1617
0.7493,1618
0.7547,1618
0.7603,1619
0.766,1617
0.7713,1619
0.777,1617
0.7826,1621
0.7882,1615
0.7936,1620
0.7992,1615
0.8049,1617
0.8102,1617
0.8159,1618
0.8215,1616
0.8271,1618
0.8325,1616
0.8381,1618
0.8438,1616
0.8491,1621
0.8548,1614
0.8604,1619
0.8658,1616
0.8714,1619
0.877,1618
0.8827,1616
0.888,1620
0.8936,1617
0.8993,1619
0.9049,1616
0.9102,1619
0.9159,1615
0.9215,1620
0.9269,1615
0.9325,1618
0.9381,1617
0.9438,1618
0.9491,1617
0.9548,1617
0.9604,1620
0.9658,1616
0.9714,1619
0.977,1618
0.9827,1617
0.988,1617
0.9937,1618
0.9993,1619
1.0047,1615
1.0103,1617
1.016,1616
1.0213,1620
1.027,1616
1.0326,1620
1.0382,1616
1.0436,1618
1.0492,1618
1.0548,1618
1.0602,1618
1.0659,1619
1.0715,1615
1.0769,1618
1.0825,1618
1.0882,1617
1.0936,1619
1.0992,1617
1.1048,1619
1.1105,1616
1.1158,1620
1.1215,1617
1.1271,1622
1.1325,1616
1.1381,1619
1.1437,1617
1.1494,1619
1.1547,1615
1.1603,1621
1.166,1615
1.1713,1620
1.177,1615
1.1826,1619
1.1883,1616
1.1936,1617
1.1993,1617
1.2049,1620
1.2103,1621
1.2159,1616
1.2215,1619
1.2269,1616
1.2325,1620
1.238,1616
1.2436,1620
1.2492,1616
1.2548,1620
1.2605,1617
1.2658,1616
1.2714,1619
1.2771,1616
1.2824,1618
1.2881,1616
1.2938,1619
1.2991,1617
1.3048,1617
1.3104,1621
1.3158,1617
1.3215,1618
1.3271,1617
1.3325,1619
1.3381,1618
1.3438,1618
1.3492,1616
1.3548,1618
1.3604,1615
1.3658,1619
1.3715,1615
1.3771,1618
1.3825,1618
1.3882,1618
1.3938,1617
1.3992,1619
1.4048,1618
1.4102,1618
1.4158,1618
1.4215,1617
1.4271,1618
1.4325,1616
1.4381,1620
1.4437,1619
1.4491,1617
1.4547,1619
1.4604,1615
1.466,1620
1.4714,1615
1.477,1619
1.4826,1615
1.4883,1620
1.4936,1618
1.4992,1618
1.5048,1620
1.5105,1618
1.5158,1619
1.5215,1616
1.527,1620
1.5324,1616
1.5381,1619
1.5438,1615
1.5491,1618
1.5548,1617
1.5604,1618
1.5658,1619
1.5714,1618
1.577,1618
1.5827,1616
1.588,1619
1.5937,1616
1.5993,1619
1.6047,1617
1.6103,1616
1.6159,1620
1.6215,1616
1.6271,1617
1.6325,1614
1.6381,1619
1.6437,1617
1.6493,1619
1.6547,1616
1.6603,1619
1.6659,1615
1.6715,1619
1.6769,1616
1.6825,1617
1.6882,1617
1.6938,1617
1.6992,1617
1.7048,1617
1.7105,1617
1.7158,1620
1.7215,1616
1.7271,1620
1.7327,1617
1.7381,1619
1.7438,1618
1.7491,1617
1.7548,1619
1.7604,1615
1.7658,1619
1.7714,1616
1.7771,1620
1.7827,1617
1.7881,1621
1.7937,1616
1.7993,1619
1.8047,1617
1.8103,1616
1.816,1619
1.8214,1617
1.827,1619
1.8326,1615
1.8383,1621
1.8436,1616
1.8492,1621
1.8549,1617
1.8603,1618
1.8659,1612
1.8715,1620
1.8772,1615
1.8825,1620
1.8881,1617
1.8937,1620
1.8994,1616
1.9047,1620
1.9103,1617
1.9159,1623
1.9216,1617
1.9269,1619
1.9326,1618
1.9381,1617
1.9437,1620
1.9491,1616
1.9548,1619
1.9604,1617
1.9658,1619
1.9714,1615
1.977,1621
1.9827,1616
1.9881,1620
1.9937,1616
1.9993,1616
2.0047,1620
2.0104,1616
2.0158,1620
2.0214,1614
2.027,1618
2.0327,1616
2.0381,1620
2.0437,1617
2.0493,1619
2.0547,1618
2.0604,1615
2.066,1620
2.0714,1618
2.077,1619
2.0827,1615
2.088,1621
2.0937,1616
2.0993,1620
2.1047,1616
2.1103,1617
2.1159,1616
2.1216,1620
2.1269,1617
2.1326,1619
2.1382,1618
2.1438,1617
2.1492,1620
2.1548,1617
2.1604,1621
2.1658,1616
2.1714,1620
2.177,1616
2.1827,1619
2.188,1617
2.1937,1616
2.1992,1619
2.2048,1617
2.2102,1617
2.2158,1616
2.2215,1619
2.227,1618
2.2327,1618
2.2381,1618
2.2437,1618
2.2493,1621
2.2547,1616
2.2603,1618
2.266,1619
2.2713,1618
2.277,1617
2.2826,1618
2.2883,1616
2.2937,1616
2.2993,1617
2.3047,1620
2.3103,1616
2.3159,1617
2.3216,1618
2.3269,1614
2.3326,1618
2.3382,1615
2.3436,1618
2.3493,1617
2.3549,1621
2.3603,1616
2.3659,1621
2.3716,1614
2.3769,1618
2.3826,1618
2.3882,1618
2.3936,1619
2.3992,1617
2.4049,1619
2.4102,1619
2.4159,1619
2.4215,1615
2.4269,1619
2.4325,1617
2.4382,1620
2.4438,1616
2.4492,1620
2.4548,1617
2.4605,1617
2.4659,1619
2.4715,1618
2.4772,1619
2.4826,1617
2.4882,1620
2.4936,1618
2.4992,1620
2.5049,1616
2.5102,1620
2.5159,1617
2.5216,1619
2.527,1618
2.5326,1618
2.538,1618
2.5437,1614
2.5493,1620
2.5547,1615
2.5603,1619
2.566,1616
2.5714,1619
2.577,1618
2.5827,1622
2.5881,1617
2.5938,1618
2.5991,1616
2.6048,1617
2.6105,1617
2.6158,1620
2.6215,1617
2.6272,1619
2.6326,1619
2.6382,1618
2.6436,1618
2.6493,1614
2.6547,1619
2.6603,1614
2.666,1620
2.6714,1615
2.677,1618
2.6825,1617
2.6882,1619
2.6939,1614
2.6993,1619
2.7049,1616
2.7103,1619
2.716,1618
2.7214,1617
2.727,1618
2.7327,1618
2.7381,1618
2.7437,1616
2.7494,1619
2.7548,1616
2.7604,1619
2.7658,1617
2.7715,1620
2.7771,1616
2.7825,1617
2.7881,1619
2.7938,1619
2.7992,1619
2.8049,1616
2.8103,1620
2.8159,1617
2.8216,1619
2.8269,1618
2.8326,1620
2.8382,1617
2.8436,1620
2.8492,1615
2.855,1619
2.8604,1617
2.866,1618
2.8714,1616
2.877,1620
2.8827,1617
2.8883,1617
