Experiment: Apr28_cal_tst_expt vial 5, Thu Apr 28 17:02:30 2022
0.0027,55570
0.0078,55562
0.0131,55529
0.0188,55543
0.0244,55533
0.03,55556
0.0354,55534
0.041,55557
0.0466,55561
0.052,55558
0.0576,55552
0.0632,55565
0.0689,55577
0.0742,55567
0.0799,55571
0.0855,55564
0.0911,55571
0.0964,55546
0.1021,55549
0.1077,54288
0.1134,54438
0.1187,54387
0.1243,54437
0.1299,54440
0.1356,54442
0.1409,54270
0.1465,54312
0.1521,54316
0.1577,54336
0.1633,54335
0.1687,54340
0.1743,54330
0.1799,54302
0.1855,54314
0.1909,54323
0.1965,54313
0.2022,54309
0.2078,54292
0.2131,54298
0.2188,54269
0.2244,54264
0.23,54257
0.2354,54265
0.241,54248
0.2467,54248
0.252,54222
0.2577,54237
0.2633,54240
0.2689,54231
0.2743,54217
0.2799,54218
0.2855,54227
0.2911,54194
0.2965,54189
0.3021,54212
0.3078,54191
0.3134,54182
0.3187,54162
0.3243,54146
0.33,54158
0.3353,54154
0.341,54135
0.3466,54130
0.3522,54132
0.3576,54145
0.3632,54111
0.3688,54121
0.3745,54136
0.3798,54105
0.3854,54092
0.391,54098
0.3967,54080
0.4023,54089
0.4076,54074
0.4133,54072
0.4189,54022
0.4243,54051
0.4299,54068
0.4355,54043
0.4409,54052
0.4465,54029
0.4521,54019
0.4578,54015
0.4631,53997
0.4688,54014
0.4744,54025
0.48,54004
0.4854,53980
0.491,53968
0.4966,53973
0.5022,53974
0.5076,53961
0.5132,53966
0.5188,53942
0.5245,53935
0.5298,53923
0.5354,53923
0.541,53913
0.5467,53905
0.552,53898
0.5576,53914
0.5633,53898
0.5689,53888
0.5742,53876
0.5799,53872
0.5854,53874
0.591,53870
0.5966,53862
0.6022,53834
0.6076,53847
0.6132,53854
0.6188,53832
0.6244,53823
0.63,53809
0.6354,53820
0.641,53807
0.6466,53801
0.6522,53792
0.6576,53783
0.6632,53781
0.6688,53784
0.6744,53752
0.6798,53765
0.6854,53758
0.691,53726
0.6966,53749
0.7022,53730
0.7076,53711
0.7132,53723
0.7188,53702
0.7244,53671
0.73,53676
0.7354,53691
0.741,53677
0.7467,53675
0.7522,53654
0.7576,53653
0.7632,53631
0.7688,53645
0.7744,53625
0.7798,53636
0.7854,53631
0.791,53613
0.7966,53601
0.8023,53599
0.8076,53592
0.8132,53566
0.8188,53562
0.8245,53560
0.8298,53548
0.8354,53538
0.8411,53554
0.8467,53537
0.852,53526
0.8576,53502
0.8633,53520
0.8689,53517
0.8742,53496
0.8799,53477
0.8855,53505
0.8911,53475
0.8967,53472
0.9021,53448
0.9077,53456
0.9133,53425
0.919,53439
0.9243,53448
0.9299,53422
0.9355,53399
0.9409,53394
0.9465,53390
0.9522,53387
0.9578,53390
0.9631,53367
0.9688,53359
0.9744,53356
0.98,53367
0.9854,53344
0.991,53312
0.9966,53304
1.0022,53270
1.0076,53311
1.0133,53259
1.0188,53292
1.0244,53253
1.0298,53281
1.0354,53222
1.041,53228
1.0467,53234
1.052,53196
1.0577,53197
1.0633,53225
1.0689,53223
1.0743,53168
1.0799,53228
1.0855,53127
1.0911,53157
1.0965,53149
1.1021,53129
1.1077,53129
1.1133,53124
1.1187,53105
1.1243,53082
1.1299,53083
1.1355,53095
1.1412,53043
1.1465,53074
1.1522,53062
1.1578,53049
1.1631,52987
1.1688,53010
1.1744,53011
1.18,52991
1.1854,53034
1.191,52966
1.1966,53000
1.2023,52984
1.2076,52984
1.2132,52949
1.2189,52912
1.2245,52915
1.2298,52936
1.2355,52885
1.2411,52903
1.2465,52891
1.2521,52863
1.2577,52830
1.2634,52833
1.2687,52850
1.2743,52829
1.2799,52814
1.2856,52797
1.291,52801
1.2966,52823
1.3022,52811
1.3076,52778
1.3132,52771
1.3188,52761
1.3245,52741
1.3298,52705
1.3354,52714
1.341,52701
1.3467,52696
1.352,52695
1.3577,52703
1.3633,52652
1.3689,52654
1.3743,52643
1.3799,52670
1.3855,52591
1.3912,52637
1.3965,52649
1.4021,52586
1.4077,52560
1.4131,52585
1.4187,52599
1.4244,52516
1.43,52548
1.4356,52503
1.441,52556
1.4466,52532
1.4522,52559
1.4578,52477
1.4632,52524
1.4688,52472
1.4745,52491
1.4798,52431
1.4854,52444
1.4911,52419
1.4967,52426
1.502,52403
1.5077,52379
1.5133,52379
1.5189,52360
1.5243,52340
1.5299,52358
1.5355,52333
1.5412,52280
1.5465,52313
1.5521,52304
1.5577,52277
1.5634,52262
1.5687,52300
1.5743,52286
1.58,52246
1.5856,52221
1.5909,52229
1.5966,52204
1.6022,52213
1.6078,52138
1.6132,52146
1.6188,52103
1.6244,52166
1.63,52128
1.6354,52113
1.641,52118
1.6466,52050
1.6523,52028
1.6576,52068
1.6632,52041
1.6688,52004
1.6745,52012
1.6798,52026
1.6855,51979
1.6911,51949
1.6967,51973
