Experiment: Apr29_NP_tst_expt vial 12, Fri Apr 29 15:50:36 2022
0.0017,165
0.0067,168
0.0124,167
0.018,168
0.0233,169
0.0289,167
0.0346,166
0.0402,168
0.0456,167
2.857,164
2.8626,165
2.8679,163
2.8737,163
2.879,163
2.8847,162
2.8903,163
2.8957,164
2.9013,165
2.9069,162
2.9126,163
2.9179,164
2.9236,164
2.9293,164
2.9346,163
2.9403,162
2.9459,163
2.9513,162
2.9569,162
2.9625,162
2.9679,163
2.9735,162
2.9792,162
2.9848,160
2.9901,164
2.9958,164
3.0014,164
3.0068,166
3.0125,162
3.0182,163
3.0235,163
3.0292,165
3.0348,161
3.0402,164
3.0458,164
3.0513,163
3.057,162
3.0626,163
3.0679,163
3.0736,161
3.0791,164
3.0847,165
3.0904,164
3.0957,162
3.1013,162
3.1069,161
3.1126,163
3.1179,163
3.1235,164
3.1291,163
3.1348,164
3.1404,162
3.1457,163
3.1514,163
3.157,162
3.1626,162
3.1679,161
3.1735,165
3.1792,165
3.1848,162
3.1902,163
3.1958,162
3.2014,164
3.2068,161
3.2124,163
3.218,165
3.2237,162
3.229,162
3.2346,162
3.2403,160
3.246,164
3.2513,164
3.2569,163
3.2626,163
3.2679,162
3.2735,162
3.2792,162
3.2848,163
3.2901,164
3.2958,164
3.3014,163
3.307,162
3.3124,163
3.318,161
3.3236,163
3.3292,164
3.3349,163
3.3402,164
3.3458,162
3.3515,161
3.3571,163
3.3624,159
3.3681,162
3.3737,162
3.3793,165
3.3846,163
3.3903,162
3.3959,164
3.4013,163
3.4069,163
3.4125,162
3.4182,161
3.4235,157
3.4291,163
3.4348,164
3.4404,164
3.4458,163
3.4514,164
3.457,163
3.4624,164
3.468,163
3.4736,164
3.4792,165
3.4846,163
3.4902,162
3.4958,164
3.5014,164
3.5068,163
3.5124,163
3.518,165
3.5237,163
3.529,162
3.5346,165
3.5402,166
3.5459,162
3.5515,162
3.5568,161
3.5624,161
3.5681,161
3.5737,164
3.579,166
3.5846,162
3.5902,165
3.5959,163
3.6015,162
3.6068,163
3.6125,163
3.618,164
3.6237,163
3.6293,163
3.6346,163
3.6403,163
3.6458,165
3.6515,162
3.6571,164
3.6624,162
3.668,162
3.6736,163
3.6793,160
3.6846,166
3.6903,168
3.6959,161
3.7012,164
3.7069,161
3.7125,164
3.7181,161
3.7234,162
3.7291,164
3.7347,163
3.7403,164
3.746,164
3.7513,164
3.7569,164
3.7625,161
3.7682,164
3.7735,164
3.7791,161
3.7848,162
3.7904,164
3.7957,161
3.8013,161
3.807,163
3.8126,163
3.8182,164
3.8235,162
3.8292,165
3.8348,163
3.8404,163
3.8458,163
3.8514,163
3.8571,162
3.8624,162
3.868,160
3.8737,162
3.879,164
3.8846,163
3.8903,163
3.8959,160
3.9015,163
3.9069,164
3.9125,166
3.9181,164
3.9237,164
3.9291,163
3.9347,162
3.9403,163
3.946,160
3.9513,163
3.957,162
3.9626,162
3.9679,164
3.9736,160
3.9792,164
3.9848,162
3.9902,163
3.9958,162
4.0014,162
4.0071,162
4.0124,161
4.018,165
4.0237,163
4.0293,162
4.0346,164
4.0403,161
4.0459,162
4.0512,162
4.0569,160
4.0625,162
4.0681,162
4.0735,162
4.0791,163
4.0847,162
4.0903,161
4.096,162
4.1013,160
4.107,163
4.1126,162
4.118,162
4.1236,161
4.1292,161
4.1349,162
4.1402,161
4.1458,162
4.1515,161
4.1571,162
4.1625,163
4.1681,163
4.1737,163
4.1791,162
4.1847,162
4.1904,162
4.1957,161
4.2014,161
4.207,164
4.2126,162
4.218,164
4.2236,166
4.2293,162
4.2346,162
4.2403,163
4.2459,163
4.2515,163
4.2569,163
4.2625,163
4.2679,163
4.2736,162
4.2792,163
4.2848,162
4.2902,160
4.2957,161
4.3014,162
4.307,164
4.3127,163
4.318,162
4.3236,161
4.3292,163
4.3348,164
4.3402,164
4.3458,163
4.3514,163
4.357,163
4.3626,160
4.368,163
4.3736,162
4.3792,163
4.3848,164
4.3902,164
4.3958,162
4.4014,161
4.407,164
4.4124,163
4.418,162
4.4236,162
4.4293,161
4.4346,164
4.4403,163
4.4459,163
4.4515,163
4.4569,164
4.4625,164
4.4681,164
4.4738,164
4.4791,164
4.4847,164
4.4904,165
4.4957,163
4.5014,165
4.507,164
4.5126,164
4.518,163
4.5236,164
4.5292,162
4.5349,162
4.5402,165
4.5458,163
4.5515,163
4.5568,164
4.5625,161
4.5681,162
4.5737,164
4.5791,164
4.5847,163
4.5903,163
4.596,162
4.6013,161
4.607,164
4.6126,161
4.618,163
4.6236,163
4.6292,169
4.6348,166
4.6402,166
4.6458,166
4.6515,165
4.6571,167
4.6624,164
4.6681,166
4.6737,166
4.6791,167
4.6847,164
4.6904,168
4.696,164
4.7013,168
4.7069,166
4.7126,165
4.7182,166
4.7236,167
4.7292,168
4.7349,165
4.7402,169
4.7458,168
4.7515,166
4.7571,167
4.7625,165
4.7681,165
4.7737,165
4.7791,166
4.7847,163
4.7903,162
4.7959,167
4.8013,168
4.8069,164
4.8126,165
4.8182,166
4.8235,167
4.8292,168
4.8348,166
4.8404,166
4.8458,167
4.8514,166
4.857,165
4.8624,169
4.868,167
4.8737,164
4.8793,168
4.8846,166
4.8903,164
4.8959,167
4.9015,166
4.9069,164
4.9125,165
4.9181,165
4.9238,166
4.9291,163
4.9347,165
4.9404,165
4.9457,166
4.9514,164
4.957,168
4.9626,165
4.968,167
4.9736,166
4.9792,167
4.9849,165
4.9902,167
4.9959,166
5.0015,166
5.0071,160
5.0125,168
5.0181,167
5.0237,167
5.0291,166
5.0347,165
5.0403,169
5.0459,167
5.0513,168
5.0569,168
5.0626,166
5.0682,168
5.0736,167
5.0792,167
5.0848,168
5.0904,168
5.0958,168
5.1014,168
5.107,167
5.1124,165
5.118,168
5.1236,166
5.1293,168
5.1346,165
5.1402,166
5.1459,168
5.1515,166
5.1568,168
5.1625,167
5.1681,167
5.1737,166
5.1793,166
5.1847,168
5.1903,165
5.1958,167
5.2014,168
5.207,164
5.2126,167
