Experiment: Apr29_NP_tst_expt vial 3, Fri Apr 29 15:50:36 2022
0.0017,55368
0.0067,55373
0.0124,55371
0.018,55359
0.0233,55354
0.0289,55367
0.0346,55357
0.0402,55350
0.0456,55355
2.857,54394
2.8626,54361
2.8679,54371
2.8737,54364
2.879,54363
2.8847,54374
2.8903,54366
2.8957,54362
2.9013,54363
2.9069,54363
2.9126,54358
2.9179,54346
2.9236,54351
2.9293,54357
2.9346,54345
2.9403,54342
2.9459,54338
2.9513,54342
2.9569,54340
2.9625,54341
2.9679,54341
2.9735,54346
2.9792,54325
2.9848,54322
2.9901,54317
2.9958,54322
3.0014,54323
3.0068,54302
3.0125,54295
3.0182,54303
3.0235,54299
3.0292,54298
3.0348,54297
3.0402,54270
3.0458,54272
3.0513,54273
3.057,54268
3.0626,54287
3.0679,54271
3.0736,54282
3.0791,54257
3.0847,54260
3.0904,54274
3.0957,54266
3.1013,54281
3.1069,54247
3.1126,54271
3.1179,54267
3.1235,54258
3.1291,54241
3.1348,54243
3.1404,54224
3.1457,54238
3.1514,54225
3.157,54201
3.1626,54215
3.1679,54216
3.1735,54192
3.1792,54221
3.1848,54213
3.1902,54203
3.1958,54191
3.2014,54183
3.2068,54188
3.2124,54192
3.218,54182
3.2237,54174
3.229,54186
3.2346,54166
3.2403,54172
3.246,54173
3.2513,54156
3.2569,54145
3.2626,54148
3.2679,54141
3.2735,54120
3.2792,54126
3.2848,54115
3.2901,54107
3.2958,54103
3.3014,54119
3.307,54108
3.3124,54133
3.318,54104
3.3236,54096
3.3292,54099
3.3349,54100
3.3402,54084
3.3458,54100
3.3515,54091
3.3571,54094
3.3624,54075
3.3681,54092
3.3737,54077
3.3793,54063
3.3846,54061
3.3903,54044
3.3959,54071
3.4013,54042
3.4069,54065
3.4125,54049
3.4182,54038
3.4235,54046
3.4291,54040
3.4348,54037
3.4404,54051
3.4458,54065
3.4514,54032
3.457,54005
3.4624,54025
3.468,54000
3.4736,54018
3.4792,54016
3.4846,53988
3.4902,53991
3.4958,53991
3.5014,53973
3.5068,53980
3.5124,53964
3.518,53981
3.5237,53957
3.529,53967
3.5346,53981
3.5402,53976
3.5459,53966
3.5515,53968
3.5568,53931
3.5624,53943
3.5681,53938
3.5737,53931
3.579,53931
3.5846,53913
3.5902,53921
3.5959,53930
3.6015,53921
3.6068,53919
3.6125,53892
3.618,53878
3.6237,53894
3.6293,53913
3.6346,53892
3.6403,53883
3.6458,53868
3.6515,53857
3.6571,53873
3.6624,53844
3.668,53861
3.6736,53839
3.6793,53845
3.6846,53844
3.6903,53805
3.6959,53828
3.7012,53830
3.7069,53839
3.7125,53812
3.7181,53805
3.7234,53797
3.7291,53781
3.7347,53787
3.7403,53794
3.746,53777
3.7513,53802
3.7569,53790
3.7625,53789
3.7682,53791
3.7735,53766
3.7791,53759
3.7848,53765
3.7904,53767
3.7957,53752
3.8013,53766
3.807,53725
3.8126,53728
3.8182,53745
3.8235,53728
3.8292,53716
3.8348,53717
3.8404,53680
3.8458,53693
3.8514,53706
3.8571,53669
3.8624,53641
3.868,53653
3.8737,53661
3.879,53648
3.8846,53626
3.8903,53658
3.8959,53641
3.9015,53632
3.9069,53595
3.9125,53615
3.9181,53622
3.9237,53599
3.9291,53609
3.9347,53560
3.9403,53590
3.946,53574
3.9513,53575
3.957,53536
3.9626,53542
