Experiment: Feb_25_Turb_expt vial 8, Thu Feb 25 15:27:00 2021
0.0014,29219
0.0066,29233
0.0122,29216
0.0176,29217
0.0232,29213
0.0288,29226
0.0344,29214
0.04,29214
0.0454,29221
0.0509,29211
0.0565,29226
0.0622,29225
0.0677,29235
0.0734,29227
0.0787,29230
0.0843,29204
0.09,29228
0.0956,29218
0.1009,29240
0.1065,29077
0.1121,29079
0.1177,29086
0.1231,29081
0.1287,29076
0.1343,29059
0.1399,29090
0.1453,29092
0.151,29075
0.1566,29088
0.1621,29077
0.1677,29047
0.1731,29073
0.1788,29095
0.1844,29095
0.1899,29085
0.1956,29075
0.201,29084
0.2066,29084
0.2122,29087
0.2176,29076
0.2232,29084
0.2289,29088
0.2342,29082
0.2399,29051
0.2455,29059
0.2511,29061
0.2565,29052
0.2621,29049
0.2677,29058
0.2733,29050
0.2787,29079
0.2843,29073
0.2899,29060
0.2955,29075
0.3011,29059
0.3065,29068
0.3121,29061
0.3177,28998
0.3233,29042
0.3287,29080
0.3343,29060
0.34,29041
0.3456,29010
0.3509,29037
0.3566,29052
0.3622,29043
0.3678,29035
0.3732,29038
0.3788,29036
0.3844,29057
0.3898,29048
0.3954,29049
0.4011,29019
0.4067,29058
0.4121,29040
0.4177,29044
0.4233,29032
0.4287,29025
0.4343,29033
0.4399,29020
0.4456,29038
0.4509,29023
0.4566,29018
0.4622,29029
0.4678,28993
0.4732,29018
0.4788,29018
0.4844,28949
0.4898,29027
0.4954,29008
0.501,29013
0.5067,29017
0.512,29019
0.5176,29016
0.5233,29012
0.5289,29013
0.5343,29019
0.5399,29013
0.5455,28986
0.5511,28993
0.5565,29014
0.5621,29010
0.5678,29018
0.5731,29015
0.5787,29018
0.5844,29006
0.59,29004
0.5954,28988
0.601,28986
0.6066,28985
0.6122,28995
0.6176,28971
0.6232,28983
0.6288,28983
0.6345,28972
0.6398,28993
0.6455,28971
0.6511,28981
0.6567,28998
0.662,28974
0.6677,28983
0.6733,28982
0.6786,28986
0.6843,28969
0.6899,28973
0.6956,28965
0.7009,28976
0.7066,28969
0.7122,28966
0.7175,28964
0.7232,28915
0.7288,28953
0.7344,28941
0.7398,28943
0.7454,28941
0.7511,28934
0.7567,28933
0.762,28940
0.7677,28934
0.7733,28927
0.7787,28918
0.7843,28913
0.7899,28916
0.7953,28917
0.8009,28898
0.8065,28916
0.8122,28901
0.8178,28883
0.8232,28892
0.8288,28896
0.8344,28920
0.8398,28900
0.8454,28896
0.851,28869
0.8567,28881
0.862,28867
0.8676,28892
0.8733,28881
0.8786,28874
0.8843,28862
0.8899,28866
0.8955,28852
0.9009,28841
0.9065,28864
0.9121,28852
0.9178,28842
0.9231,28850
0.9287,28830
0.9344,28831
0.94,28830
0.9453,28819
0.951,28825
0.9566,28798
0.962,28823
0.9676,28814
0.9732,28764
0.9789,28798
0.9842,28804
0.9898,28806
0.9955,28797
1.0011,28804
1.0065,28793
1.0121,28795
1.0177,28786
1.0231,28772
1.0287,28764
1.0343,28757
1.0399,28752
1.0456,28759
1.0509,28748
1.0566,28754
1.0622,28740
1.0676,28732
1.0732,28632
1.0788,28680
1.0844,28719
1.0898,28713
1.0954,28662
1.101,28691
1.1064,28710
1.112,28696
1.1177,28691
1.1233,28683
1.1289,28658
1.1342,28682
1.1399,28685
1.1455,28662
1.1511,28673
1.1565,28603
1.1621,28668
1.1677,28642
1.1731,28639
1.1787,28639
1.1844,28610
1.1897,28613
1.1954,28615
1.201,28611
1.2066,28621
1.212,28587
1.2176,28592
1.2232,28585
1.2289,28620
1.2342,28573
1.2399,28592
1.2455,28583
1.2508,28547
1.2565,28566
1.2621,28567
1.2677,28574
1.2733,28559
1.2787,28554
1.2843,28571
1.2899,28514
1.2956,28550
1.3009,28542
1.3065,28496
1.3122,28530
1.3175,28501
1.3232,28504
1.3288,28496
1.3344,28502
1.3398,28504
1.3454,28478
1.351,28455
1.3567,28500
1.362,28463
1.3676,28482
1.3733,28443
1.3786,28442
1.3842,28425
1.3899,28440
1.3955,28430
1.4009,28424
1.4065,28393
1.4121,28388
1.4175,28396
1.4231,28418
1.4287,28370
1.4344,28365
1.44,28367
1.4454,28382
1.451,28368
1.4566,28374
1.462,28344
1.4676,28354
1.4732,28357
1.4786,28356
1.4842,28335
1.4898,28365
1.4955,28325
1.5011,28283
1.5065,28242
1.5121,28303
1.5177,28304
1.5233,28304
1.5287,28271
1.5343,28257
1.5399,28256
1.5453,28265
1.5509,28229
1.5566,28239
1.5622,28259
1.5676,28206
1.5732,28213
1.5788,28197
1.5842,28197
1.5898,28197
1.5955,28200
1.6008,28172
1.6065,28166
1.6121,28140
1.6177,28129
1.6231,28147
1.6287,28145
1.6343,28103
1.64,28073
1.6453,28081
1.651,28099
1.6566,28061
1.6619,28048
1.6676,28047
1.6732,28048
1.6788,28036
1.6842,28030
1.6898,28025
1.6954,28007
1.7011,28020
1.7064,27993
1.712,27982
1.7176,27957
1.7232,27996
1.7289,27967
1.7342,27935
1.7398,27916
1.7454,27939
1.7511,27918
1.7564,27925
1.7621,27894
1.7676,27911
1.7733,27877
1.7786,27887
1.7843,27895
1.7899,27844
1.7954,27845
1.8011,27862
1.8064,27851
1.8121,27804
1.8177,27788
1.8233,27808
1.8286,27808
1.8342,27807
1.8399,27812
1.8455,27798
1.8511,27789
1.8564,27732
1.8621,27773
1.8677,27675
1.8733,27771
1.8787,27697
1.8843,27704
1.89,27521
1.8953,27649
1.901,27696
1.9066,27672
1.912,27658
1.9176,27669
1.9232,27614
1.9289,27660
1.9342,27662
1.9399,27628
1.9455,27598
1.9509,27596
1.9565,27609
1.9621,27602
1.9678,27608
1.9731,27572
1.9787,27528
1.9844,27567
1.99,27555
1.9953,27468
2.0066,27550
2.012,27529
2.0176,27498
2.0233,27505
2.0289,27512
2.0343,27526
2.0399,27483
2.0455,27496
2.0511,27426
2.0565,27464
2.0621,27429
2.0677,27456
2.0734,27452
2.0787,27421
2.0843,27368
2.09,27422
2.0956,27364
2.1009,27370
2.1066,27340
2.1122,27411
2.1175,27362
2.1232,27393
2.1288,27331
2.1344,27338
2.1398,27338
2.1454,27331
2.1511,27337
2.1567,27362
2.162,27340
2.1677,27314
2.1733,27280
2.1787,27320
2.1843,27256
2.1899,27272
2.1956,27268
2.2009,27262
2.2065,27248
2.2122,27253
2.2178,27236
2.2232,27231
2.2288,27239
2.2344,27214
2.2398,27188
2.2454,27212
2.251,27178
2.2567,27188
2.2621,27201
2.2677,27170
2.2733,27114
2.279,27146
2.2843,27128
2.29,27119
2.2956,27086
2.3009,27074
2.3065,27063
2.3122,27069
2.3178,27028
2.3231,27050
2.3288,27019
2.3344,27009
2.34,27035
2.3454,27022
2.351,26991
2.3566,26969
2.3623,26974
2.3676,26953
2.3732,26901
2.3789,26929
2.3842,26908
2.3899,26887
2.3955,26875
2.4011,26866
2.4065,26869
2.4121,26882
2.4177,26869
2.4234,26828
2.4287,26802
2.4344,26833
2.44,26839
2.4456,26813
2.451,26815
2.4566,26770
2.4622,26772
2.4676,26755
2.4732,26782
2.4788,26769
2.4845,26727
2.4898,26710
2.4954,26744
2.5011,26744
2.5067,26722
2.512,26717
2.5177,26739
2.5233,26697
2.5289,26710
2.5343,26682
2.5399,26651
2.5456,26655
2.5509,26664
2.5566,26663
2.5622,26649
2.5678,26632
2.5732,26646
2.5788,26636
2.5845,26598
2.5898,26630
2.5954,26613
2.601,26637
2.6067,26587
2.6123,26585
2.6176,26594
2.6233,26619
2.6289,26591
2.6345,26614
2.6399,26573
2.6455,26621
2.6511,26580
2.6567,26614
2.6621,26599
2.6677,26545
2.6733,26570
2.679,26575
2.6843,26560
2.6899,26572
2.6956,26550
2.7012,26564
2.7065,26593
2.7122,26560
2.7178,26563
2.7232,26564
2.7288,26567
2.7344,26526
2.74,26536
2.7454,26567
2.751,26540
2.7567,26539
2.7623,26521
2.7676,26529
2.7733,26515
2.7789,26514
2.7843,26530
2.7899,26532
2.7955,26513
2.8012,26512
2.8065,26513
2.8122,26543
2.8178,26529
2.8234,26524
2.8288,26544
2.8344,26511
2.84,26506
2.8454,26490
2.851,26495
2.8566,26494
2.8623,26495
2.8676,26465
2.8733,26462
2.8789,26477
2.8842,26490
2.8899,26452
2.8955,26464
2.9012,26430
2.9065,26411
2.9121,26412
2.9178,26427
2.9234,26419
2.9287,26415
2.9344,26429
2.94,26422
2.9454,26429
2.951,26411
2.9566,26416
2.9623,26391
2.9677,26385
2.9733,26371
2.9789,26421
2.9845,26391
2.9899,26381
2.9955,26353
3.0065,26331
3.0122,26339
3.0178,26352
3.0234,26322
3.0288,26341
3.0344,26342
3.04,26317
3.0456,26335
3.051,26316
3.0566,26305
3.0622,26318
3.0676,26308
3.0733,26312
3.0789,26271
3.0845,26305
3.0899,26267
3.0955,26285
3.1012,26276
3.1065,26245
3.1121,26248
3.1178,26251
3.1234,26222
3.1287,26218
3.1344,26203
3.14,26184
3.1456,26217
3.151,26170
3.1566,26210
3.1623,26187
3.1676,26173
3.1733,26182
3.1789,26176
3.1843,26180
3.1899,26172
3.1955,26170
3.2012,26160
3.2065,26182
3.2122,26177
3.2178,26187
3.2234,26173
3.2288,26152
3.2343,26172
3.2399,26184
3.2455,26187
3.2511,26161
3.2567,26141
3.2621,26154
3.2677,26158
3.2734,26155
3.2787,26112
3.2843,26133
3.2899,26146
3.2955,26121
3.3011,26127
3.3065,26121
3.3121,26113
3.3177,26111
3.3233,26054
3.3289,26109
3.3343,26107
3.3399,26063
3.3455,26074
3.3511,26079
3.3567,26099
3.3621,26083
3.3677,26106
3.3733,26099
3.3789,26067
3.3843,26049
3.3899,26063
3.3955,26055
3.4011,26038
3.4067,26060
3.4121,26075
3.4177,26056
3.4233,26092
3.4289,26063
3.4345,26051
3.4399,26084
3.4455,26033
3.4512,26051
3.4565,26034
3.4622,26026
3.4678,26037
3.4732,26036
3.4788,26028
3.4845,26043
3.4901,26040
3.4954,26027
3.5011,25987
3.5067,25968
3.5121,25967
3.5177,25975
3.5233,25992
3.529,25995
3.5343,25997
3.5399,26023
3.5456,25999
3.5512,25973
3.5565,25975
3.5622,25984
3.5678,25975
3.5732,25984
3.5788,26003
3.5844,25997
3.5901,25985
3.5954,25982
3.601,25945
3.6067,25948
3.6123,25967
3.6177,25964
3.6233,25941
3.6289,25900
3.6343,25940
3.6399,25951
3.6455,25933
3.6511,25918
3.6565,25918
3.6621,25946
3.6678,25932
3.6734,25935
3.6788,25937
3.6844,25932
3.69,25949
3.6954,25908
3.701,25921
3.7067,25921
3.712,25918
3.7176,25887
3.7233,25900
3.7289,25887
3.7345,25901
3.7399,25875
3.7455,25855
3.7511,25905
3.7565,25845
3.7621,25895
3.7678,25908
3.7731,25850
3.7788,25870
3.7844,25875
3.79,25892
3.7954,25862
3.801,25871
3.8066,25824
3.8122,25872
3.8179,25854
3.8232,25871
3.8288,25824
3.8345,25839
3.8398,25862
3.8454,25844
3.8511,25816
3.8567,25839
3.8623,25843
3.8677,25789
3.8733,25791
3.8789,25830
3.8843,25791
3.8899,25816
3.8956,25814
3.9012,25787
3.9065,25809
3.9122,25813
3.9178,25787
3.9234,25759
3.9288,25813
3.9344,25806
3.94,25787
3.9454,25766
3.951,25720
3.9567,25778
3.9623,25726
3.9677,25768
3.9733,25782
3.9789,25749
3.9843,25751
3.9899,25765
3.9956,25761
4.0009,25762
4.0066,25747
4.0123,25759
4.0176,25715
4.0232,25758
4.0289,25749
4.0345,25768
4.0399,25760
4.0455,25716
4.0511,25713
4.0565,25721
4.0621,25716
4.0677,25766
4.0734,25689
4.0787,25693
4.0844,25666
4.09,25707
4.0956,25758
4.101,25694
4.1066,25707
4.1123,25703
4.1176,25718
4.1232,25697
4.1289,25702
4.1345,25671
4.1398,25678
4.1455,25685
4.1511,25701
4.1565,25685
4.1621,25682
4.1677,25674
4.1734,25710
4.179,25701
4.1843,25649
4.19,25664
4.1956,25636
4.2009,25654
4.2066,25570
4.2122,25642
4.2178,25666
4.2232,25639
4.2288,25654
4.2345,25649
4.2398,25681
4.2454,25626
4.2511,25642
4.2567,25598
4.262,25562
4.2677,25628
4.2733,25611
4.2787,25619
4.2843,25609
4.2899,25639
4.2956,25634
4.3009,25594
4.3065,25593
4.3121,25589
4.3178,25592
4.3234,25576
4.3288,25598
4.3344,25637
4.34,25586
4.3454,25585
4.351,25576
4.3567,25568
4.362,25554
4.3676,25574
4.3733,25580
4.3789,25558
4.3843,25565
4.3899,25530
4.3955,25547
4.4012,25523
4.4065,25561
4.4121,25528
4.4178,25518
4.4234,25524
4.4287,25512
4.4344,25507
4.44,25518
4.4456,25518
4.4509,25519
4.4565,25492
4.4622,25531
4.4678,25483
4.4731,25473
4.4788,25482
4.4844,25494
4.49,25471
4.4954,25456
4.501,25441
4.5066,25464
4.5123,25459
4.5176,25493
4.5233,25473
4.5289,25444
4.5342,25452
4.5399,25459
4.5455,25479
4.5511,25468
4.5565,25486
4.5621,25440
4.5678,25461
4.5734,25453
4.5787,25462
4.5844,25463
4.59,25391
4.5954,25411
4.601,25394
4.6066,25433
4.6123,25410
4.6176,25418
4.6232,25421
4.6289,25402
4.6345,25386
4.6398,25403
4.6455,25376
4.6511,25399
4.6567,25428
4.6621,25409
4.6677,25350
4.6734,25381
4.6787,25402
4.6843,25384
4.69,25384
4.6956,25404
4.7009,25379
4.7066,25380
4.7122,25347
4.7178,25368
4.7232,25348
4.7288,25338
4.7344,25326
4.7401,25372
4.7454,25343
4.751,25344
4.7565,25336
4.7621,25334
4.7677,25330
4.7733,25362
4.7787,25333
4.7843,25309
4.7899,25337
4.7955,25342
4.8009,25304
4.8065,25297
4.8121,25302
4.8177,25305
4.8233,25312
4.8287,25271
4.8343,25290
4.8399,25313
4.8455,25287
4.8512,25264
4.8565,25286
4.8622,25286
4.8677,25258
4.8734,25232
4.8787,25285
4.8843,25212
4.89,25255
4.8955,25242
4.9011,25217
4.9065,25260
4.9121,25243
4.9178,25223
4.9233,25192
4.9287,25209
4.9343,25213
4.9399,25210
4.9456,25256
4.9509,25213
4.9565,25182
4.9622,25205
4.9676,25174
4.9732,25156
4.9788,25182
4.9844,25173
4.9898,25163
4.9954,25121
5.001,25140
5.0067,25146
5.012,25139
5.0177,25133
5.0233,25187
5.0289,25161
5.0343,25160
5.0399,25099
5.0455,25115
5.0511,25160
5.0565,25074
5.0621,25165
5.0678,25153
5.0731,25121
5.0787,25129
5.0844,25144
5.09,25087
5.0954,25136
5.101,25113
5.1066,25125
5.1122,25159
5.1176,25120
5.1232,25118
5.1288,25131
5.1344,25104
5.1398,25072
5.1454,25110
5.1511,25094
5.1567,25106
5.162,25101
5.1677,25082
5.1733,25084
5.1787,25095
5.1843,25085
5.1899,25082
5.1955,25059
5.2009,25078
5.2065,25084
5.2122,25063
5.2178,25044
5.2232,25073
5.2288,25080
5.2344,25044
5.2398,25098
5.2454,25065
5.251,25068
5.2566,25058
5.262,24972
5.2676,25006
5.2733,24994
5.2789,25053
5.2843,25029
5.2899,25001
5.2955,25026
5.3009,25009
5.3065,25006
5.3122,24991
5.3178,25040
5.3231,24915
5.3288,25033
5.3344,25029
5.34,25013
5.3454,24985
5.351,24999
5.3566,25024
5.362,25066
5.3676,25029
5.3733,24975
5.3789,24996
5.3842,25021
5.3899,25043
5.3955,25017
5.4011,24945
5.4065,24999
5.4121,25018
5.4175,25027
5.4231,24999
5.4288,24971
5.4344,25013
5.44,24996
5.4454,24964
5.451,24988
5.4567,25026
5.462,24927
5.4676,24996
5.4733,24976
5.4786,24947
5.4843,24971
5.4899,24997
5.4955,24993
5.5009,24983
5.5065,24970
5.5121,25003
5.5178,24965
5.5231,24963
5.5288,24999
5.5344,24946
5.5398,24885
5.5454,24872
5.551,24980
5.5567,24968
5.562,24975
5.5677,24952
5.5733,24936
5.5787,24958
5.5843,24944
5.5899,24928
5.5955,24922
5.6009,24905
5.6065,24910
5.6121,24954
5.6178,24950
5.6231,24951
5.6288,24913
5.6344,24885
5.64,24882
5.6454,24829
5.651,24852
5.6566,24897
5.6622,24866
5.6676,24850
5.6732,24870
5.6788,24910
5.6844,24866
5.6898,24878
5.6954,24876
5.701,24835
5.7064,24891
5.712,24832
5.7177,24890
5.7233,24888
5.7289,24867
5.7343,24857
5.7399,24845
5.7455,24836
5.7509,24869
5.7565,24853
5.7622,24847
5.7678,24823
5.7731,24839
5.7788,24830
5.7844,24848
5.7898,24835
5.7954,24829
5.8011,24830
5.8064,24802
5.812,24808
5.8177,24854
5.8233,24841
5.8287,24828
5.8343,24817
5.84,24842
5.8453,24836
5.851,24825
5.8566,24809
5.862,24815
5.8676,24813
5.8732,24807
5.8789,24822
5.8842,24782
5.8899,24768
5.8955,24807
5.9009,24791
5.9065,24799
5.9122,24771
5.9178,24774
5.9231,24806
5.9288,24792
5.9344,24783
5.9398,24787
5.9454,24795
5.951,24786
5.9567,24788
5.962,24744
5.9677,24777
5.9733,24769
5.9786,24761
