Experiment: Apr29_heat_tst_expt vial 5, Fri Apr 29 15:10:13 2022
0.0028,54857
0.0084,54860
0.0141,54859
0.0194,54865
0.0251,54875
0.0307,54878
0.0361,54886
0.0417,54895
0.0474,54897
0.0528,54910
0.0584,54905
0.0641,54907
0.0695,54910
0.0751,54917
0.0808,54914
0.0861,54916
0.0918,54922
0.0972,54920
0.1028,54922
0.1085,54917
0.1138,54918
0.1195,54913
0.1252,54921
0.1306,54927
0.1362,54925
0.1419,54929
0.1472,54925
0.1529,54926
0.1583,54928
0.1639,54927
0.1696,54919
0.175,54926
0.1806,54927
0.1863,54928
0.1917,54929
0.1973,54924
0.203,54933
0.2084,54934
0.2139,54937
0.2196,54939
0.225,54931
0.2306,54940
0.2363,54935
0.2417,54938
0.2473,54945
0.253,54937
0.2583,54942
0.264,54942
0.2696,54933
0.2751,54931
