Experiment: Apr29_heat_tst_expt vial 3, Fri Apr 29 15:10:13 2022
0.0028,55330
0.0084,55342
0.0141,55324
0.0194,55313
0.0251,55338
0.0307,55349
0.0361,55337
0.0417,55364
0.0474,55359
0.0528,55368
0.0584,55355
0.0641,55359
0.0695,55363
0.0751,55371
0.0808,55367
0.0861,55372
0.0918,55376
0.0972,55371
0.1028,55371
0.1085,55368
0.1138,55374
0.1195,55365
0.1252,55364
0.1306,55370
0.1362,55357
0.1419,55362
0.1472,55366
0.1529,55378
0.1583,55373
0.1639,55363
0.1696,55362
0.175,55377
0.1806,55371
0.1863,55362
0.1917,55368
0.1973,55368
0.203,55365
0.2084,55368
0.2139,55368
0.2196,55374
0.225,55361
0.2306,55379
0.2363,55377
0.2417,55370
0.2473,55364
0.253,55373
0.2583,55368
0.264,55374
0.2696,55361
0.2751,55369
