Experiment: Apr29_heat_tst_expt vial 13, Fri Apr 29 15:10:13 2022
0.0028,52394
0.0084,52408
0.0141,52392
0.0194,52406
0.0251,52397
0.0307,52384
0.0361,52417
0.0417,52412
0.0474,52392
0.0528,52421
0.0584,52416
0.0641,52409
0.0695,52413
0.0751,52416
0.0808,52412
0.0861,52418
0.0918,52407
0.0972,52411
0.1028,52410
0.1085,52409
0.1138,52401
0.1195,52400
0.1252,52401
0.1306,52413
0.1362,52408
0.1419,52411
0.1472,52410
0.1529,52419
0.1583,52424
0.1639,52413
0.1696,52393
0.175,52402
0.1806,52405
0.1863,52409
0.1917,52395
0.1973,52403
0.203,52397
0.2084,52405
0.2139,52413
0.2196,52417
0.225,52402
0.2306,52403
0.2363,52412
0.2417,52404
0.2473,52406
0.253,52388
0.2583,52391
0.264,52404
0.2696,52401
0.2751,52385
