Experiment: Apr29_heat_tst_expt vial 14, Fri Apr 29 15:10:13 2022
0.0028,168
0.0084,167
0.0141,166
0.0194,165
0.0251,163
0.0307,166
0.0361,168
0.0417,167
0.0474,163
0.0528,167
0.0584,169
0.0641,168
0.0695,166
0.0751,162
0.0808,164
0.0861,168
0.0918,166
0.0972,166
0.1028,166
0.1085,164
0.1138,168
0.1195,166
0.1252,162
0.1306,165
0.1362,165
0.1419,166
0.1472,168
0.1529,165
0.1583,166
0.1639,167
0.1696,166
0.175,167
0.1806,165
0.1863,167
0.1917,168
0.1973,167
0.203,165
0.2084,167
0.2139,165
0.2196,167
0.225,167
0.2306,165
0.2363,169
0.2417,169
0.2473,166
0.253,168
0.2583,166
0.264,166
0.2696,165
0.2751,164
