Experiment: Apr29_heat_tst_expt vial 2, Fri Apr 29 15:10:13 2022
0.0028,55746
0.0084,55760
0.0141,55760
0.0194,55762
0.0251,55766
0.0307,55777
0.0361,55780
0.0417,55782
0.0474,55787
0.0528,55794
0.0584,55789
0.0641,55798
0.0695,55801
0.0751,55796
0.0808,55796
0.0861,55797
0.0918,55804
0.0972,55806
0.1028,55809
0.1085,55810
0.1138,55806
0.1195,55804
0.1252,55799
0.1306,55795
0.1362,55806
0.1419,55788
0.1472,55785
0.1529,55783
0.1583,55787
0.1639,55775
0.1696,55784
0.175,55788
0.1806,55783
0.1863,55780
0.1917,55782
0.1973,55784
0.203,55783
0.2084,55786
0.2139,55790
0.2196,55787
0.225,55790
0.2306,55791
0.2363,55792
0.2417,55791
0.2473,55796
0.253,55798
0.2583,55792
0.264,55797
0.2696,55786
0.2751,55785
