Experiment: Apr29_heat_tst_expt vial 7, Fri Apr 29 15:10:13 2022
0.0028,167
0.0084,168
0.0141,167
0.0194,165
0.0251,167
0.0307,167
0.0361,166
0.0417,166
0.0474,166
0.0528,167
0.0584,167
0.0641,166
0.0695,168
0.0751,163
0.0808,164
0.0861,164
0.0918,165
0.0972,164
0.1028,164
0.1085,167
0.1138,164
0.1195,168
0.1252,168
0.1306,165
0.1362,166
0.1419,166
0.1472,169
0.1529,164
0.1583,167
0.1639,167
0.1696,168
0.175,166
0.1806,169
0.1863,168
0.1917,168
0.1973,167
0.203,166
0.2084,166
0.2139,167
0.2196,169
0.225,168
0.2306,169
0.2363,164
0.2417,167
0.2473,167
0.253,168
0.2583,166
0.264,166
0.2696,167
0.2751,166
