Experiment: Apr29_heat_tst_expt vial 15, Fri Apr 29 15:10:13 2022
0.0028,165
0.0084,167
0.0141,167
0.0194,168
0.0251,165
0.0307,166
0.0361,166
0.0417,166
0.0474,162
0.0528,167
0.0584,166
0.0641,167
0.0695,163
0.0751,165
0.0808,165
0.0861,164
0.0918,165
0.0972,162
0.1028,166
0.1085,165
0.1138,166
0.1195,164
0.1252,163
0.1306,166
0.1362,164
0.1419,165
0.1472,165
0.1529,166
0.1583,167
0.1639,167
0.1696,167
0.175,167
0.1806,168
0.1863,168
0.1917,168
0.1973,168
0.203,166
0.2084,165
0.2139,167
0.2196,168
0.225,166
0.2306,166
0.2363,168
0.2417,167
0.2473,166
0.253,166
0.2583,165
0.264,165
0.2696,166
0.2751,165
