Experiment: Apr29_heat_tst_expt vial 1, Fri Apr 29 15:10:13 2022
0.0028,53910
0.0084,53915
0.0141,53904
0.0194,53906
0.0251,53930
0.0307,53949
0.0361,53931
0.0417,53953
0.0474,53968
0.0528,53978
0.0584,53969
0.0641,53974
0.0695,53960
0.0751,53982
0.0808,53972
0.0861,53979
0.0918,53972
0.0972,53964
0.1028,53970
0.1085,53964
0.1138,53972
0.1195,53934
0.1252,53981
0.1306,53969
0.1362,53979
0.1419,53992
0.1472,53963
0.1529,53981
0.1583,53975
0.1639,53965
0.1696,53960
0.175,53954
0.1806,53965
0.1863,53971
0.1917,53976
0.1973,53966
0.203,53964
0.2084,53968
0.2139,53983
0.2196,53977
0.225,53971
0.2306,53988
0.2363,53983
0.2417,53987
0.2473,53985
0.253,53991
0.2583,53994
0.264,53986
0.2696,53977
0.2751,53955
