Experiment: Apr29_heat_tst_expt vial 11, Fri Apr 29 15:10:13 2022
0.0028,167
0.0084,167
0.0141,165
0.0194,163
0.0251,165
0.0307,167
0.0361,167
0.0417,168
0.0474,168
0.0528,169
0.0584,168
0.0641,163
0.0695,166
0.0751,165
0.0808,166
0.0861,165
0.0918,166
0.0972,167
0.1028,164
0.1085,165
0.1138,166
0.1195,165
0.1252,167
0.1306,166
0.1362,165
0.1419,165
0.1472,167
0.1529,164
0.1583,166
0.1639,165
0.1696,166
0.175,166
0.1806,165
0.1863,168
0.1917,166
0.1973,164
0.203,165
0.2084,167
0.2139,163
0.2196,167
0.225,168
0.2306,168
0.2363,167
0.2417,166
0.2473,161
0.253,166
0.2583,168
0.264,165
0.2696,168
0.2751,166
