Experiment: Mar_9_turb2_expt vial 3, Tue Mar  9 17:40:35 2021
0.0017,28390
0.0069,28393
0.0125,28387
0.0179,28390
0.0236,28391
0.029,28392
0.0347,28398
0.0401,28396
0.0458,28390
0.0515,28391
0.0569,28394
0.0625,28389
0.0679,28412
0.0736,28408
0.079,28411
0.0847,28408
0.0901,28402
0.0958,28393
0.1012,28390
0.1069,28388
0.1125,28392
0.1179,28370
0.1236,28397
0.129,28403
0.1347,28438
0.1401,28447
0.1458,28467
0.1512,28484
0.1569,28486
0.1623,28532
0.1679,28534
0.1736,28545
0.179,28533
0.1847,28491
0.1901,28517
0.1958,28497
0.2012,22956
0.2069,28507
0.2123,28543
0.218,28535
