Experiment: July_9_negative_cntrl_expt vial 6, Fri Jul  9 17:30:40 2021
0.0025,98
0.0082,98
0.0135,103
0.0192,97
0.0248,99
0.0305,99
0.0358,98
0.0413,101
0.047,98
0.0526,101
0.0579,99
0.0636,102
0.0691,100
0.0748,99
0.0804,100
0.0858,100
0.0914,100
0.0969,101
0.1026,101
0.1082,98
0.1136,97
0.1192,101
0.1247,101
0.1304,98
0.136,99
0.1414,98
0.147,101
0.1526,102
0.1582,99
0.1635,100
0.1692,98
0.1748,96
0.1802,98
0.1858,104
0.1914,103
0.1971,102
0.2024,100
0.2081,98
0.2137,100
0.2191,98
0.2247,96
0.2304,98
0.2358,96
0.2414,91
0.2471,98
0.2524,99
0.2581,96
0.2637,98
0.2691,95
0.2747,99
0.2804,101
0.286,100
0.2914,100
0.297,100
0.3027,98
0.308,101
0.3136,97
0.3193,100
0.3246,101
0.3303,99
0.3359,97
0.3415,97
0.3469,97
0.3526,100
0.3582,100
0.3635,102
0.3692,99
0.3748,102
0.3805,98
0.3858,100
0.3915,99
0.3971,99
0.4025,102
0.4081,98
0.4138,100
0.4192,102
0.4248,98
0.4302,100
0.4358,102
0.4415,101
0.4471,102
0.4525,103
0.4581,97
0.4638,101
0.4691,99
0.4748,97
0.4804,95
0.4858,99
0.4914,100
0.4971,100
0.5024,97
0.5081,98
0.5137,102
0.5193,99
0.5247,99
0.5304,101
0.536,95
0.5414,98
0.547,98
0.5526,99
0.558,97
0.5636,97
0.5693,97
0.5749,96
0.5802,98
0.5859,95
0.5915,99
0.5969,97
0.6025,99
0.6082,96
0.6138,96
0.6191,95
0.6248,96
0.6304,97
0.6358,97
0.6414,97
0.6471,97
0.6527,98
0.6581,97
0.6637,99
0.6694,96
0.6748,97
0.6804,98
0.6858,100
0.6914,102
0.697,99
0.7027,101
0.708,98
0.7137,96
0.7193,97
0.7247,97
0.7303,98
0.7359,100
0.7416,98
0.7469,97
0.7526,100
0.7582,96
0.7636,96
0.7692,96
0.7748,99
0.7802,97
0.7859,100
0.7915,97
0.7971,99
0.8025,97
0.8081,101
0.8138,101
0.8191,100
0.8248,99
0.8304,100
0.8358,100
0.8414,98
0.847,97
0.8527,95
0.858,94
0.8637,97
0.8693,100
0.8747,99
0.8803,101
0.886,100
0.8913,98
0.897,98
0.9026,97
0.9082,100
0.9136,99
0.9192,101
0.9249,96
0.9302,98
0.9359,100
0.9415,99
0.9469,98
0.9525,98
0.9582,100
0.9638,93
0.9692,97
0.9748,100
0.9805,97
0.9858,98
0.9915,100
0.9971,99
1.0025,98
1.0081,100
1.0137,97
1.0191,100
1.0247,102
1.0304,98
1.036,99
1.0414,99
1.047,99
1.0527,100
1.058,102
1.0637,100
1.0693,98
1.0747,94
1.0803,96
1.086,98
1.0913,99
1.097,99
1.1026,99
1.108,101
1.1136,98
1.1193,98
1.1249,99
1.1303,101
1.1359,98
1.1415,99
1.1469,96
1.1526,95
1.1582,99
1.1635,100
1.1692,99
1.1748,100
1.1805,99
1.1858,98
1.1914,99
1.1971,99
1.2025,102
1.2081,99
1.2137,101
1.2194,98
1.2247,101
1.2304,101
1.236,95
1.2414,95
1.247,99
1.2526,100
1.2583,96
1.2636,97
1.2693,97
1.2749,99
1.2803,98
1.2859,100
1.2916,95
1.2969,97
1.3026,101
1.3082,101
1.3136,95
1.3192,96
1.3248,102
1.3305,99
1.3358,98
1.3414,97
1.3471,101
