Experiment: July_9_negative_cntrl_expt vial 12, Fri Jul  9 17:30:40 2021
0.0025,100
0.0082,103
0.0135,100
0.0192,95
0.0248,102
0.0305,95
0.0358,99
0.0413,100
0.047,101
0.0526,101
0.0579,99
0.0636,100
0.0691,104
0.0748,98
0.0804,100
0.0858,99
0.0914,98
0.0969,99
0.1026,100
0.1082,98
0.1136,101
0.1192,97
0.1247,98
0.1304,97
0.136,97
0.1414,99
0.147,98
0.1526,100
0.1582,101
0.1635,100
0.1692,100
0.1748,95
0.1802,99
0.1858,101
0.1914,100
0.1971,100
0.2024,100
0.2081,99
0.2137,100
0.2191,97
0.2247,97
0.2304,96
0.2358,97
0.2414,97
0.2471,98
0.2524,96
0.2581,95
0.2637,101
0.2691,97
0.2747,100
0.2804,100
0.286,101
0.2914,100
0.297,98
0.3027,99
0.308,104
0.3136,97
0.3193,99
0.3246,96
0.3303,96
0.3359,99
0.3415,98
0.3469,100
0.3526,99
0.3582,100
0.3635,103
0.3692,99
0.3748,98
0.3805,99
0.3858,99
0.3915,100
0.3971,98
0.4025,100
0.4081,100
0.4138,98
0.4192,101
0.4248,96
0.4302,102
0.4358,101
0.4415,99
0.4471,104
0.4525,102
0.4581,100
0.4638,100
0.4691,95
0.4748,99
0.4804,100
0.4858,102
0.4914,98
0.4971,100
0.5024,99
0.5081,95
0.5137,100
0.5193,100
0.5247,96
0.5304,97
0.536,97
0.5414,100
0.547,96
0.5526,95
0.558,96
0.5636,99
0.5693,98
0.5749,100
0.5802,97
0.5859,96
0.5915,97
0.5969,95
0.6025,97
0.6082,98
0.6138,95
0.6191,99
0.6248,97
0.6304,98
0.6358,95
0.6414,100
0.6471,97
0.6527,98
0.6581,98
0.6637,98
0.6694,97
0.6748,94
0.6804,99
0.6858,96
0.6914,97
0.697,99
0.7027,99
0.708,97
0.7137,100
0.7193,98
0.7247,101
0.7303,99
0.7359,99
0.7416,97
0.7469,99
0.7526,98
0.7582,97
0.7636,96
0.7692,99
0.7748,99
0.7802,99
0.7859,101
0.7915,103
0.7971,96
0.8025,100
0.8081,98
0.8138,101
0.8191,100
0.8248,100
0.8304,97
0.8358,98
0.8414,100
0.847,97
0.8527,97
0.858,93
0.8637,98
0.8693,102
0.8747,98
0.8803,97
0.886,103
0.8913,97
0.897,99
0.9026,99
0.9082,99
0.9136,99
0.9192,96
0.9249,101
0.9302,101
0.9359,101
0.9415,101
0.9469,100
0.9525,97
0.9582,97
0.9638,98
0.9692,100
0.9748,100
0.9805,96
0.9858,96
0.9915,101
0.9971,97
1.0025,98
1.0081,98
1.0137,98
1.0191,101
1.0247,102
1.0304,96
1.036,98
1.0414,97
1.047,101
1.0527,98
1.058,98
1.0637,96
1.0693,99
1.0747,96
1.0803,94
1.086,98
1.0913,100
1.097,100
1.1026,100
1.108,97
1.1136,102
1.1193,94
1.1249,100
1.1303,100
1.1359,98
1.1415,100
1.1469,98
1.1526,100
1.1582,98
1.1635,100
1.1692,97
1.1748,98
1.1805,98
1.1858,97
1.1914,96
1.1971,98
1.2025,97
1.2081,100
1.2137,98
1.2194,100
1.2247,103
1.2304,98
1.236,96
1.2414,99
1.247,102
1.2526,99
1.2583,100
1.2636,99
1.2693,101
1.2749,97
1.2803,96
1.2859,100
1.2916,97
1.2969,98
1.3026,97
1.3082,99
1.3136,97
1.3192,96
1.3248,99
1.3305,97
1.3358,98
1.3414,100
1.3471,96
1.3525,98
1.3581,99
1.3637,97
1.3691,98
1.3747,99
1.3804,102
1.386,98
1.3913,97
1.397,99
1.4026,100
1.4082,99
1.4136,99
1.4192,96
1.4249,100
1.4302,97
1.4359,96
1.4415,97
1.4471,97
1.4525,98
1.4581,97
1.4638,97
1.4691,97
1.4748,95
1.4804,101
1.486,97
1.4914,100
1.4971,96
1.5024,95
1.5081,100
1.5137,99
1.5194,97
1.5247,98
1.5304,96
1.536,97
1.5414,96
1.547,100
1.5526,100
1.5583,99
1.5636,99
1.5692,95
1.5748,93
1.5805,98
1.5858,102
1.5914,96
1.597,99
1.6027,96
1.608,98
1.6136,97
1.6192,96
1.6248,101
1.6305,100
1.6358,100
1.6415,98
1.647,100
1.6526,98
1.658,98
1.6636,95
1.6693,95
1.6747,98
1.6803,99
1.6859,95
1.6916,98
1.6969,98
1.7026,98
1.7082,100
1.7136,101
1.7192,98
1.7248,100
1.7304,101
1.736,98
1.7414,100
1.747,101
1.7525,100
1.7581,100
1.7637,98
1.7691,100
1.7747,98
1.7804,97
1.7858,98
1.7915,99
1.7971,95
1.8025,101
1.8081,100
1.8137,100
1.8194,99
1.8247,97
1.8304,95
1.836,97
1.8415,98
1.847,96
1.8526,94
1.8583,99
1.8636,100
1.8693,97
1.8747,99
1.8803,98
1.8859,96
1.8916,98
1.8969,100
1.9026,99
1.9082,99
1.9138,98
1.9192,98
1.9248,102
1.9304,102
1.9358,98
1.9414,100
1.9471,98
1.9527,98
1.9581,94
1.9637,97
1.9694,97
1.9747,98
1.9803,101
1.9859,96
1.9915,99
1.9969,98
2.0025,93
2.0082,95
2.0136,98
2.0192,98
2.0249,101
2.0303,99
2.0359,101
2.0416,101
2.0469,104
2.0526,101
2.0582,98
2.0636,98
2.0692,99
2.0749,102
2.0805,99
2.0859,95
2.0915,100
2.0969,98
2.1025,97
2.1082,102
2.1138,101
2.1193,97
2.1249,98
2.1303,95
2.1359,99
2.1415,97
2.1472,98
2.1525,101
2.1581,95
2.1638,99
2.1691,99
2.1748,99
2.1805,98
2.1859,97
2.1915,99
2.1969,100
2.2025,103
2.2081,99
2.2138,100
2.2191,98
2.2248,100
2.2304,98
2.236,98
2.2414,101
2.247,98
2.2527,101
2.2581,99
2.2637,98
2.2693,96
2.2749,98
2.2803,100
2.2859,99
2.2916,99
2.297,97
2.3026,97
2.3082,100
2.3136,98
2.3192,94
2.3249,100
2.3305,98
2.3359,99
2.3415,100
2.3472,101
2.3525,104
2.3581,98
2.3638,102
2.3691,100
2.3748,97
2.3804,99
2.3858,97
2.3914,99
2.3971,99
2.4027,99
2.4081,99
2.4137,97
2.4193,97
2.4247,102
2.4303,100
2.436,100
2.4416,98
2.447,98
2.4526,95
2.4583,99
2.4636,100
2.4693,100
2.4749,97
2.4803,94
2.4859,98
2.4913,101
2.497,101
2.5026,97
2.5082,99
2.5136,101
2.5193,98
2.5249,96
2.5303,98
2.5359,96
2.5416,99
2.5469,98
2.5526,95
2.5582,98
2.5636,98
2.5692,101
2.5749,102
2.5805,101
2.5859,101
2.5915,98
2.5971,100
2.6025,99
2.6081,99
2.6138,101
2.6194,100
2.6248,101
2.6304,96
2.636,98
2.6414,99
2.647,99
2.6527,101
2.6583,98
2.6636,99
2.6693,101
2.6749,97
2.6803,104
2.6859,101
2.6916,98
2.6969,100
2.7026,93
2.7082,94
2.7138,99
2.7192,96
2.7248,100
2.7305,103
2.7359,100
2.7415,102
2.7471,98
2.7525,98
2.7581,100
2.7638,100
2.7691,99
2.7748,99
2.7804,102
2.7861,101
2.7914,101
2.7971,101
2.8027,99
2.8081,99
2.8137,98
2.8194,99
2.8248,98
2.8304,102
2.836,97
2.8414,97
2.847,99
2.8527,99
2.8581,96
2.8637,101
2.8694,99
2.8747,102
2.8804,101
2.886,100
2.8914,97
2.897,98
2.9027,99
2.9083,100
2.9137,98
2.9194,98
2.9248,98
2.9304,103
2.936,101
2.9414,101
2.9471,102
2.9527,97
2.9581,99
2.9637,100
2.9693,101
2.9747,98
2.9803,98
2.986,99
2.9916,101
2.997,100
3.0025,102
3.0081,99
3.0138,100
3.0192,101
3.0248,100
3.0303,100
3.036,107
3.0416,101
3.047,100
3.0526,101
3.0581,98
3.0638,98
3.0694,104
3.0748,93
3.0804,94
3.0859,100
3.0916,99
3.0969,102
3.1026,99
3.1082,99
3.1137,100
3.1194,101
3.1247,98
3.1304,102
3.136,102
3.1414,103
3.147,99
3.1527,102
3.158,99
3.1637,100
3.1693,100
3.175,98
3.1803,101
3.186,97
3.1916,100
3.197,100
3.2026,101
3.2082,102
3.2136,99
3.2192,100
3.2249,97
3.2303,98
3.2359,98
3.2415,99
3.2472,100
3.2525,100
3.2582,101
3.2638,100
3.2692,103
3.2748,98
3.2805,100
3.2858,102
3.2915,101
3.2971,100
3.3025,100
3.3081,101
3.3138,100
3.3194,99
3.3248,98
3.3304,98
3.3361,96
3.3414,95
3.347,99
3.3527,98
3.3583,100
3.3637,98
3.3693,98
3.375,98
3.3803,98
3.386,100
3.3916,97
3.397,101
3.4026,97
3.4083,100
3.4136,98
3.4193,100
3.4249,97
3.4303,99
3.4359,98
3.4416,101
3.447,98
3.4526,98
3.4582,101
3.4636,96
3.4692,97
3.4749,99
3.4805,99
3.4859,98
3.4915,98
3.4971,98
3.5028,99
3.5081,100
3.5138,95
3.5192,100
3.5248,102
3.5305,101
3.5361,101
3.5414,99
3.5471,101
3.5527,100
3.5581,103
3.5637,101
3.5694,100
3.5747,100
3.5804,101
3.586,101
3.5914,100
3.5971,104
3.6027,102
3.6081,100
3.6137,99
3.6193,101
3.625,97
3.6304,102
3.636,99
3.6416,102
3.647,97
3.6526,100
3.6583,100
3.6637,101
3.6693,96
3.675,96
3.6803,100
3.686,101
3.6916,100
3.6972,99
3.7026,96
3.7082,96
3.7136,100
3.7192,100
3.7249,99
