Experiment: July_9_negative_cntrl_expt vial 0, Fri Jul  9 17:30:40 2021
0.0025,101
0.0082,97
0.0135,98
0.0192,97
0.0248,98
0.0305,99
0.0358,98
0.0413,101
0.047,102
0.0526,100
0.0579,97
0.0636,100
0.0691,102
0.0748,99
0.0804,99
0.0858,100
0.0914,99
0.0969,99
0.1026,98
0.1082,100
0.1136,98
0.1192,98
0.1247,99
0.1304,98
0.136,100
0.1414,100
0.147,97
0.1526,102
0.1582,100
0.1635,96
0.1692,101
0.1748,100
0.1802,99
0.1858,101
0.1914,98
0.1971,99
0.2024,100
0.2081,98
0.2137,100
0.2191,99
0.2247,95
0.2304,96
0.2358,96
0.2414,94
0.2471,98
0.2524,100
0.2581,95
0.2637,99
0.2691,98
0.2747,101
0.2804,102
0.286,100
0.2914,103
0.297,100
0.3027,95
0.308,102
0.3136,98
0.3193,98
0.3246,98
0.3303,100
0.3359,98
0.3415,98
0.3469,102
0.3526,98
0.3582,100
0.3635,97
0.3692,99
0.3748,100
0.3805,98
0.3858,98
0.3915,101
0.3971,99
0.4025,103
0.4081,97
0.4138,98
0.4192,101
0.4248,97
0.4302,98
0.4358,103
0.4415,101
0.4471,104
0.4525,103
0.4581,98
0.4638,99
0.4691,100
0.4748,95
0.4804,96
0.4858,98
0.4914,100
0.4971,99
0.5024,97
0.5081,99
0.5137,98
0.5193,97
0.5247,99
0.5304,100
0.536,96
0.5414,100
0.547,98
0.5526,97
0.558,100
0.5636,99
0.5693,99
0.5749,97
0.5802,96
0.5859,98
0.5915,96
0.5969,95
0.6025,97
0.6082,97
0.6138,96
0.6191,97
0.6248,96
0.6304,98
0.6358,100
0.6414,101
0.6471,97
0.6527,98
0.6581,97
0.6637,96
0.6694,98
0.6748,97
0.6804,100
0.6858,100
0.6914,95
0.697,98
0.7027,99
0.708,96
0.7137,101
0.7193,98
0.7247,98
0.7303,98
0.7359,98
0.7416,98
0.7469,99
0.7526,98
0.7582,96
0.7636,93
0.7692,98
0.7748,102
0.7802,100
0.7859,101
0.7915,100
0.7971,97
0.8025,99
0.8081,99
0.8138,104
0.8191,100
0.8248,99
0.8304,102
0.8358,100
0.8414,98
0.847,98
0.8527,94
0.858,95
0.8637,97
0.8693,99
0.8747,99
0.8803,99
0.886,98
0.8913,99
0.897,100
0.9026,101
0.9082,99
0.9136,99
0.9192,96
0.9249,99
0.9302,99
0.9359,97
0.9415,102
0.9469,98
0.9525,99
0.9582,98
0.9638,98
0.9692,99
0.9748,98
0.9805,101
0.9858,95
0.9915,97
0.9971,99
1.0025,98
1.0081,98
1.0137,100
1.0191,99
1.0247,101
1.0304,99
1.036,99
1.0414,99
1.047,98
1.0527,100
1.058,99
1.0637,100
1.0693,101
1.0747,99
1.0803,96
1.086,94
1.0913,100
1.097,99
1.1026,100
1.108,100
1.1136,100
1.1193,94
1.1249,99
1.1303,98
1.1359,96
1.1415,99
1.1469,98
1.1526,100
1.1582,100
1.1635,98
1.1692,98
1.1748,98
1.1805,97
1.1858,97
1.1914,98
1.1971,99
1.2025,101
1.2081,103
1.2137,102
1.2194,98
1.2247,101
1.2304,99
1.236,99
1.2414,98
1.247,98
1.2526,96
1.2583,100
1.2636,97
1.2693,97
1.2749,95
1.2803,96
1.2859,99
1.2916,101
1.2969,99
1.3026,99
1.3082,97
1.3136,98
1.3192,98
1.3248,101
1.3305,99
1.3358,101
1.3414,97
1.3471,97
1.3525,96
1.3581,97
1.3637,99
1.3691,98
1.3747,98
1.3804,99
1.386,98
1.3913,95
1.397,98
1.4026,98
1.4082,97
1.4136,98
1.4192,99
1.4249,97
1.4302,98
1.4359,98
1.4415,99
1.4471,101
1.4525,97
1.4581,99
1.4638,95
1.4691,97
1.4748,96
1.4804,97
1.486,98
1.4914,99
1.4971,100
1.5024,96
1.5081,101
1.5137,98
1.5194,96
1.5247,96
1.5304,97
1.536,99
1.5414,97
1.547,98
1.5526,98
1.5583,97
1.5636,98
1.5692,93
1.5748,93
1.5805,100
1.5858,102
1.5914,97
1.597,99
1.6027,94
1.608,98
1.6136,96
1.6192,94
1.6248,98
1.6305,98
1.6358,100
1.6415,97
1.647,100
1.6526,97
1.658,98
1.6636,96
1.6693,96
1.6747,101
1.6803,98
1.6859,97
1.6916,98
1.6969,100
1.7026,99
1.7082,99
1.7136,101
1.7192,100
1.7248,101
1.7304,99
1.736,98
1.7414,100
1.747,100
1.7525,99
1.7581,98
1.7637,99
1.7691,97
1.7747,97
1.7804,96
1.7858,99
1.7915,94
1.7971,98
1.8025,101
1.8081,103
1.8137,100
1.8194,98
1.8247,99
1.8304,94
1.836,96
1.8415,98
1.847,97
1.8526,96
1.8583,98
1.8636,98
1.8693,99
1.8747,98
1.8803,98
1.8859,98
1.8916,96
1.8969,100
1.9026,98
1.9082,97
1.9138,98
1.9192,98
1.9248,97
1.9304,102
1.9358,99
1.9414,97
1.9471,97
1.9527,96
1.9581,96
1.9637,95
1.9694,93
1.9747,102
1.9803,99
1.9859,99
1.9915,99
1.9969,95
2.0025,95
2.0082,95
2.0136,100
2.0192,97
2.0249,98
2.0303,96
2.0359,100
2.0416,100
2.0469,99
2.0526,100
2.0582,98
2.0636,99
2.0692,98
2.0749,100
2.0805,100
2.0859,96
2.0915,100
2.0969,99
2.1025,99
2.1082,100
2.1138,101
2.1193,99
2.1249,98
2.1303,97
2.1359,98
2.1415,98
2.1472,101
2.1525,98
2.1581,98
2.1638,99
2.1691,101
2.1748,102
2.1805,99
2.1859,99
2.1915,99
2.1969,99
2.2025,99
2.2081,97
2.2138,100
2.2191,99
2.2248,101
2.2304,100
2.236,100
2.2414,99
2.247,99
2.2527,100
2.2581,98
2.2637,96
2.2693,98
2.2749,100
2.2803,101
2.2859,94
2.2916,98
2.297,99
2.3026,101
2.3082,100
2.3136,101
2.3192,100
2.3249,96
2.3305,96
2.3359,102
2.3415,101
2.3472,98
2.3525,99
2.3581,98
2.3638,99
2.3691,99
2.3748,101
2.3804,99
2.3858,97
2.3914,99
2.3971,96
2.4027,99
2.4081,99
2.4137,102
2.4193,101
2.4247,98
2.4303,101
2.436,97
2.4416,99
2.447,98
