Experiment: Mar_2_Turb_expt vial 9, Tue Mar  2 18:45:49 2021
0.0056,1622
0.0113,1621
0.0166,1626
0.0223,1622
0.0279,1624
0.0333,1624
0.0389,1624
0.0446,1624
0.0499,1624
0.0556,1620
0.0612,1625
0.0666,1626
0.0723,1619
0.0779,1623
0.0833,1624
0.0889,1620
0.0946,1626
0.0999,1623
0.1056,1621
0.1112,1627
0.1166,1624
0.1222,1622
0.1279,1626
0.1333,1622
0.1389,1622
0.1445,1626
0.1502,1621
0.1555,1624
0.1611,1626
0.1668,1622
0.1721,1625
0.1777,1621
0.1834,1624
0.189,1625
0.1944,1622
0.2,1624
0.2056,1625
0.2113,1622
0.2166,1623
0.2223,1623
0.2279,1623
0.2332,1623
0.2389,1622
0.2445,1624
0.2501,1624
0.2555,1620
0.2611,1624
0.2668,1623
0.2721,1621
0.2778,1624
0.2834,1623
0.289,1624
0.2944,1626
0.2999,1621
0.3056,1626
0.3112,1623
0.3165,1621
0.3222,1625
0.3277,1622
0.3333,1622
0.339,1627
0.3446,1621
0.3499,1622
0.3555,1626
0.3611,1621
0.3668,1623
0.3721,1625
0.3778,1621
0.3833,1624
0.3889,1625
0.3946,1623
0.3999,1627
0.4056,1624
0.4111,1624
0.4168,1626
0.4224,1619
0.4278,1622
0.4334,1626
0.4389,1621
0.4446,1622
0.4499,1625
0.4556,1623
0.4612,1623
0.4666,1623
0.4722,1623
0.4778,1625
0.4835,1622
0.4888,1624
0.4945,1624
0.5001,1623
0.5055,1624
0.5111,1623
0.5168,1623
0.5221,1625
0.5278,1621
0.5334,1624
0.5388,1624
0.5444,1621
0.5501,1624
0.5557,1620
0.5611,1624
0.5667,1621
0.5723,1622
0.5777,1624
0.5833,1622
0.589,1621
0.5943,1623
0.6,1621
0.6056,1623
0.6112,1624
0.6166,1621
0.6222,1623
0.6279,1624
0.6332,1621
0.6389,1626
0.6445,1622
0.6501,1621
0.6555,1625
0.6611,1619
0.6668,1623
0.6721,1626
0.6777,1621
0.6834,1625
0.689,1625
0.6944,1621
0.7,1626
0.7056,1623
0.7113,1621
0.7166,1625
0.7222,1623
0.7279,1622
0.7332,1624
0.7388,1622
0.7445,1624
0.7501,1623
0.7555,1622
0.7611,1626
0.7667,1619
0.7721,1623
0.7777,1625
0.7833,1621
0.789,1623
0.7946,1625
0.8,1621
0.8056,1624
0.811,1626
0.8166,1621
0.8222,1625
0.8279,1624
0.8332,1622
0.8389,1626
0.8445,1622
0.8501,1621
0.8555,1625
0.8612,1620
0.8668,1622
0.8722,1626
0.8778,1621
0.8834,1623
0.8888,1622
0.8944,1624
0.9001,1623
0.9054,1623
0.9111,1623
0.9167,1622
0.9223,1623
0.9277,1624
0.9333,1621
0.939,1627
0.9443,1621
0.95,1623
0.9554,1626
0.961,1622
0.9667,1620
0.9723,1626
0.9777,1624
0.9833,1620
0.989,1626
0.9943,1624
1.0,1623
1.0056,1624
1.0113,1621
1.0167,1622
1.0223,1624
1.0277,1621
1.0333,1625
1.039,1622
1.0443,1623
1.05,1625
1.0556,1621
1.061,1623
1.0666,1624
1.0723,1622
1.0779,1623
1.0833,1622
1.0889,1621
1.0945,1626
1.0999,1621
1.1055,1624
1.1112,1624
1.1168,1622
1.1222,1625
1.1278,1622
1.1334,1623
1.1388,1624
1.1444,1621
1.15,1625
1.1557,1625
1.161,1621
1.1667,1622
1.1723,1624
1.1777,1622
1.1833,1626
1.1889,1623
1.1943,1621
1.1999,1626
1.2055,1623
1.2112,1622
1.2166,1624
1.2222,1623
1.2278,1625
1.2332,1622
1.2388,1622
1.2444,1623
1.2501,1622
1.2554,1622
1.2611,1624
1.2667,1623
1.2723,1625
1.2777,1624
1.2833,1621
1.2889,1627
1.2946,1620
1.2999,1622
1.3056,1625
1.3112,1623
1.3165,1625
1.3222,1623
1.3278,1619
1.3334,1626
1.3388,1623
1.3445,1622
1.3501,1626
1.3554,1623
1.3611,1623
1.3667,1624
1.3724,1620
1.3777,1624
1.3833,1621
1.389,1623
1.3944,1623
1.4,1621
1.4057,1623
1.411,1624
1.4166,1624
1.4223,1624
1.4279,1621
1.4333,1620
1.4389,1626
1.4446,1621
1.4499,1623
1.4555,1624
1.4612,1623
1.4666,1625
1.4722,1624
1.4778,1623
1.4835,1626
1.4888,1622
1.4945,1623
1.5001,1624
1.5055,1620
1.5111,1625
1.5168,1623
1.5221,1623
1.5278,1623
1.5334,1623
1.539,1622
1.5444,1622
1.5501,1624
1.5557,1624
1.561,1622
1.5667,1624
1.5723,1624
1.5777,1621
1.5833,1624
1.589,1622
1.5946,1622
1.6,1627
1.6056,1622
1.6112,1625
1.6166,1624
1.6222,1622
1.6279,1626
1.6333,1623
1.6389,1624
1.6445,1623
1.6499,1624
1.6555,1623
1.6612,1623
1.6668,1625
1.6722,1621
1.6778,1623
1.6835,1623
1.6888,1622
1.6945,1625
1.7001,1623
1.7057,1622
1.7111,1626
1.7167,1621
1.7224,1624
1.7277,1623
1.7333,1622
1.739,1625
1.7446,1621
1.7499,1620
1.7556,1625
1.7612,1624
1.7668,1623
1.7722,1625
1.7778,1620
1.7835,1626
1.7888,1624
1.7944,1621
1.8,1627
1.8056,1623
1.8113,1623
1.8166,1625
1.8222,1620
1.8278,1625
1.8335,1623
1.8391,1624
1.8445,1624
1.85,1620
1.8556,1622
1.8613,1624
1.8666,1621
1.8723,1624
1.8778,1623
1.8835,1621
