Experiment: Mar_2_Turb_expt vial 6, Tue Mar  2 18:45:49 2021
0.0056,1609
0.0113,1597
0.0166,1600
0.0223,1607
0.0279,1614
0.0333,1609
0.0389,1602
0.0446,1601
0.0499,1606
0.0556,1616
0.0612,1612
0.0666,1603
0.0723,1600
0.0779,1606
0.0833,1610
0.0889,1611
0.0946,1602
0.0999,1600
0.1056,1607
0.1112,1614
0.1166,1610
0.1222,1602
0.1279,1602
0.1333,1608
0.1389,1613
0.1445,1606
0.1502,1599
0.1555,1603
0.1611,1611
0.1668,1614
0.1721,1608
0.1777,1598
0.1834,1603
0.189,1614
0.1944,1613
0.2,1604
0.2056,1599
0.2113,1603
0.2166,1611
0.2223,1611
0.2279,1605
0.2332,1597
0.2389,1604
0.2445,1613
0.2501,1609
0.2555,1602
0.2611,1600
0.2668,1605
0.2721,1612
0.2778,1611
0.2834,1603
0.289,1598
0.2944,1604
0.2999,1613
0.3056,1610
0.3112,1602
0.3165,1599
0.3222,1604
0.3277,1612
0.3333,1611
0.339,1602
0.3446,1601
0.3499,1607
0.3555,1611
0.3611,1606
0.3668,1602
0.3721,1604
0.3778,1613
0.3833,1611
0.3889,1604
0.3946,1602
0.3999,1605
0.4056,1614
0.4111,1610
0.4168,1601
0.4224,1601
0.4278,1606
0.4334,1611
0.4389,1606
0.4446,1600
0.4499,1605
0.4556,1611
0.4612,1611
0.4666,1600
0.4722,1603
0.4778,1606
0.4835,1610
0.4888,1605
0.4945,1602
0.5001,1604
0.5055,1611
0.5111,1611
0.5168,1602
0.5221,1601
0.5278,1607
0.5334,1611
0.5388,1607
0.5444,1600
0.5501,1605
0.5557,1612
0.5611,1609
0.5667,1601
0.5723,1602
0.5777,1607
0.5833,1612
0.589,1608
0.5943,1598
0.6,1598
0.6056,1606
0.6112,1612
0.6166,1609
0.6222,1599
0.6279,1599
0.6332,1609
0.6389,1611
0.6445,1605
0.6501,1601
0.6555,1605
0.6611,1612
0.6668,1610
0.6721,1603
0.6777,1599
0.6834,1606
0.689,1613
0.6944,1609
0.7,1601
0.7056,1599
0.7113,1606
0.7166,1612
0.7222,1608
0.7279,1599
0.7332,1601
0.7388,1611
0.7445,1612
0.7501,1605
0.7555,1601
0.7611,1604
0.7667,1610
0.7721,1610
0.7777,1603
0.7833,1602
0.789,1605
0.7946,1611
0.8,1608
0.8056,1600
0.811,1604
0.8166,1609
0.8222,1611
0.8279,1604
0.8332,1599
0.8389,1605
0.8445,1613
0.8501,1610
0.8555,1602
0.8612,1600
0.8668,1606
0.8722,1612
0.8778,1609
0.8834,1601
0.8888,1602
0.8944,1610
0.9001,1612
0.9054,1605
0.9111,1600
0.9167,1604
0.9223,1612
0.9277,1609
0.9333,1600
0.939,1599
0.9443,1608
0.95,1611
0.9554,1606
0.961,1602
