Experiment: Mar_2_Turb_expt vial 12, Tue Mar  2 18:45:49 2021
0.0056,1616
0.0113,1613
0.0166,1609
0.0223,1611
0.0279,1618
0.0333,1617
0.0389,1612
0.0446,1606
0.0499,1610
0.0556,1618
0.0612,1617
0.0666,1611
0.0723,1607
0.0779,1612
0.0833,1618
0.0889,1615
0.0946,1612
0.0999,1609
0.1056,1616
0.1112,1618
0.1166,1614
0.1222,1611
0.1279,1609
0.1333,1617
0.1389,1618
0.1445,1614
0.1502,1609
0.1555,1610
0.1611,1618
0.1668,1619
0.1721,1612
0.1777,1607
0.1834,1613
0.189,1620
0.1944,1617
0.2,1610
0.2056,1610
0.2113,1618
0.2166,1619
0.2223,1614
0.2279,1607
0.2332,1610
0.2389,1616
0.2445,1619
0.2501,1613
0.2555,1606
0.2611,1610
0.2668,1619
0.2721,1617
0.2778,1611
0.2834,1607
0.289,1613
0.2944,1619
0.2999,1618
0.3056,1613
0.3112,1605
0.3165,1611
0.3222,1617
0.3277,1618
0.3333,1613
0.339,1607
0.3446,1611
0.3499,1616
0.3555,1619
0.3611,1612
0.3668,1606
0.3721,1611
0.3778,1618
0.3833,1619
0.3889,1613
0.3946,1609
0.3999,1609
0.4056,1618
0.4111,1620
0.4168,1613
0.4224,1607
0.4278,1610
0.4334,1617
0.4389,1619
0.4446,1615
0.4499,1606
0.4556,1606
0.4612,1615
0.4666,1622
0.4722,1619
0.4778,1608
0.4835,1609
0.4888,1613
0.4945,1618
0.5001,1616
0.5055,1607
0.5111,1610
0.5168,1613
0.5221,1620
0.5278,1615
0.5334,1606
0.5388,1607
0.5444,1617
0.5501,1618
0.5557,1612
0.5611,1608
0.5667,1610
0.5723,1618
0.5777,1617
0.5833,1610
0.589,1607
0.5943,1613
0.6,1619
0.6056,1615
0.6112,1610
0.6166,1609
0.6222,1614
0.6279,1619
0.6332,1616
0.6389,1608
0.6445,1609
0.6501,1615
0.6555,1619
0.6611,1614
0.6668,1607
0.6721,1609
0.6777,1615
0.6834,1617
0.689,1610
0.6944,1606
0.7,1614
0.7056,1619
0.7113,1614
0.7166,1609
0.7222,1609
0.7279,1617
0.7332,1617
0.7388,1611
0.7445,1608
0.7501,1613
0.7555,1618
0.7611,1618
0.7667,1609
0.7721,1606
0.7777,1613
0.7833,1619
0.789,1617
0.7946,1608
0.8,1605
0.8056,1612
0.811,1618
0.8166,1616
0.8222,1609
0.8279,1606
0.8332,1610
0.8389,1619
0.8445,1619
0.8501,1611
0.8555,1608
0.8612,1611
0.8668,1615
0.8722,1617
0.8778,1611
0.8834,1610
0.8888,1615
0.8944,1618
0.9001,1615
0.9054,1607
0.9111,1607
0.9167,1615
0.9223,1616
0.9277,1613
0.9333,1608
0.939,1607
0.9443,1617
0.95,1618
0.9554,1612
0.961,1606
0.9667,1610
0.9723,1618
0.9777,1618
0.9833,1611
0.989,1608
0.9943,1610
1.0,1619
1.0056,1620
1.0113,1611
1.0167,1608
1.0223,1614
1.0277,1618
1.0333,1618
1.039,1611
1.0443,1608
1.05,1612
1.0556,1618
1.061,1617
1.0666,1610
1.0723,1608
1.0779,1613
1.0833,1620
1.0889,1618
1.0945,1610
1.0999,1606
1.1055,1612
1.1112,1618
1.1168,1616
1.1222,1609
1.1278,1607
1.1334,1614
1.1388,1618
1.1444,1614
1.15,1608
1.1557,1608
1.161,1617
1.1667,1618
1.1723,1608
1.1777,1607
1.1833,1611
1.1889,1620
1.1943,1617
1.1999,1611
1.2055,1607
1.2112,1611
1.2166,1617
1.2222,1615
1.2278,1609
1.2332,1608
1.2388,1613
1.2444,1616
1.2501,1616
1.2554,1608
1.2611,1608
1.2667,1615
1.2723,1620
1.2777,1616
1.2833,1604
1.2889,1608
1.2946,1616
1.2999,1617
1.3056,1613
1.3112,1606
1.3165,1607
1.3222,1617
1.3278,1619
1.3334,1615
1.3388,1606
1.3445,1606
1.3501,1614
1.3554,1619
1.3611,1617
1.3667,1607
1.3724,1607
1.3777,1613
1.3833,1619
1.389,1613
1.3944,1607
1.4,1611
1.4057,1616
1.411,1616
1.4166,1611
1.4223,1609
1.4279,1613
1.4333,1618
1.4389,1617
1.4446,1610
1.4499,1608
1.4555,1615
1.4612,1616
1.4666,1615
1.4722,1607
1.4778,1610
1.4835,1616
1.4888,1617
1.4945,1610
1.5001,1606
1.5055,1609
1.5111,1618
1.5168,1616
1.5221,1611
1.5278,1605
1.5334,1611
1.539,1617
1.5444,1617
1.5501,1611
1.5557,1605
1.561,1611
1.5667,1617
1.5723,1618
1.5777,1609
1.5833,1608
1.589,1611
1.5946,1618
1.6,1617
1.6056,1607
1.6112,1607
1.6166,1614
1.6222,1619
1.6279,1617
1.6333,1609
1.6389,1608
1.6445,1613
1.6499,1618
1.6555,1616
1.6612,1609
1.6668,1609
1.6722,1614
1.6778,1616
1.6835,1615
1.6888,1607
1.6945,1607
1.7001,1617
1.7057,1619
1.7111,1613
1.7167,1608
1.7224,1611
1.7277,1617
1.7333,1616
1.739,1612
1.7446,1609
1.7499,1613
1.7556,1618
1.7612,1617
1.7668,1608
1.7722,1608
1.7778,1614
1.7835,1620
1.7888,1613
1.7944,1608
1.8,1609
1.8056,1618
1.8113,1618
1.8166,1612
1.8222,1607
1.8278,1612
1.8335,1620
1.8391,1617
1.8445,1613
1.85,1605
1.8556,1612
1.8613,1618
1.8666,1618
1.8723,1611
1.8778,1605
1.8835,1610
1.8891,1618
1.8945,1616
1.9001,1609
1.9056,1607
1.9113,1612
1.9166,1619
1.9223,1614
1.9279,1608
1.9334,1609
1.9391,1615
1.9444,1618
1.9501,1613
1.9557,1608
1.9611,1610
1.9668,1616
1.9724,1617
1.9778,1611
1.9834,1606
1.989,1611
1.9944,1618
2.0001,1619
2.0057,1611
2.0111,1607
2.0167,1615
2.0224,1617
2.0277,1615
2.0334,1610
2.039,1608
2.0447,1616
2.05,1620
2.0557,1614
2.061,1609
2.0667,1609
2.0722,1616
2.0778,1615
2.0835,1611
2.0889,1608
2.0945,1613
2.1,1618
2.1057,1615
