Experiment: Mar_2_Turb_expt vial 5, Tue Mar  2 18:45:49 2021
0.0056,1630
0.0113,1636
0.0166,1632
0.0223,1623
0.0279,1612
0.0333,1608
0.0389,1616
0.0446,1615
0.0499,1608
0.0556,1613
0.0612,1613
0.0666,1610
0.0723,1615
0.0779,1612
0.0833,1609
0.0889,1614
0.0946,1615
0.0999,1610
0.1056,1615
0.1112,1614
0.1166,1612
0.1222,1615
0.1279,1611
0.1333,1612
0.1389,1614
0.1445,1610
0.1502,1611
0.1555,1617
0.1611,1612
0.1668,1611
0.1721,1614
0.1777,1613
0.1834,1610
0.189,1616
0.1944,1613
0.2,1609
0.2056,1615
0.2113,1613
0.2166,1610
0.2223,1613
0.2279,1614
0.2332,1606
0.2389,1614
0.2445,1614
0.2501,1610
0.2555,1613
0.2611,1613
0.2668,1609
0.2721,1614
0.2778,1612
0.2834,1611
0.289,1614
0.2944,1613
0.2999,1611
0.3056,1614
0.3112,1610
0.3165,1612
0.3222,1614
0.3277,1609
0.3333,1614
0.339,1614
0.3446,1609
0.3499,1613
0.3555,1615
0.3611,1606
0.3668,1613
0.3721,1612
0.3778,1610
0.3833,1614
0.3889,1612
0.3946,1613
0.3999,1614
0.4056,1612
0.4111,1613
0.4168,1611
0.4224,1612
0.4278,1615
0.4334,1607
0.4389,1612
0.4446,1615
0.4499,1609
0.4556,1611
0.4612,1612
0.4666,1609
0.4722,1613
0.4778,1613
0.4835,1609
0.4888,1614
0.4945,1612
0.5001,1612
0.5055,1614
0.5111,1610
0.5168,1613
0.5221,1614
0.5278,1609
0.5334,1614
0.5388,1610
0.5444,1611
0.5501,1611
0.5557,1611
0.5611,1610
0.5667,1615
0.5723,1610
0.5777,1614
0.5833,1613
0.589,1610
0.5943,1615
0.6,1610
0.6056,1611
0.6112,1613
0.6166,1610
0.6222,1613
0.6279,1612
0.6332,1612
0.6389,1611
0.6445,1611
0.6501,1614
0.6555,1613
0.6611,1612
0.6668,1613
0.6721,1612
0.6777,1610
0.6834,1616
0.689,1610
0.6944,1611
0.7,1614
0.7056,1610
0.7113,1615
0.7166,1614
0.7222,1609
0.7279,1612
0.7332,1613
0.7388,1612
0.7445,1615
0.7501,1611
0.7555,1614
0.7611,1612
0.7667,1610
0.7721,1614
0.7777,1611
0.7833,1611
0.789,1614
0.7946,1609
0.8,1610
0.8056,1615
0.811,1610
0.8166,1610
0.8222,1614
0.8279,1611
0.8332,1611
0.8389,1614
0.8445,1610
0.8501,1613
0.8555,1614
0.8612,1610
0.8668,1616
0.8722,1611
