Experiment: Mar_2_Turb_expt vial 14, Tue Mar  2 18:45:49 2021
0.0056,1624
0.0113,1628
0.0166,1628
0.0223,1621
0.0279,1624
0.0333,1629
0.0389,1628
0.0446,1622
0.0499,1621
0.0556,1631
0.0612,1630
0.0666,1623
0.0723,1622
0.0779,1629
0.0833,1631
0.0889,1624
0.0946,1619
0.0999,1628
0.1056,1632
0.1112,1629
0.1166,1620
0.1222,1624
0.1279,1629
0.1333,1628
0.1389,1622
0.1445,1626
0.1502,1628
0.1555,1625
0.1611,1621
0.1668,1626
0.1721,1629
0.1777,1625
0.1834,1622
0.189,1629
0.1944,1630
0.2,1626
0.2056,1623
0.2113,1629
0.2166,1631
0.2223,1623
0.2279,1621
0.2332,1629
0.2389,1629
0.2445,1622
0.2501,1622
0.2555,1628
0.2611,1628
0.2668,1624
0.2721,1621
0.2778,1627
0.2834,1630
0.289,1624
0.2944,1620
0.2999,1627
0.3056,1629
0.3112,1624
0.3165,1620
0.3222,1626
0.3277,1630
0.3333,1628
0.339,1621
0.3446,1622
0.3499,1628
0.3555,1629
0.3611,1624
0.3668,1623
0.3721,1628
0.3778,1627
0.3833,1623
0.3889,1623
0.3946,1630
0.3999,1629
0.4056,1621
0.4111,1622
0.4168,1629
0.4224,1628
0.4278,1621
0.4334,1624
0.4389,1632
0.4446,1629
0.4499,1622
0.4556,1624
0.4612,1632
0.4666,1630
0.4722,1623
0.4778,1621
0.4835,1630
0.4888,1629
0.4945,1626
0.5001,1621
0.5055,1626
0.5111,1631
0.5168,1627
0.5221,1623
0.5278,1623
0.5334,1630
0.5388,1630
0.5444,1622
0.5501,1622
0.5557,1627
0.5611,1630
0.5667,1624
0.5723,1622
0.5777,1628
0.5833,1630
0.589,1626
0.5943,1622
0.6,1627
0.6056,1630
0.6112,1626
0.6166,1621
0.6222,1626
0.6279,1631
0.6332,1627
0.6389,1619
0.6445,1624
0.6501,1631
0.6555,1627
0.6611,1621
0.6668,1622
0.6721,1629
0.6777,1628
0.6834,1622
0.689,1623
0.6944,1627
0.7,1628
0.7056,1621
0.7113,1622
0.7166,1629
0.7222,1629
0.7279,1623
0.7332,1622
0.7388,1629
0.7445,1630
0.7501,1622
0.7555,1622
0.7611,1628
0.7667,1628
0.7721,1624
0.7777,1622
0.7833,1630
0.789,1630
0.7946,1624
0.8,1622
0.8056,1627
0.811,1629
0.8166,1623
0.8222,1621
0.8279,1627
0.8332,1627
0.8389,1621
0.8445,1622
0.8501,1629
0.8555,1631
0.8612,1626
0.8668,1620
0.8722,1627
0.8778,1630
0.8834,1627
0.8888,1620
0.8944,1624
0.9001,1630
0.9054,1629
0.9111,1621
0.9167,1621
0.9223,1628
0.9277,1632
0.9333,1624
0.939,1620
0.9443,1625
0.95,1631
0.9554,1625
0.961,1618
0.9667,1624
0.9723,1631
0.9777,1629
0.9833,1622
0.989,1621
0.9943,1631
1.0,1629
1.0056,1623
1.0113,1623
1.0167,1629
1.0223,1631
1.0277,1624
1.0333,1623
1.039,1629
1.0443,1631
1.05,1624
1.0556,1621
1.061,1629
1.0666,1631
1.0723,1624
1.0779,1619
1.0833,1627
1.0889,1630
1.0945,1626
1.0999,1620
1.1055,1628
1.1112,1629
1.1168,1626
1.1222,1622
1.1278,1626
1.1334,1631
1.1388,1625
1.1444,1622
1.15,1626
1.1557,1630
1.161,1628
1.1667,1621
1.1723,1626
1.1777,1629
1.1833,1626
1.1889,1619
1.1943,1625
1.1999,1630
1.2055,1624
1.2112,1621
1.2166,1626
1.2222,1630
1.2278,1627
1.2332,1620
1.2388,1623
1.2444,1629
1.2501,1627
1.2554,1618
1.2611,1621
1.2667,1631
1.2723,1630
1.2777,1622
1.2833,1621
1.2889,1628
1.2946,1628
1.2999,1624
1.3056,1622
1.3112,1626
1.3165,1632
1.3222,1624
1.3278,1621
1.3334,1625
1.3388,1631
1.3445,1626
1.3501,1620
1.3554,1624
1.3611,1630
1.3667,1627
1.3724,1620
1.3777,1622
1.3833,1630
1.389,1629
1.3944,1622
1.4,1620
1.4057,1628
1.411,1630
1.4166,1623
1.4223,1621
1.4279,1629
1.4333,1629
1.4389,1621
1.4446,1621
1.4499,1629
1.4555,1629
1.4612,1624
1.4666,1620
1.4722,1628
1.4778,1630
1.4835,1626
1.4888,1620
1.4945,1624
1.5001,1629
1.5055,1625
1.5111,1622
1.5168,1625
1.5221,1632
1.5278,1625
1.5334,1622
1.539,1626
1.5444,1629
1.5501,1627
1.5557,1617
1.561,1623
1.5667,1631
1.5723,1626
1.5777,1622
1.5833,1622
1.589,1629
1.5946,1629
1.6,1623
1.6056,1623
1.6112,1629
1.6166,1628
1.6222,1622
1.6279,1621
1.6333,1628
1.6389,1627
1.6445,1622
1.6499,1624
1.6555,1630
1.6612,1626
1.6668,1622
1.6722,1622
1.6778,1627
1.6835,1629
1.6888,1625
1.6945,1621
1.7001,1627
1.7057,1633
1.7111,1626
1.7167,1621
1.7224,1624
1.7277,1629
1.7333,1627
1.739,1621
1.7446,1623
1.7499,1629
1.7556,1626
1.7612,1622
1.7668,1627
1.7722,1630
1.7778,1626
1.7835,1620
1.7888,1627
1.7944,1632
1.8,1626
1.8056,1621
1.8113,1623
1.8166,1631
1.8222,1627
1.8278,1622
1.8335,1620
1.8391,1627
1.8445,1631
1.85,1624
1.8556,1622
1.8613,1626
1.8666,1631
1.8723,1627
1.8778,1620
1.8835,1622
1.8891,1629
1.8945,1629
1.9001,1623
1.9056,1620
1.9113,1628
1.9166,1631
1.9223,1622
1.9279,1620
1.9334,1625
1.9391,1629
1.9444,1628
1.9501,1622
1.9557,1628
1.9611,1629
1.9668,1624
1.9724,1620
1.9778,1626
1.9834,1629
1.989,1626
1.9944,1622
2.0001,1625
2.0057,1631
2.0111,1625
2.0167,1621
2.0224,1625
2.0277,1630
2.0334,1626
2.039,1621
2.0447,1626
2.05,1631
2.0557,1627
2.061,1621
2.0667,1626
2.0722,1629
2.0778,1625
2.0835,1622
2.0889,1627
2.0945,1630
2.1,1625
2.1057,1622
2.1113,1626
2.1167,1631
2.1223,1626
2.1278,1621
2.1335,1623
2.1391,1630
2.1445,1623
2.1501,1621
2.1556,1624
2.1613,1631
2.1666,1628
2.1723,1623
2.1779,1623
2.1833,1629
2.1889,1627
2.1946,1621
2.2002,1623
2.2056,1629
2.2112,1628
2.2169,1622
2.2223,1623
2.2279,1630
2.2335,1629
2.2389,1620
2.2445,1622
2.2502,1631
2.2555,1630
2.2612,1623
2.2668,1620
2.2724,1627
2.2778,1630
2.2834,1625
2.2891,1622
2.2944,1626
2.3001,1630
2.3057,1627
2.3111,1620
2.3167,1626
2.3224,1631
2.328,1630
2.3334,1621
2.339,1622
2.3447,1628
2.3501,1629
2.3557,1624
2.3611,1620
2.3667,1627
2.3723,1627
2.378,1624
2.3833,1621
2.389,1626
2.3946,1628
2.4003,1624
2.4056,1622
2.4112,1627
2.4169,1630
2.4223,1625
2.4279,1621
2.4335,1628
2.4389,1630
2.4446,1623
2.4502,1623
2.4556,1628
2.4612,1628
2.4669,1624
2.4722,1622
2.4779,1628
2.4835,1628
2.4892,1623
2.4945,1622
2.5002,1627
2.5055,1628
2.5112,1623
2.5169,1625
2.5222,1629
2.5279,1628
2.5335,1622
2.5389,1625
2.5445,1630
2.5502,1628
2.5555,1622
2.5612,1624
2.5669,1631
2.5722,1627
2.5779,1622
2.5835,1622
2.5889,1629
2.5945,1628
2.6002,1622
2.6058,1624
2.6112,1630
2.6168,1628
2.6225,1622
2.6278,1622
2.6335,1631
2.6391,1629
2.6445,1623
2.6501,1624
2.6558,1629
2.6611,1627
2.6668,1621
2.6724,1622
2.678,1631
2.6834,1630
2.689,1624
2.6947,1619
2.7,1628
2.7057,1632
2.7113,1629
2.7167,1622
2.7223,1621
2.728,1630
2.7333,1631
2.739,1621
2.7446,1621
2.7503,1629
2.7556,1629
2.7613,1621
2.7669,1621
2.7722,1626
2.7779,1631
2.7835,1623
2.7891,1621
2.7945,1627
2.8001,1630
2.8058,1626
2.8111,1619
2.8168,1624
2.8224,1630
2.8281,1627
2.8334,1622
2.8391,1625
2.8447,1629
2.85,1626
2.8557,1622
2.8613,1625
2.8669,1629
2.8723,1628
2.8779,1624
2.8836,1623
2.8889,1633
2.8946,1627
2.9002,1623
2.9056,1625
2.9112,1631
2.9169,1627
2.9225,1619
2.9279,1620
2.9336,1631
2.939,1629
2.9446,1623
2.95,1621
2.9556,1629
2.9613,1628
2.9667,1624
2.9723,1622
2.978,1628
2.9836,1627
2.989,1622
2.9947,1622
3.0,1627
3.0057,1628
3.0114,1623
3.0167,1622
3.0224,1629
3.028,1628
3.0334,1622
3.039,1622
3.0447,1629
3.05,1627
3.0557,1621
3.0613,1624
3.0669,1630
3.0723,1627
3.0779,1621
3.0835,1624
3.0889,1632
3.0946,1627
3.1002,1624
3.1056,1623
3.1112,1628
3.1168,1628
3.1225,1622
3.1278,1621
3.1335,1630
3.1391,1629
3.1445,1622
3.1501,1623
3.1557,1628
3.1614,1628
3.1668,1623
3.1724,1622
3.178,1631
3.1834,1629
3.1891,1621
3.1947,1623
3.2001,1629
3.2057,1629
3.2113,1622
3.2167,1621
3.2223,1628
3.228,1629
3.2336,1623
3.239,1622
3.2446,1629
3.2502,1629
3.2556,1626
3.2612,1622
3.2668,1627
3.2724,1631
3.2781,1625
3.2834,1622
3.289,1623
3.2946,1631
3.3002,1630
3.3059,1622
3.3112,1626
3.3168,1630
3.3224,1632
3.328,1625
3.3334,1620
3.339,1624
3.3446,1631
3.3502,1627
3.3556,1622
3.3612,1625
3.3669,1631
3.3724,1627
3.378,1622
3.3834,1625
3.389,1629
3.3947,1625
3.4001,1622
3.4058,1626
3.4111,1630
3.4168,1626
3.4224,1622
3.4278,1628
3.4335,1631
3.4391,1628
3.4447,1619
3.4501,1626
3.4558,1630
3.4614,1627
3.4668,1621
3.4724,1624
3.4781,1632
3.4834,1627
3.489,1622
3.4947,1625
3.5,1630
3.5057,1628
3.5113,1622
3.517,1622
3.5223,1629
3.528,1631
3.5336,1623
3.539,1620
3.5446,1625
3.5503,1632
3.5556,1626
3.5613,1621
3.5669,1625
3.5723,1631
3.5779,1629
3.5835,1623
3.5892,1622
3.5945,1629
3.6002,1629
3.6058,1623
3.6112,1621
3.6168,1629
3.6225,1631
3.6279,1623
3.6335,1623
3.6391,1630
3.6445,1631
3.6501,1625
3.6558,1622
3.6614,1627
3.6668,1629
3.6724,1625
3.678,1620
3.6834,1627
3.689,1631
3.6947,1628
3.7,1619
3.7057,1625
3.7113,1632
3.717,1629
3.7223,1621
3.728,1625
3.7336,1631
3.739,1629
3.7446,1623
3.7503,1623
3.7556,1628
3.7611,1631
3.7668,1623
3.7724,1624
3.778,1631
3.7834,1626
3.7889,1621
3.7946,1626
3.8002,1631
3.8056,1628
3.8112,1621
3.8168,1626
3.8224,1632
3.828,1630
3.8334,1621
3.839,1623
3.8446,1629
3.8502,1630
3.8556,1624
3.8612,1622
3.8669,1628
3.8724,1632
3.878,1625
3.8834,1620
3.889,1626
3.8946,1630
3.9002,1625
3.9058,1623
3.9112,1626
3.9168,1630
3.9225,1624
3.9278,1619
3.9335,1625
3.9391,1633
3.9447,1628
3.9501,1621
3.9557,1621
3.9614,1630
3.9667,1629
3.9724,1623
3.978,1622
3.9836,1630
3.989,1628
3.9946,1623
4.0003,1624
4.0057,1627
4.0113,1630
4.0169,1623
4.0223,1622
4.028,1628
4.0336,1630
4.039,1629
4.0446,1621
4.0502,1624
4.0556,1631
4.0613,1629
4.0669,1622
4.0723,1623
4.0779,1629
4.0835,1628
4.0892,1623
4.0945,1622
4.1002,1629
4.1058,1632
