Experiment: Feb_22_tst3_chemo_expt vial 6, Mon Feb 22 14:25:20 2021
0.0045,40080
0.0102,40058
0.0158,40070
0.0215,40076
0.0272,40134
0.0325,39948
0.0382,40044
0.0438,39959
0.0492,40108
0.0548,40055
0.0605,40037
0.0658,40012
0.0714,39993
0.0771,39881
0.0824,39958
0.0881,39746
0.0937,39764
0.0991,39774
0.1048,39781
0.1104,39714
0.1161,39859
0.1216,39539
0.1269,39703
0.1326,39577
0.1382,39344
0.1436,39269
0.1492,39141
0.1549,39034
0.1605,39089
0.1658,39134
0.1715,38796
0.1772,38854
0.1825,38836
0.1882,38612
