Experiment: Feb_22_tst3_chemo_expt vial 15, Mon Feb 22 14:25:20 2021
0.0045,40000
0.0102,40000
0.0158,40024
0.0215,40123
0.0272,40110
0.0325,40191
0.0382,40169
0.0438,40173
0.0492,40100
0.0548,40135
0.0605,40202
0.0658,40204
0.0714,40220
0.0771,40203
0.0824,40104
0.0881,40212
0.0937,40263
0.0991,40139
0.1048,40226
0.1104,40188
0.1161,40226
0.1216,39969
0.1269,39798
0.1326,39582
0.1382,39312
0.1436,39163
0.1492,39182
0.1549,38874
0.1605,38754
0.1658,38850
0.1715,38520
0.1772,38630
0.1825,38627
0.1882,38190
