Experiment: Feb_22_tst3_chemo_expt vial 4, Mon Feb 22 14:25:20 2021
0.0045,56193
0.0102,56148
0.0158,56179
0.0215,56201
0.0272,56190
0.0325,56217
0.0382,56204
0.0438,56216
0.0492,56199
0.0548,56177
0.0605,56193
0.0658,56170
0.0714,56212
0.0771,56131
0.0824,56211
0.0881,56222
0.0937,56219
0.0991,56183
0.1048,56206
0.1104,56197
0.1161,56148
0.1216,56176
0.1269,56187
0.1326,56216
0.1382,56161
0.1436,56201
0.1492,56189
0.1549,56201
0.1605,56195
0.1658,56155
0.1715,56179
0.1772,56196
0.1825,56214
0.1882,56218
