Experiment: Feb_22_tst3_chemo_expt vial 3, Mon Feb 22 14:25:20 2021
0.0045,23472
0.0102,23459
0.0158,23451
0.0215,23442
0.0272,23452
0.0325,23448
0.0382,23451
0.0438,21480
0.0492,20350
0.0548,23096
0.0605,23415
0.0658,23406
0.0714,23404
0.0771,23225
0.0824,22936
0.0881,23450
0.0937,23441
0.0991,23517
0.1048,23467
0.1104,23439
0.1161,23414
0.1216,23531
0.1269,23620
0.1326,23631
0.1382,23691
0.1436,23826
0.1492,23859
0.1549,23998
0.1605,24016
0.1658,23970
0.1715,24135
0.1772,24161
0.1825,24076
0.1882,24246
