Experiment: Feb_22_tst3_chemo_expt vial 1, Mon Feb 22 14:25:20 2021
0.0045,22196
0.0102,22228
0.0158,22117
0.0215,22116
0.0272,22055
0.0325,22120
0.0382,22164
0.0438,22022
0.0492,22114
0.0548,22096
0.0605,22130
0.0658,22066
0.0714,22148
0.0771,22132
0.0824,22045
0.0881,22146
0.0937,22156
0.0991,22153
0.1048,22134
0.1104,22115
0.1161,22125
0.1216,22171
0.1269,22109
0.1326,22142
0.1382,22117
0.1436,22280
0.1492,22305
0.1549,22525
0.1605,22613
0.1658,22620
0.1715,22700
0.1772,22844
0.1825,22788
0.1882,22949
