Experiment: Feb_22_tst3_chemo_expt vial 8, Mon Feb 22 14:25:20 2021
0.0045,22551
0.0102,22561
0.0158,22547
0.0215,22531
0.0272,22577
0.0325,22487
0.0382,22556
0.0438,22515
0.0492,22486
0.0548,22537
0.0605,22469
0.0658,22569
0.0714,22583
0.0771,22617
0.0824,22621
0.0881,22601
0.0937,22617
0.0991,22631
0.1048,22726
0.1104,22631
0.1161,22654
0.1216,22789
0.1269,22885
0.1326,22837
0.1382,23037
0.1436,23030
0.1492,22933
0.1549,23202
0.1605,23056
0.1658,23065
0.1715,23215
0.1772,23281
0.1825,23161
0.1882,23353
